fecha;enso_año;enso_mes;anomalia_oni;temp_sst;temp_media;soi;iod
2017-03-01;Niña;Neutral;0.03;27.29;26.87;0.41;0.357
2017-04-01;Niña;Neutral;0.21;27.83;26.87;-0.75;0.499
2017-05-01;Niña;Neutral;0.36;27.94;26.87;0.23;0.536
2017-06-01;Niña;Neutral;0.33;27.73;26.87;-1.39;0.424
2017-07-01;Niña;Neutral;0.25;27.29;26.87;0.85;0.52
2017-08-01;Niña;Neutral;-0.16;26.86;26.87;0.17;0.349
2017-09-01;Niña;Neutral;-0.43;26.72;26.87;0.62;0.034
2017-10-01;Niña;Niña;-0.56;26.72;26.87;0.75;0.016
2017-11-01;Niña;Niña;-0.96;26.7;26.87;0.94;0.289
2017-12-01;Niña;Niña;-0.99;26.6;26.87;-0.27;0.109
2018-01-01;Niña - Niño;Niña;-0.98;26.55;26.87;0.91;-0.2
2018-02-01;Niña - Niño;Niña;-0.78;26.76;26.87;-0.73;0.215
2018-03-01;Niña - Niño;Niña;-0.8;27.29;26.87;1.03;-0.12
2018-04-01;Niña - Niño;Niña;-0.51;27.83;26.87;0.58;-0.083
2018-05-01;Niña - Niño;Neutral;-0.2;27.94;26.87;0.56;0.122
2018-06-01;Niña - Niño;Neutral;0.05;27.73;26.88;-0.74;0.155
2018-07-01;Niña - Niño;Neutral;0.12;27.29;26.88;0.18;0.053
2018-08-01;Niña - Niño;Neutral;0.09;26.86;26.88;-0.87;0.122
2018-09-01;Niña - Niño;Neutral;0.47;26.72;26.88;-0.99;0.604
2018-10-01;Niña - Niño;Niño;0.9;26.72;26.88;0.27;0.685
2018-11-01;Niña - Niño;Niño;0.9;26.7;26.88;-0.08;0.5
2018-12-01;Niña - Niño;Niño;0.89;26.6;26.88;0.93;0.309
2019-01-01;Niño;Niño;0.65;26.55;26.87;-0.16;0.387
2019-02-01;Niño;Niño;0.71;26.76;26.87;-1.43;0.416
2019-03-01;Niño;Niño;0.8;27.29;26.88;-0.91;0.224
2019-04-01;Niño;Niño;0.62;27.83;26.88;-0.03;0.258
2019-05-01;Niño;Niño;0.55;27.94;26.88;-0.71;0.539
2019-06-01;Niño;Neutral;0.45;27.73;26.88;-1.36;0.605
2019-07-01;Niño;Neutral;0.35;27.29;26.88;-0.51;0.597
2019-08-01;Niño;Neutral;0.04;26.86;26.88;-0.7;0.436
2019-09-01;Niño;Neutral;0.04;26.72;26.88;-1.26;0.893
2019-10-01;Niño;Neutral;0.48;26.72;26.88;-0.66;0.964
2019-11-01;Niño;Niño;0.52;26.7;26.88;-1.03;0.835
2019-12-01;Niño;Niño;0.52;26.6;26.88;-0.73;0.243
2020-01-01;Niño - Niña;Niño;0.6;26.55;26.88;0.01;0.173
2020-02-01;Niño - Niña;Neutral;0.37;26.76;26.88;-0.31;0.054
2020-03-01;Niño - Niña;Neutral;0.48;27.29;26.88;-0.75;0.019
2020-04-01;Niño - Niña;Neutral;0.36;27.83;26.88;0.16;-0.011
2020-05-01;Niño - Niña;Neutral;-0.27;27.94;26.88;0.71;0.298
2020-06-01;Niño - Niña;Neutral;-0.34;27.73;26.88;-1.36;0.454
2020-07-01;Niño - Niña;Neutral;-0.3;27.29;26.88;0.44;0.32
2020-08-01;Niño - Niña;Niña;-0.59;26.86;26.88;0.85;-0.183
2020-09-01;Niño - Niña;Niña;-0.83;26.72;26.88;0.98;-0.19
2020-10-01;Niño - Niña;Niña;-1.25;26.72;26.88;0.27;0.074
2020-11-01;Niño - Niña;Niña;-1.42;26.7;26.88;0.85;0.02
2020-12-01;Niño - Niña;Niña;-1.15;26.6;26.88;1.76;0.03
2021-01-01;Niña;Niña;-0.99;26.55;26.88;1.64;0.051
2021-02-01;Niña;Niña;-1;26.76;26.88;1.02;0.243
2021-03-01;Niña;Niña;-0.8;27.29;26.88;-0.2;0.266
2021-04-01;Niña;Niña;-0.72;27.83;26.88;0.3;0.25
2021-05-01;Neutral;Niña;-0.46;27.94;26.88;0.49;0.009
2021-06-01;Neutral;Niña;-0.28;27.73;26.88;0.22;-0.002
2021-07-01;Neutral;Niña;-0.39;27.29;26.88;1.61;-0.228
2021-08-01;Niña;Niña;-0.53;26.86;26.88;0.27;-0.099
2021-09-01;Niña;Niña;-0.55;26.72;26.88;0.86;-0.058
2021-10-01;Niña;Niña;-0.94;26.72;26.88;0.51;-0.091
2021-11-01;Niña;Niña;-0.94;26.7;26.88;1.12;0.069
2021-12-01;Niña;Niña;-1.06;26.6;26.88;1.43;-0.12
2022-01-01;Niña;Niña;-1;;;0.34;-0.056
2022-02-01;Niña;Niña;-0.9;;;0.76;-0.083
2022-03-01;Niña;Niña;-1;;;1.35;-0.093
2022-04-01;Niña;Niña;-1.1;;;2.69;-0.068
2022-05-01;Niña;Niña;-1;;;1.9;-0.122
2022-06-01;Niña;Niña;-0.9;;;2.45;-0.335
2022-07-01;Niña;Niña;-0.8;;;0.91;-0.195
2022-08-01;Niña;Niña;-0.9;;;0.81;-0.246
2022-09-01;Niña;Niña;-1;;;1.73;-0.322
2022-10-01;Niña;Niña;-1;;;1.73;-0.691
2022-11-01;Niña;Niña;-0.9;;;0.31;-0.269
2022-12-01;Niña;Niña;-0.8;;;2.11;-0.092
2023-01-01;Neutral;Niña;-0.7;;;1.14;0.109
2023-02-01;Neutral;Neutral;-0.4;;;0.93;0.157
2023-03-01;Neutral;Neutral;-0.1;;;-0.38;0.415
2023-04-01;Neutral;Neutral;0.2;;;-0.03;0.56
2023-05-01;Neutral;Niño;0.5;;;-1.6;0.443
2023-06-01;Niño;Niño;0.8;;;-0.12;0.665
2023-07-01;Niño;Niño;1.1;;;-0.38;0.498
2023-08-01;Niño;Niño;1.3;;;-1.6;0.825
2023-09-01;Niño;Niño;1.6;;;-1.36;0.946
2023-10-01;Niño;Niño;1.8;;;-0.6;0.804
2023-11-01;Niño;Niño;1.9;;;-0.9;0.92
2023-12-01;Niño;Niño;2;;;-0.39;0.851
2024-01-01;Niño;Niño;1.8;;;0.31;0.765
2024-02-01;Niño;Niño;1.5;;;-1.47;0.328
2024-03-01;Niño;Niño;1.1;;;-0.2;0.421
2024-04-01;Neutral;Niño;0.7;;;-0.69;0.44
2024-05-01;Neutral;Neutral;0.4;;;0.57;0.297
2024-06-01;Neutral;Neutral;0.2;;;-0.43;0.197
2024-07-01;Neutral;Neutral;0;;;-0.65;0.033
2024-08-01;Neutral;Neutral;-0.1;;;0.59;0.267
2024-09-01;Neutral;Neutral;-0.2;;;-0.12;0.115
2024-10-01;Neutral;Neutral;-0.3;;;0.35;-0.196
2024-11-01;Neutral;Neutral;-0.4;;;0.61;-0.383
2024-12-01;Niña;Niña;-0.5;;;1.09;-0.331
2025-01-01;Niña;Niña;-0.6;;;0.26;-0.196
2025-02-01;Neutral;Neutral;-0.4;;;0.7;0.017
2025-03-01;Neutral;Neutral;-0.2;;;0.88;0.059
2025-04-01;Neutral;Neutral;-0.1;;;0.47;0.149
2025-05-01;Neutral;Neutral;-0.1;;;0.42;
2025-06-01;Neutral;Neutral;-0.1;;;0.16;
2025-07-01;Neutral;Neutral;-0.2;;;0.7;
2025-08-01;;;;;;;
2025-09-01;;;;;;;
2025-10-01;;;;;;;
2025-11-01;;;;;;;
2025-12-01;;;;;;;
