dp;depto_nom;dp_mp;municipio;area_geografica;año;Poblacion
27;Chocó;27745;Sipi;urbano;2007;304
27;Chocó;27745;Sipi;rural;2007;3284
27;Chocó;27787;Tado;urbano;2007;11493
27;Chocó;27787;Tado;rural;2007;6755
27;Chocó;27800;Unguia;urbano;2007;4371
27;Chocó;27800;Unguia;rural;2007;10311
27;Chocó;27810;Union Panamericana;urbano;2007;3416
27;Chocó;27810;Union Panamericana;rural;2007;5017
41;Huila;41001;Neiva;urbano;2007;302334
41;Huila;41001;Neiva;rural;2007;19846
41;Huila;41006;Acevedo;urbano;2007;4922
41;Huila;41006;Acevedo;rural;2007;22693
41;Huila;41013;Agrado;urbano;2007;4751
41;Huila;41013;Agrado;rural;2007;3846
41;Huila;41016;Aipe;urbano;2007;12975
41;Huila;41016;Aipe;rural;2007;8011
41;Huila;41020;Algeciras;urbano;2007;14352
41;Huila;41020;Algeciras;rural;2007;9352
41;Huila;41026;Altamira;urbano;2007;2513
41;Huila;41026;Altamira;rural;2007;1218
41;Huila;41078;Baraya;urbano;2007;4681
41;Huila;41078;Baraya;rural;2007;4588
41;Huila;41132;Campoalegre;urbano;2007;24473
41;Huila;41132;Campoalegre;rural;2007;8220
41;Huila;41206;Colombia;urbano;2007;2295
41;Huila;41206;Colombia;rural;2007;9117
41;Huila;41244;Elias;urbano;2007;1126
41;Huila;41244;Elias;rural;2007;2315
41;Huila;41298;Garzon;urbano;2007;35118
41;Huila;41298;Garzon;rural;2007;38134
41;Huila;41306;Gigante;urbano;2007;14998
41;Huila;41306;Gigante;rural;2007;14112
41;Huila;41319;Guadalupe;urbano;2007;4822
41;Huila;41319;Guadalupe;rural;2007;13435
41;Huila;41349;Hobo;urbano;2007;5041
41;Huila;41349;Hobo;rural;2007;1603
41;Huila;41357;Iquira;urbano;2007;2408
41;Huila;41357;Iquira;rural;2007;8611
41;Huila;41359;Isnos;urbano;2007;4982
41;Huila;41359;Isnos;rural;2007;19387
41;Huila;41378;La Argentina;urbano;2007;3902
41;Huila;41378;La Argentina;rural;2007;8146
41;Huila;41396;La Plata;urbano;2007;21643
41;Huila;41396;La Plata;rural;2007;32608
41;Huila;41483;Nataga;urbano;2007;1969
41;Huila;41483;Nataga;rural;2007;3965
41;Huila;41503;Oporapa;urbano;2007;3096
41;Huila;41503;Oporapa;rural;2007;8219
41;Huila;41518;Paicol;urbano;2007;2107
41;Huila;41518;Paicol;rural;2007;3165
41;Huila;41524;Palermo;urbano;2007;13219
41;Huila;41524;Palermo;rural;2007;14931
41;Huila;41530;Palestina;urbano;2007;1783
41;Huila;41530;Palestina;rural;2007;8731
41;Huila;41548;Pital;urbano;2007;4490
41;Huila;41548;Pital;rural;2007;8509
41;Huila;41551;Pitalito;urbano;2007;63021
41;Huila;41551;Pitalito;rural;2007;44070
41;Huila;41615;Rivera;urbano;2007;9339
41;Huila;41615;Rivera;rural;2007;7776
41;Huila;41660;Saladoblanco;urbano;2007;2296
41;Huila;41660;Saladoblanco;rural;2007;8195
41;Huila;41668;San Agustin;urbano;2007;10217
41;Huila;41668;San Agustin;rural;2007;20103
41;Huila;41676;Santa Maria;urbano;2007;2856
41;Huila;41676;Santa Maria;rural;2007;7619
41;Huila;41770;Suaza;urbano;2007;3456
41;Huila;41770;Suaza;rural;2007;11715
41;Huila;41791;Tarqui;urbano;2007;4464
41;Huila;41791;Tarqui;rural;2007;11793
41;Huila;41797;Tesalia;urbano;2007;4996
41;Huila;41797;Tesalia;rural;2007;3961
41;Huila;41799;Tello;urbano;2007;5843
41;Huila;41799;Tello;rural;2007;7814
41;Huila;41801;Teruel;urbano;2007;4132
41;Huila;41801;Teruel;rural;2007;4177
41;Huila;41807;Timana;urbano;2007;6832
41;Huila;41807;Timana;rural;2007;13242
41;Huila;41872;Villavieja;urbano;2007;2444
41;Huila;41872;Villavieja;rural;2007;4914
41;Huila;41885;Yaguara;urbano;2007;6767
41;Huila;41885;Yaguara;rural;2007;1246
44;La Guajira;44001;Riohacha;urbano;2007;152684
44;La Guajira;44001;Riohacha;rural;2007;32927
44;La Guajira;44035;Albania;urbano;2007;10946
44;La Guajira;44035;Albania;rural;2007;11175
44;La Guajira;44078;Barrancas;urbano;2007;13915
44;La Guajira;44078;Barrancas;rural;2007;14163
44;La Guajira;44090;Dibulla;urbano;2007;3572
44;La Guajira;44090;Dibulla;rural;2007;20297
44;La Guajira;44098;Distraccion;urbano;2007;4268
44;La Guajira;44098;Distraccion;rural;2007;8521
44;La Guajira;44110;El Molino;urbano;2007;5558
44;La Guajira;44110;El Molino;rural;2007;2083
44;La Guajira;44279;Fonseca;urbano;2007;19221
44;La Guajira;44279;Fonseca;rural;2007;9035
44;La Guajira;44378;Hatonuevo;urbano;2007;9770
44;La Guajira;44378;Hatonuevo;rural;2007;8201
44;La Guajira;44420;La Jagua del Pilar;urbano;2007;2006
44;La Guajira;44420;La Jagua del Pilar;rural;2007;816
44;La Guajira;44430;Maicao;urbano;2007;89993
44;La Guajira;44430;Maicao;rural;2007;41292
44;La Guajira;44560;Manaure;urbano;2007;29843
44;La Guajira;44560;Manaure;rural;2007;44279
44;La Guajira;44650;San Juan del Cesar;urbano;2007;21884
44;La Guajira;44650;San Juan del Cesar;rural;2007;12311
44;La Guajira;44847;Uribia;urbano;2007;8721
44;La Guajira;44847;Uribia;rural;2007;119752
44;La Guajira;44855;Urumita;urbano;2007;7972
44;La Guajira;44855;Urumita;rural;2007;6275
44;La Guajira;44874;Villanueva;urbano;2007;18465
44;La Guajira;44874;Villanueva;rural;2007;6029
47;Magdalena;47001;Santa Marta;urbano;2007;401254
47;Magdalena;47001;Santa Marta;rural;2007;26679
47;Magdalena;47030;Algarrobo;urbano;2007;7596
47;Magdalena;47030;Algarrobo;rural;2007;4346
47;Magdalena;47053;Aracataca;urbano;2007;21372
47;Magdalena;47053;Aracataca;rural;2007;14851
47;Magdalena;47058;Ariguani;urbano;2007;18693
47;Magdalena;47058;Ariguani;rural;2007;12550
47;Magdalena;47161;Cerro San Antonio;urbano;2007;4262
47;Magdalena;47161;Cerro San Antonio;rural;2007;3920
47;Magdalena;47170;Chivolo;urbano;2007;10530
47;Magdalena;47170;Chivolo;rural;2007;5816
47;Magdalena;47189;Cienaga;urbano;2007;90329
47;Magdalena;47189;Cienaga;rural;2007;12071
47;Magdalena;47205;Concordia;urbano;2007;4049
47;Magdalena;47205;Concordia;rural;2007;5971
47;Magdalena;47245;El Banco;urbano;2007;33792
47;Magdalena;47245;El Banco;rural;2007;21073
47;Magdalena;47258;El Piñon;urbano;2007;5902
47;Magdalena;47258;El Piñon;rural;2007;11022
47;Magdalena;47268;El Reten;urbano;2007;14125
47;Magdalena;47268;El Reten;rural;2007;5098
47;Magdalena;47288;Fundacion;urbano;2007;51108
47;Magdalena;47288;Fundacion;rural;2007;5974
47;Magdalena;47318;Guamal;urbano;2007;7375
47;Magdalena;47318;Guamal;rural;2007;18369
47;Magdalena;47460;Nueva Granada;urbano;2007;6658
47;Magdalena;47460;Nueva Granada;rural;2007;10152
47;Magdalena;47541;Pedraza;urbano;2007;2344
47;Magdalena;47541;Pedraza;rural;2007;5662
47;Magdalena;47545;Pijiño del Carmen;urbano;2007;6515
47;Magdalena;47545;Pijiño del Carmen;rural;2007;7878
47;Magdalena;47551;Pivijay;urbano;2007;19206
47;Magdalena;47551;Pivijay;rural;2007;16347
47;Magdalena;47555;Plato;urbano;2007;37225
47;Magdalena;47555;Plato;rural;2007;13537
47;Magdalena;47570;Puebloviejo;urbano;2007;8998
47;Magdalena;47570;Puebloviejo;rural;2007;17058
47;Magdalena;47605;Remolino;urbano;2007;5489
47;Magdalena;47605;Remolino;rural;2007;3132
47;Magdalena;47660;Sabanas de San Angel;urbano;2007;3587
47;Magdalena;47660;Sabanas de San Angel;rural;2007;11732
47;Magdalena;47675;Salamina;urbano;2007;4876
47;Magdalena;47675;Salamina;rural;2007;3214
47;Magdalena;47692;San Sebastian de Buenavista;urbano;2007;5309
47;Magdalena;47692;San Sebastian de Buenavista;rural;2007;11993
47;Magdalena;47703;San Zenon;urbano;2007;1545
47;Magdalena;47703;San Zenon;rural;2007;7395
47;Magdalena;47707;Santa Ana;urbano;2007;11834
47;Magdalena;47707;Santa Ana;rural;2007;11850
47;Magdalena;47720;Santa Barbara de Pinto;urbano;2007;6383
47;Magdalena;47720;Santa Barbara de Pinto;rural;2007;5011
47;Magdalena;47745;Sitionuevo;urbano;2007;13583
47;Magdalena;47745;Sitionuevo;rural;2007;14398
47;Magdalena;47798;Tenerife;urbano;2007;5720
47;Magdalena;47798;Tenerife;rural;2007;6739
47;Magdalena;47960;Zapayan;urbano;2007;3319
47;Magdalena;47960;Zapayan;rural;2007;5339
47;Magdalena;47980;Zona Bananera;urbano;2007;4398
47;Magdalena;47980;Zona Bananera;rural;2007;53217
50;Meta;50001;Villavicencio;urbano;2007;376889
50;Meta;50001;Villavicencio;rural;2007;23596
50;Meta;50006;Acacias;urbano;2007;47292
50;Meta;50006;Acacias;rural;2007;9640
50;Meta;50110;Barranca de Upia;urbano;2007;2342
50;Meta;50110;Barranca de Upia;rural;2007;1004
50;Meta;50124;Cabuyaro;urbano;2007;1499
50;Meta;50124;Cabuyaro;rural;2007;2224
50;Meta;50150;Castilla la Nueva;urbano;2007;3501
50;Meta;50150;Castilla la Nueva;rural;2007;4042
50;Meta;50223;Cubarral;urbano;2007;3165
50;Meta;50223;Cubarral;rural;2007;2144
50;Meta;50226;Cumaral;urbano;2007;11023
50;Meta;50226;Cumaral;rural;2007;5865
50;Meta;50245;El Calvario;urbano;2007;771
50;Meta;50245;El Calvario;rural;2007;1508
50;Meta;50251;El Castillo;urbano;2007;1885
50;Meta;50251;El Castillo;rural;2007;4900
50;Meta;50270;El Dorado;urbano;2007;1331
50;Meta;50270;El Dorado;rural;2007;1995
50;Meta;50287;Fuente de Oro;urbano;2007;6036
50;Meta;50287;Fuente de Oro;rural;2007;5482
50;Meta;50313;Granada;urbano;2007;43135
50;Meta;50313;Granada;rural;2007;9333
50;Meta;50318;Guamal;urbano;2007;6224
50;Meta;50318;Guamal;rural;2007;2757
50;Meta;50325;Mapiripan;urbano;2007;1261
50;Meta;50325;Mapiripan;rural;2007;12763
50;Meta;50330;Mesetas;urbano;2007;3150
50;Meta;50330;Mesetas;rural;2007;7637
50;Meta;50350;La Macarena;urbano;2007;3818
50;Meta;50350;La Macarena;rural;2007;22040
50;Meta;50370;Uribe;urbano;2007;2908
50;Meta;50370;Uribe;rural;2007;10296
50;Meta;50400;Lejanias;urbano;2007;4016
50;Meta;50400;Lejanias;rural;2007;5526
50;Meta;50450;Puerto Concordia;urbano;2007;8184
50;Meta;50450;Puerto Concordia;rural;2007;8668
50;Meta;50568;Puerto Gaitan;urbano;2007;6585
50;Meta;50568;Puerto Gaitan;rural;2007;11021
50;Meta;50573;Puerto Lopez;urbano;2007;19200
50;Meta;50573;Puerto Lopez;rural;2007;10557
50;Meta;50577;Puerto Lleras;urbano;2007;3098
50;Meta;50577;Puerto Lleras;rural;2007;7474
50;Meta;50590;Puerto Rico;urbano;2007;5063
50;Meta;50590;Puerto Rico;rural;2007;12647
50;Meta;50606;Restrepo;urbano;2007;6847
50;Meta;50606;Restrepo;rural;2007;3435
50;Meta;50680;San Carlos de Guaroa;urbano;2007;3390
50;Meta;50680;San Carlos de Guaroa;rural;2007;3722
50;Meta;50683;San Juan de Arama;urbano;2007;3540
50;Meta;50683;San Juan de Arama;rural;2007;5599
50;Meta;50686;San Juanito;urbano;2007;663
50;Meta;50686;San Juanito;rural;2007;1264
50;Meta;50689;San Martin;urbano;2007;18938
50;Meta;50689;San Martin;rural;2007;3039
50;Meta;50711;Vistahermosa;urbano;2007;6722
50;Meta;50711;Vistahermosa;rural;2007;15263
52;Nariño;52001;Pasto;urbano;2007;322623
52;Nariño;52001;Pasto;rural;2007;71645
52;Nariño;52019;Alban;urbano;2007;6736
52;Nariño;52019;Alban;rural;2007;13101
52;Nariño;52022;Aldana;urbano;2007;1752
52;Nariño;52022;Aldana;rural;2007;4948
52;Nariño;52036;Ancuya;urbano;2007;1759
52;Nariño;52036;Ancuya;rural;2007;6767
52;Nariño;52051;Arboleda;urbano;2007;1041
52;Nariño;52051;Arboleda;rural;2007;6427
52;Nariño;52079;Barbacoas;urbano;2007;12569
52;Nariño;52079;Barbacoas;rural;2007;19120
52;Nariño;52083;Belen;urbano;2007;2850
52;Nariño;52083;Belen;rural;2007;3910
52;Nariño;52110;Buesaco;urbano;2007;4974
52;Nariño;52110;Buesaco;rural;2007;17782
52;Nariño;52203;Colon;urbano;2007;1343
52;Nariño;52203;Colon;rural;2007;8432
52;Nariño;52207;Consaca;urbano;2007;1735
52;Nariño;52207;Consaca;rural;2007;8386
52;Nariño;52210;Contadero;urbano;2007;2012
52;Nariño;52210;Contadero;rural;2007;4715
52;Nariño;52215;Cordoba;urbano;2007;2143
52;Nariño;52215;Cordoba;rural;2007;11485
52;Nariño;52224;Cuaspud;urbano;2007;2076
52;Nariño;52224;Cuaspud;rural;2007;6111
52;Nariño;52227;Cumbal;urbano;2007;7041
52;Nariño;52227;Cumbal;rural;2007;25180
52;Nariño;52233;Cumbitara;urbano;2007;1417
52;Nariño;52233;Cumbitara;rural;2007;10688
52;Nariño;52240;Chachagüi;urbano;2007;6379
52;Nariño;52240;Chachagüi;rural;2007;6634
52;Nariño;52250;El Charco;urbano;2007;7356
52;Nariño;52250;El Charco;rural;2007;20325
52;Nariño;52254;El Peñol;urbano;2007;944
52;Nariño;52254;El Peñol;rural;2007;5826
52;Nariño;52256;El Rosario;urbano;2007;3536
52;Nariño;52256;El Rosario;rural;2007;7637
52;Nariño;52258;El Tablon de Gomez;urbano;2007;946
52;Nariño;52258;El Tablon de Gomez;rural;2007;12786
52;Nariño;52260;El Tambo;urbano;2007;5185
52;Nariño;52260;El Tambo;rural;2007;8575
52;Nariño;52287;Funes;urbano;2007;2398
52;Nariño;52287;Funes;rural;2007;4486
52;Nariño;52317;Guachucal;urbano;2007;3169
52;Nariño;52317;Guachucal;rural;2007;13426
52;Nariño;52320;Guaitarilla;urbano;2007;3982
52;Nariño;52320;Guaitarilla;rural;2007;9332
52;Nariño;52323;Gualmatan;urbano;2007;2168
52;Nariño;52323;Gualmatan;rural;2007;3530
52;Nariño;52352;Iles;urbano;2007;1767
52;Nariño;52352;Iles;rural;2007;6213
52;Nariño;52354;Imues;urbano;2007;674
52;Nariño;52354;Imues;rural;2007;6542
52;Nariño;52356;Ipiales;urbano;2007;78575
52;Nariño;52356;Ipiales;rural;2007;36034
52;Nariño;52378;La Cruz;urbano;2007;6343
52;Nariño;52378;La Cruz;rural;2007;11448
52;Nariño;52381;La Florida;urbano;2007;1862
52;Nariño;52381;La Florida;rural;2007;9063
52;Nariño;52385;La Llanada;urbano;2007;1939
52;Nariño;52385;La Llanada;rural;2007;4484
52;Nariño;52390;La Tola;urbano;2007;6308
52;Nariño;52390;La Tola;rural;2007;2789
52;Nariño;52399;La Union;urbano;2007;10329
52;Nariño;52399;La Union;rural;2007;17210
52;Nariño;52405;Leiva;urbano;2007;3470
52;Nariño;52405;Leiva;rural;2007;8743
52;Nariño;52411;Linares;urbano;2007;2305
52;Nariño;52411;Linares;rural;2007;9156
52;Nariño;52418;Los Andes;urbano;2007;6120
52;Nariño;52418;Los Andes;rural;2007;10714
52;Nariño;52427;Magüi;urbano;2007;3481
52;Nariño;52427;Magüi;rural;2007;14017
52;Nariño;52435;Mallama;urbano;2007;1385
52;Nariño;52435;Mallama;rural;2007;7555
52;Nariño;52473;Mosquera;urbano;2007;4144
52;Nariño;52473;Mosquera;rural;2007;8623
52;Nariño;52480;Nariño;urbano;2007;3249
52;Nariño;52480;Nariño;rural;2007;1054
52;Nariño;52490;Olaya Herrera;urbano;2007;8565
52;Nariño;52490;Olaya Herrera;rural;2007;19651
52;Nariño;52506;Ospina;urbano;2007;2147
52;Nariño;52506;Ospina;rural;2007;6200
52;Nariño;52520;Francisco Pizarro;urbano;2007;5593
52;Nariño;52520;Francisco Pizarro;rural;2007;6174
52;Nariño;52540;Policarpa;urbano;2007;2343
52;Nariño;52540;Policarpa;rural;2007;12030
52;Nariño;52560;Potosi;urbano;2007;2048
52;Nariño;52560;Potosi;rural;2007;10904
52;Nariño;52565;Providencia;urbano;2007;4349
52;Nariño;52565;Providencia;rural;2007;7660
52;Nariño;52573;Puerres;urbano;2007;2871
52;Nariño;52573;Puerres;rural;2007;5999
52;Nariño;52585;Pupiales;urbano;2007;5378
52;Nariño;52585;Pupiales;rural;2007;13250
52;Nariño;52612;Ricaurte;urbano;2007;2150
52;Nariño;52612;Ricaurte;rural;2007;13463
52;Nariño;52621;Roberto Payan;urbano;2007;922
52;Nariño;52621;Roberto Payan;rural;2007;17013
52;Nariño;52678;Samaniego;urbano;2007;18035
52;Nariño;52678;Samaniego;rural;2007;32226
52;Nariño;52683;Sandona;urbano;2007;10992
52;Nariño;52683;Sandona;rural;2007;14353
52;Nariño;52685;San Bernardo;urbano;2007;3272
52;Nariño;52685;San Bernardo;rural;2007;11924
52;Nariño;52687;San Lorenzo;urbano;2007;2290
52;Nariño;52687;San Lorenzo;rural;2007;16380
52;Nariño;52693;San Pablo;urbano;2007;3936
52;Nariño;52693;San Pablo;rural;2007;14077
52;Nariño;52694;San Pedro de Cartago;urbano;2007;613
52;Nariño;52694;San Pedro de Cartago;rural;2007;6537
52;Nariño;52696;Santa Barbara;urbano;2007;2725
52;Nariño;52696;Santa Barbara;rural;2007;12463
52;Nariño;52699;Santacruz;urbano;2007;4944
52;Nariño;52699;Santacruz;rural;2007;17045
52;Nariño;52720;Sapuyes;urbano;2007;1607
52;Nariño;52720;Sapuyes;rural;2007;5615
52;Nariño;52786;Taminango;urbano;2007;3795
52;Nariño;52786;Taminango;rural;2007;13998
52;Nariño;52788;Tangua;urbano;2007;2194
52;Nariño;52788;Tangua;rural;2007;8426
52;Nariño;52835;San Andres de Tumaco;urbano;2007;89682
52;Nariño;52835;San Andres de Tumaco;rural;2007;77863
52;Nariño;52838;Tuquerres;urbano;2007;16702
52;Nariño;52838;Tuquerres;rural;2007;24558
52;Nariño;52885;Yacuanquer;urbano;2007;2493
52;Nariño;52885;Yacuanquer;rural;2007;7684
54;Norte de Santander;54001;Cucuta;urbano;2007;579525
54;Norte de Santander;54001;Cucuta;rural;2007;20372
54;Norte de Santander;54003;Abrego;urbano;2007;14887
54;Norte de Santander;54003;Abrego;rural;2007;20290
54;Norte de Santander;54051;Arboledas;urbano;2007;2337
54;Norte de Santander;54051;Arboledas;rural;2007;6818
54;Norte de Santander;54099;Bochalema;urbano;2007;2378
54;Norte de Santander;54099;Bochalema;rural;2007;4273
54;Norte de Santander;54109;Bucarasica;urbano;2007;559
54;Norte de Santander;54109;Bucarasica;rural;2007;4002
54;Norte de Santander;54125;Cacota;urbano;2007;704
54;Norte de Santander;54125;Cacota;rural;2007;1731
54;Norte de Santander;54128;Cachira;urbano;2007;1546
54;Norte de Santander;54128;Cachira;rural;2007;9148
54;Norte de Santander;54172;Chinacota;urbano;2007;9848
54;Norte de Santander;54172;Chinacota;rural;2007;5225
54;Norte de Santander;54174;Chitaga;urbano;2007;3465
54;Norte de Santander;54174;Chitaga;rural;2007;6754
54;Norte de Santander;54206;Convencion;urbano;2007;5869
54;Norte de Santander;54206;Convencion;rural;2007;10018
54;Norte de Santander;54223;Cucutilla;urbano;2007;1273
54;Norte de Santander;54223;Cucutilla;rural;2007;6995
54;Norte de Santander;54239;Durania;urbano;2007;1935
54;Norte de Santander;54239;Durania;rural;2007;2222
54;Norte de Santander;54245;El Carmen;urbano;2007;2579
54;Norte de Santander;54245;El Carmen;rural;2007;13283
54;Norte de Santander;54250;El Tarra;urbano;2007;3953
54;Norte de Santander;54250;El Tarra;rural;2007;6837
54;Norte de Santander;54261;El Zulia;urbano;2007;11759
54;Norte de Santander;54261;El Zulia;rural;2007;9018
54;Norte de Santander;54313;Gramalote;urbano;2007;2929
54;Norte de Santander;54313;Gramalote;rural;2007;3230
54;Norte de Santander;54344;Hacari;urbano;2007;1113
54;Norte de Santander;54344;Hacari;rural;2007;9098
54;Norte de Santander;54347;Herran;urbano;2007;1097
54;Norte de Santander;54347;Herran;rural;2007;3291
54;Norte de Santander;54377;Labateca;urbano;2007;1319
54;Norte de Santander;54377;Labateca;rural;2007;4525
54;Norte de Santander;54385;La Esperanza;urbano;2007;1414
54;Norte de Santander;54385;La Esperanza;rural;2007;9749
54;Norte de Santander;54398;La Playa;urbano;2007;657
54;Norte de Santander;54398;La Playa;rural;2007;7780
54;Norte de Santander;54405;Los Patios;urbano;2007;66878
54;Norte de Santander;54405;Los Patios;rural;2007;2170
54;Norte de Santander;54418;Lourdes;urbano;2007;1221
54;Norte de Santander;54418;Lourdes;rural;2007;2206
54;Norte de Santander;54480;Mutiscua;urbano;2007;579
54;Norte de Santander;54480;Mutiscua;rural;2007;3296
54;Norte de Santander;54498;Ocaña;urbano;2007;81104
54;Norte de Santander;54498;Ocaña;rural;2007;10996
54;Norte de Santander;54518;Pamplona;urbano;2007;49945
54;Norte de Santander;54518;Pamplona;rural;2007;4086
54;Norte de Santander;54520;Pamplonita;urbano;2007;841
54;Norte de Santander;54520;Pamplonita;rural;2007;3980
54;Norte de Santander;54553;Puerto Santander;urbano;2007;8324
54;Norte de Santander;54553;Puerto Santander;rural;2007;682
54;Norte de Santander;54599;Ragonvalia;urbano;2007;2806
54;Norte de Santander;54599;Ragonvalia;rural;2007;4016
54;Norte de Santander;54660;Salazar;urbano;2007;3637
54;Norte de Santander;54660;Salazar;rural;2007;5674
54;Norte de Santander;54670;San Calixto;urbano;2007;1886
54;Norte de Santander;54670;San Calixto;rural;2007;10846
54;Norte de Santander;54673;San Cayetano;urbano;2007;1686
54;Norte de Santander;54673;San Cayetano;rural;2007;2964
54;Norte de Santander;54680;Santiago;urbano;2007;1219
54;Norte de Santander;54680;Santiago;rural;2007;1492
54;Norte de Santander;54720;Sardinata;urbano;2007;8653
54;Norte de Santander;54720;Sardinata;rural;2007;14062
54;Norte de Santander;54743;Silos;urbano;2007;952
54;Norte de Santander;54743;Silos;rural;2007;4177
54;Norte de Santander;54800;Teorama;urbano;2007;2273
54;Norte de Santander;54800;Teorama;rural;2007;15946
54;Norte de Santander;54810;Tibu;urbano;2007;12185
54;Norte de Santander;54810;Tibu;rural;2007;22857
54;Norte de Santander;54820;Toledo;urbano;2007;4308
54;Norte de Santander;54820;Toledo;rural;2007;12966
54;Norte de Santander;54871;Villa Caro;urbano;2007;1818
54;Norte de Santander;54871;Villa Caro;rural;2007;3259
54;Norte de Santander;54874;Villa del Rosario;urbano;2007;69999
54;Norte de Santander;54874;Villa del Rosario;rural;2007;3212
63;Quindio;63001;Armenia;urbano;2007;276301
63;Quindio;63001;Armenia;rural;2007;7837
63;Quindio;63111;Buenavista;urbano;2007;1213
63;Quindio;63111;Buenavista;rural;2007;1822
63;Quindio;63130;Calarca;urbano;2007;56868
63;Quindio;63130;Calarca;rural;2007;17588
63;Quindio;63190;Circasia;urbano;2007;20532
63;Quindio;63190;Circasia;rural;2007;7408
63;Quindio;63212;Cordoba;urbano;2007;2995
63;Quindio;63212;Cordoba;rural;2007;2405
63;Quindio;63272;Filandia;urbano;2007;6638
63;Quindio;63272;Filandia;rural;2007;6383
63;Quindio;63302;Genova;urbano;2007;4693
63;Quindio;63302;Genova;rural;2007;4557
63;Quindio;63401;La Tebaida;urbano;2007;32256
63;Quindio;63401;La Tebaida;rural;2007;2827
63;Quindio;63470;Montenegro;urbano;2007;32527
63;Quindio;63470;Montenegro;rural;2007;7640
63;Quindio;63548;Pijao;urbano;2007;3805
63;Quindio;63548;Pijao;rural;2007;2762
63;Quindio;63594;Quimbaya;urbano;2007;27727
63;Quindio;63594;Quimbaya;rural;2007;6527
63;Quindio;63690;Salento;urbano;2007;3656
63;Quindio;63690;Salento;rural;2007;3552
66;Risaralda;66001;Pereira;urbano;2007;376178
66;Risaralda;66001;Pereira;rural;2007;72924
66;Risaralda;66045;Apia;urbano;2007;7390
66;Risaralda;66045;Apia;rural;2007;10419
66;Risaralda;66075;Balboa;urbano;2007;1817
66;Risaralda;66075;Balboa;rural;2007;4530
66;Risaralda;66088;Belen de Umbria;urbano;2007;12894
66;Risaralda;66088;Belen de Umbria;rural;2007;14824
66;Risaralda;66170;Dosquebradas;urbano;2007;174066
66;Risaralda;66170;Dosquebradas;rural;2007;9184
66;Risaralda;66318;Guatica;urbano;2007;3826
66;Risaralda;66318;Guatica;rural;2007;11834
66;Risaralda;66383;La Celia;urbano;2007;3424
66;Risaralda;66383;La Celia;rural;2007;5304
66;Risaralda;66400;La Virginia;urbano;2007;30853
66;Risaralda;66400;La Virginia;rural;2007;564
66;Risaralda;66440;Marsella;urbano;2007;11862
66;Risaralda;66440;Marsella;rural;2007;9943
66;Risaralda;66456;Mistrato;urbano;2007;4045
66;Risaralda;66456;Mistrato;rural;2007;11276
66;Risaralda;66572;Pueblo Rico;urbano;2007;2937
66;Risaralda;66572;Pueblo Rico;rural;2007;9245
66;Risaralda;66594;Quinchia;urbano;2007;7929
66;Risaralda;66594;Quinchia;rural;2007;25461
66;Risaralda;66682;Santa Rosa de Cabal;urbano;2007;57141
66;Risaralda;66682;Santa Rosa de Cabal;rural;2007;13313
66;Risaralda;66687;Santuario;urbano;2007;6943
66;Risaralda;66687;Santuario;rural;2007;8528
68;Santander;68001;Bucaramanga;urbano;2007;512923
68;Santander;68001;Bucaramanga;rural;2007;7095
68;Santander;68013;Aguada;urbano;2007;233
68;Santander;68013;Aguada;rural;2007;1826
68;Santander;68020;Albania;urbano;2007;476
68;Santander;68020;Albania;rural;2007;4113
68;Santander;68051;Aratoca;urbano;2007;2268
68;Santander;68051;Aratoca;rural;2007;6113
68;Santander;68077;Barbosa;urbano;2007;20772
68;Santander;68077;Barbosa;rural;2007;5805
68;Santander;68079;Barichara;urbano;2007;2642
68;Santander;68079;Barichara;rural;2007;4928
68;Santander;68081;Barrancabermeja;urbano;2007;171846
68;Santander;68081;Barrancabermeja;rural;2007;19018
68;Santander;68092;Betulia;urbano;2007;1163
68;Santander;68092;Betulia;rural;2007;4135
68;Santander;68101;Bolivar;urbano;2007;1396
68;Santander;68101;Bolivar;rural;2007;12241
68;Santander;68121;Cabrera;urbano;2007;499
68;Santander;68121;Cabrera;rural;2007;1487
68;Santander;68132;California;urbano;2007;894
68;Santander;68132;California;rural;2007;937
68;Santander;68147;Capitanejo;urbano;2007;3227
68;Santander;68147;Capitanejo;rural;2007;2807
68;Santander;68152;Carcasi;urbano;2007;618
68;Santander;68152;Carcasi;rural;2007;4580
68;Santander;68160;Cepita;urbano;2007;494
68;Santander;68160;Cepita;rural;2007;1502
68;Santander;68162;Cerrito;urbano;2007;2506
68;Santander;68162;Cerrito;rural;2007;3681
68;Santander;68167;Charala;urbano;2007;6013
68;Santander;68167;Charala;rural;2007;5210
68;Santander;68169;Charta;urbano;2007;585
68;Santander;68169;Charta;rural;2007;2452
68;Santander;68176;Chima;urbano;2007;836
68;Santander;68176;Chima;rural;2007;2448
68;Santander;68179;Chipata;urbano;2007;657
68;Santander;68179;Chipata;rural;2007;4485
68;Santander;68190;Cimitarra;urbano;2007;13754
68;Santander;68190;Cimitarra;rural;2007;22494
68;Santander;68207;Concepcion;urbano;2007;2515
68;Santander;68207;Concepcion;rural;2007;3276
68;Santander;68209;Confines;urbano;2007;376
68;Santander;68209;Confines;rural;2007;2378
68;Santander;68211;Contratacion;urbano;2007;2907
68;Santander;68211;Contratacion;rural;2007;989
68;Santander;68217;Coromoro;urbano;2007;959
68;Santander;68217;Coromoro;rural;2007;6471
68;Santander;68229;Curiti;urbano;2007;3400
