dp;depto_nom;dp_mp;municipio;area_geografica;año;Poblacion
05;Antioquia;05002;Abejorral;urbano;2005;6271
05;Antioquia;05002;Abejorral;rural;2005;13978
05;Antioquia;05002;Abejorral;urbano;2006;6291
05;Antioquia;05002;Abejorral;rural;2006;13822
05;Antioquia;05002;Abejorral;urbano;2007;6317
05;Antioquia;05002;Abejorral;rural;2007;13705
05;Antioquia;05002;Abejorral;urbano;2008;6351
05;Antioquia;05002;Abejorral;rural;2008;13579
05;Antioquia;05002;Abejorral;urbano;2009;6391
05;Antioquia;05002;Abejorral;rural;2009;13462
05;Antioquia;05002;Abejorral;urbano;2010;6439
05;Antioquia;05002;Abejorral;rural;2010;13311
05;Antioquia;05002;Abejorral;urbano;2011;6493
05;Antioquia;05002;Abejorral;rural;2011;13179
05;Antioquia;05002;Abejorral;urbano;2012;6540
05;Antioquia;05002;Abejorral;rural;2012;13030
05;Antioquia;05002;Abejorral;urbano;2013;6587
05;Antioquia;05002;Abejorral;rural;2013;12891
05;Antioquia;05002;Abejorral;urbano;2014;6636
05;Antioquia;05002;Abejorral;rural;2014;12746
05;Antioquia;05002;Abejorral;urbano;2015;6681
05;Antioquia;05002;Abejorral;rural;2015;12609
05;Antioquia;05002;Abejorral;urbano;2016;6724
05;Antioquia;05002;Abejorral;rural;2016;12471
05;Antioquia;05002;Abejorral;urbano;2017;6765
05;Antioquia;05002;Abejorral;rural;2017;12331
05;Antioquia;05002;Abejorral;urbano;2018;6802
05;Antioquia;05002;Abejorral;rural;2018;12189
05;Antioquia;05002;Abejorral;urbano;2019;6835
05;Antioquia;05002;Abejorral;rural;2019;12047
05;Antioquia;05002;Abejorral;urbano;2020;8119
05;Antioquia;05002;Abejorral;rural;2020;12704
05;Antioquia;05002;Abejorral;urbano;2021;8499
05;Antioquia;05002;Abejorral;rural;2021;12425
05;Antioquia;05002;Abejorral;urbano;2022;8799
05;Antioquia;05002;Abejorral;rural;2022;12310
05;Antioquia;05002;Abejorral;urbano;2023;9072
05;Antioquia;05002;Abejorral;rural;2023;12225
05;Antioquia;05002;Abejorral;urbano;2024;9248
05;Antioquia;05002;Abejorral;rural;2024;12220
05;Antioquia;05002;Abejorral;urbano;2025;9369
05;Antioquia;05002;Abejorral;rural;2025;12253
05;Antioquia;05002;Abejorral;urbano;2026;9499
05;Antioquia;05002;Abejorral;rural;2026;12252
05;Antioquia;05002;Abejorral;urbano;2027;9603
05;Antioquia;05002;Abejorral;rural;2027;12274
05;Antioquia;05002;Abejorral;urbano;2028;9679
05;Antioquia;05002;Abejorral;rural;2028;12296
05;Antioquia;05002;Abejorral;urbano;2029;9743
05;Antioquia;05002;Abejorral;rural;2029;12351
05;Antioquia;05002;Abejorral;urbano;2030;9798
05;Antioquia;05002;Abejorral;rural;2030;12404
05;Antioquia;05002;Abejorral;urbano;2031;9834
05;Antioquia;05002;Abejorral;rural;2031;12461
05;Antioquia;05002;Abejorral;urbano;2032;9880
05;Antioquia;05002;Abejorral;rural;2032;12522
05;Antioquia;05002;Abejorral;urbano;2033;9905
05;Antioquia;05002;Abejorral;rural;2033;12586
05;Antioquia;05002;Abejorral;urbano;2034;9925
05;Antioquia;05002;Abejorral;rural;2034;12659
05;Antioquia;05002;Abejorral;urbano;2035;9960
05;Antioquia;05002;Abejorral;rural;2035;12705
05;Antioquia;05004;Abriaqui;urbano;2005;858
05;Antioquia;05004;Abriaqui;rural;2005;1832
05;Antioquia;05004;Abriaqui;urbano;2006;849
05;Antioquia;05004;Abriaqui;rural;2006;1787
05;Antioquia;05004;Abriaqui;urbano;2007;840
05;Antioquia;05004;Abriaqui;rural;2007;1730
05;Antioquia;05004;Abriaqui;urbano;2008;831
05;Antioquia;05004;Abriaqui;rural;2008;1673
05;Antioquia;05004;Abriaqui;urbano;2009;821
05;Antioquia;05004;Abriaqui;rural;2009;1637
05;Antioquia;05004;Abriaqui;urbano;2010;811
05;Antioquia;05004;Abriaqui;rural;2010;1586
05;Antioquia;05004;Abriaqui;urbano;2011;800
05;Antioquia;05004;Abriaqui;rural;2011;1536
05;Antioquia;05004;Abriaqui;urbano;2012;788
05;Antioquia;05004;Abriaqui;rural;2012;1502
05;Antioquia;05004;Abriaqui;urbano;2013;776
05;Antioquia;05004;Abriaqui;rural;2013;1455
05;Antioquia;05004;Abriaqui;urbano;2014;764
05;Antioquia;05004;Abriaqui;rural;2014;1411
05;Antioquia;05004;Abriaqui;urbano;2015;751
05;Antioquia;05004;Abriaqui;rural;2015;1377
05;Antioquia;05004;Abriaqui;urbano;2016;738
05;Antioquia;05004;Abriaqui;rural;2016;1337
05;Antioquia;05004;Abriaqui;urbano;2017;724
05;Antioquia;05004;Abriaqui;rural;2017;1295
05;Antioquia;05004;Abriaqui;urbano;2018;710
05;Antioquia;05004;Abriaqui;rural;2018;1261
05;Antioquia;05004;Abriaqui;urbano;2019;695
05;Antioquia;05004;Abriaqui;rural;2019;1223
05;Antioquia;05004;Abriaqui;urbano;2020;859
05;Antioquia;05004;Abriaqui;rural;2020;1916
05;Antioquia;05004;Abriaqui;urbano;2021;904
05;Antioquia;05004;Abriaqui;rural;2021;1873
05;Antioquia;05004;Abriaqui;urbano;2022;948
05;Antioquia;05004;Abriaqui;rural;2022;1856
05;Antioquia;05004;Abriaqui;urbano;2023;992
05;Antioquia;05004;Abriaqui;rural;2023;1849
05;Antioquia;05004;Abriaqui;urbano;2024;999
05;Antioquia;05004;Abriaqui;rural;2024;1856
05;Antioquia;05004;Abriaqui;urbano;2025;1029
05;Antioquia;05004;Abriaqui;rural;2025;1843
05;Antioquia;05004;Abriaqui;urbano;2026;1041
05;Antioquia;05004;Abriaqui;rural;2026;1862
05;Antioquia;05004;Abriaqui;urbano;2027;1055
05;Antioquia;05004;Abriaqui;rural;2027;1864
05;Antioquia;05004;Abriaqui;urbano;2028;1067
05;Antioquia;05004;Abriaqui;rural;2028;1869
05;Antioquia;05004;Abriaqui;urbano;2029;1080
05;Antioquia;05004;Abriaqui;rural;2029;1871
05;Antioquia;05004;Abriaqui;urbano;2030;1077
05;Antioquia;05004;Abriaqui;rural;2030;1890
05;Antioquia;05004;Abriaqui;urbano;2031;1085
05;Antioquia;05004;Abriaqui;rural;2031;1898
05;Antioquia;05004;Abriaqui;urbano;2032;1089
05;Antioquia;05004;Abriaqui;rural;2032;1900
05;Antioquia;05004;Abriaqui;urbano;2033;1098
05;Antioquia;05004;Abriaqui;rural;2033;1910
05;Antioquia;05004;Abriaqui;urbano;2034;1093
05;Antioquia;05004;Abriaqui;rural;2034;1916
05;Antioquia;05004;Abriaqui;urbano;2035;1091
05;Antioquia;05004;Abriaqui;rural;2035;1930
05;Antioquia;05021;Alejandria;urbano;2005;1896
05;Antioquia;05021;Alejandria;rural;2005;1920
05;Antioquia;05021;Alejandria;urbano;2006;1884
05;Antioquia;05021;Alejandria;rural;2006;1905
05;Antioquia;05021;Alejandria;urbano;2007;1874
05;Antioquia;05021;Alejandria;rural;2007;1873
05;Antioquia;05021;Alejandria;urbano;2008;1864
05;Antioquia;05021;Alejandria;rural;2008;1860
05;Antioquia;05021;Alejandria;urbano;2009;1854
05;Antioquia;05021;Alejandria;rural;2009;1834
05;Antioquia;05021;Alejandria;urbano;2010;1845
05;Antioquia;05021;Alejandria;rural;2010;1807
05;Antioquia;05021;Alejandria;urbano;2011;1837
05;Antioquia;05021;Alejandria;rural;2011;1781
05;Antioquia;05021;Alejandria;urbano;2012;1830
05;Antioquia;05021;Alejandria;rural;2012;1745
05;Antioquia;05021;Alejandria;urbano;2013;1824
05;Antioquia;05021;Alejandria;rural;2013;1726
05;Antioquia;05021;Alejandria;urbano;2014;1818
05;Antioquia;05021;Alejandria;rural;2014;1684
05;Antioquia;05021;Alejandria;urbano;2015;1812
05;Antioquia;05021;Alejandria;rural;2015;1654
05;Antioquia;05021;Alejandria;urbano;2016;1808
05;Antioquia;05021;Alejandria;rural;2016;1627
05;Antioquia;05021;Alejandria;urbano;2017;1804
05;Antioquia;05021;Alejandria;rural;2017;1589
05;Antioquia;05021;Alejandria;urbano;2018;1801
05;Antioquia;05021;Alejandria;rural;2018;1560
05;Antioquia;05021;Alejandria;urbano;2019;1799
05;Antioquia;05021;Alejandria;rural;2019;1508
05;Antioquia;05021;Alejandria;urbano;2020;2687
05;Antioquia;05021;Alejandria;rural;2020;2103
05;Antioquia;05021;Alejandria;urbano;2021;2775
05;Antioquia;05021;Alejandria;rural;2021;2070
05;Antioquia;05021;Alejandria;urbano;2022;2830
05;Antioquia;05021;Alejandria;rural;2022;2044
05;Antioquia;05021;Alejandria;urbano;2023;2886
05;Antioquia;05021;Alejandria;rural;2023;2026
05;Antioquia;05021;Alejandria;urbano;2024;2932
05;Antioquia;05021;Alejandria;rural;2024;2023
05;Antioquia;05021;Alejandria;urbano;2025;2960
05;Antioquia;05021;Alejandria;rural;2025;2029
05;Antioquia;05021;Alejandria;urbano;2026;2995
05;Antioquia;05021;Alejandria;rural;2026;2020
05;Antioquia;05021;Alejandria;urbano;2027;3034
05;Antioquia;05021;Alejandria;rural;2027;2013
05;Antioquia;05021;Alejandria;urbano;2028;3045
05;Antioquia;05021;Alejandria;rural;2028;2029
05;Antioquia;05021;Alejandria;urbano;2029;3066
05;Antioquia;05021;Alejandria;rural;2029;2032
05;Antioquia;05021;Alejandria;urbano;2030;3079
05;Antioquia;05021;Alejandria;rural;2030;2031
05;Antioquia;05021;Alejandria;urbano;2031;3100
05;Antioquia;05021;Alejandria;rural;2031;2036
05;Antioquia;05021;Alejandria;urbano;2032;3121
05;Antioquia;05021;Alejandria;rural;2032;2061
05;Antioquia;05021;Alejandria;urbano;2033;3121
05;Antioquia;05021;Alejandria;rural;2033;2065
05;Antioquia;05021;Alejandria;urbano;2034;3139
05;Antioquia;05021;Alejandria;rural;2034;2079
05;Antioquia;05021;Alejandria;urbano;2035;3144
05;Antioquia;05021;Alejandria;rural;2035;2096
05;Antioquia;05030;Amaga;urbano;2005;14070
05;Antioquia;05030;Amaga;rural;2005;13085
05;Antioquia;05030;Amaga;urbano;2006;14411
05;Antioquia;05030;Amaga;rural;2006;13044
05;Antioquia;05030;Amaga;urbano;2007;14719
05;Antioquia;05030;Amaga;rural;2007;12990
05;Antioquia;05030;Amaga;urbano;2008;15011
05;Antioquia;05030;Amaga;rural;2008;12939
05;Antioquia;05030;Amaga;urbano;2009;15294
05;Antioquia;05030;Amaga;rural;2009;12898
05;Antioquia;05030;Amaga;urbano;2010;15568
05;Antioquia;05030;Amaga;rural;2010;12865
05;Antioquia;05030;Amaga;urbano;2011;15827
05;Antioquia;05030;Amaga;rural;2011;12837
05;Antioquia;05030;Amaga;urbano;2012;16076
05;Antioquia;05030;Amaga;rural;2012;12821
05;Antioquia;05030;Amaga;urbano;2013;16312
05;Antioquia;05030;Amaga;rural;2013;12805
05;Antioquia;05030;Amaga;urbano;2014;16540
05;Antioquia;05030;Amaga;rural;2014;12799
05;Antioquia;05030;Amaga;urbano;2015;16757
05;Antioquia;05030;Amaga;rural;2015;12798
05;Antioquia;05030;Amaga;urbano;2016;16973
05;Antioquia;05030;Amaga;rural;2016;12797
05;Antioquia;05030;Amaga;urbano;2017;17174
05;Antioquia;05030;Amaga;rural;2017;12806
05;Antioquia;05030;Amaga;urbano;2018;17370
05;Antioquia;05030;Amaga;rural;2018;12811
05;Antioquia;05030;Amaga;urbano;2019;17551
05;Antioquia;05030;Amaga;rural;2019;12825
05;Antioquia;05030;Amaga;urbano;2020;15233
05;Antioquia;05030;Amaga;rural;2020;16029
05;Antioquia;05030;Amaga;urbano;2021;15807
05;Antioquia;05030;Amaga;rural;2021;15741
05;Antioquia;05030;Amaga;urbano;2022;16246
05;Antioquia;05030;Amaga;rural;2022;15605
05;Antioquia;05030;Amaga;urbano;2023;16636
05;Antioquia;05030;Amaga;rural;2023;15506
05;Antioquia;05030;Amaga;urbano;2024;16924
05;Antioquia;05030;Amaga;rural;2024;15488
05;Antioquia;05030;Amaga;urbano;2025;17156
05;Antioquia;05030;Amaga;rural;2025;15472
05;Antioquia;05030;Amaga;urbano;2026;17358
05;Antioquia;05030;Amaga;rural;2026;15463
05;Antioquia;05030;Amaga;urbano;2027;17515
05;Antioquia;05030;Amaga;rural;2027;15491
05;Antioquia;05030;Amaga;urbano;2028;17667
05;Antioquia;05030;Amaga;rural;2028;15509
05;Antioquia;05030;Amaga;urbano;2029;17791
05;Antioquia;05030;Amaga;rural;2029;15561
05;Antioquia;05030;Amaga;urbano;2030;17870
05;Antioquia;05030;Amaga;rural;2030;15629
05;Antioquia;05030;Amaga;urbano;2031;17939
05;Antioquia;05030;Amaga;rural;2031;15722
05;Antioquia;05030;Amaga;urbano;2032;17987
05;Antioquia;05030;Amaga;rural;2032;15794
05;Antioquia;05030;Amaga;urbano;2033;18043
05;Antioquia;05030;Amaga;rural;2033;15903
05;Antioquia;05030;Amaga;urbano;2034;18101
05;Antioquia;05030;Amaga;rural;2034;15963
05;Antioquia;05030;Amaga;urbano;2035;18163
05;Antioquia;05030;Amaga;rural;2035;16030
05;Antioquia;05031;Amalfi;urbano;2005;10936
05;Antioquia;05031;Amalfi;rural;2005;9589
08;Atlántico;08001;Barranquilla;urbano;2005;1142312
08;Atlántico;08001;Barranquilla;rural;2005;4047
08;Atlántico;08078;Baranoa;urbano;2005;42840
08;Atlántico;08078;Baranoa;rural;2005;8731
08;Atlántico;08137;Campo de La Cruz;urbano;2005;16467
08;Atlántico;08137;Campo de La Cruz;rural;2005;2640
08;Atlántico;08141;Candelaria;urbano;2005;8781
08;Atlántico;08141;Candelaria;rural;2005;3254
08;Atlántico;08296;Galapa;urbano;2005;28687
08;Atlántico;08296;Galapa;rural;2005;3325
08;Atlántico;08372;Juan de Acosta;urbano;2005;9134
08;Atlántico;08372;Juan de Acosta;rural;2005;5444
08;Atlántico;08421;Luruaco;urbano;2005;11190
08;Atlántico;08421;Luruaco;rural;2005;12368
08;Atlántico;08433;Malambo;urbano;2005;95258
08;Atlántico;08433;Malambo;rural;2005;6022
08;Atlántico;08436;Manati;urbano;2005;12403
08;Atlántico;08436;Manati;rural;2005;1407
08;Atlántico;08520;Palmar de Varela;urbano;2005;22796
08;Atlántico;08520;Palmar de Varela;rural;2005;878
08;Atlántico;08549;Piojo;urbano;2005;2459
08;Atlántico;08549;Piojo;rural;2005;2558
08;Atlántico;08558;Polonuevo;urbano;2005;11325
08;Atlántico;08558;Polonuevo;rural;2005;2572
08;Atlántico;08560;Ponedera;urbano;2005;9775
08;Atlántico;08560;Ponedera;rural;2005;9179
08;Atlántico;08573;Puerto Colombia;urbano;2005;20654
08;Atlántico;08573;Puerto Colombia;rural;2005;7183
08;Atlántico;08606;Repelon;urbano;2005;15314
08;Atlántico;08606;Repelon;rural;2005;7559
08;Atlántico;08634;Sabanagrande;urbano;2005;24227
08;Atlántico;08634;Sabanagrande;rural;2005;1172
08;Atlántico;08638;Sabanalarga;urbano;2005;66707
08;Atlántico;08638;Sabanalarga;rural;2005;19924
08;Atlántico;08675;Santa Lucia;urbano;2005;11060
08;Atlántico;08675;Santa Lucia;rural;2005;1358
08;Atlántico;08685;Santo Tomas;urbano;2005;22617
08;Atlántico;08685;Santo Tomas;rural;2005;1257
08;Atlántico;08758;Soledad;urbano;2005;460996
08;Atlántico;08758;Soledad;rural;2005;855
08;Atlántico;08770;Suan;urbano;2005;9216
08;Atlántico;08770;Suan;rural;2005;486
08;Atlántico;08832;Tubara;urbano;2005;6091
08;Atlántico;08832;Tubara;rural;2005;4824
08;Atlántico;08849;Usiacuri;urbano;2005;7957
08;Atlántico;08849;Usiacuri;rural;2005;847
11;Bogotá, D.C.;11001;Bogota, D.C.;urbano;2005;6824507
11;Bogotá, D.C.;11001;Bogota, D.C.;rural;2005;15609
13;Bolívar;13001;Cartagena;urbano;2005;842228
13;Bolívar;13001;Cartagena;rural;2005;50317
13;Bolívar;13006;Achi;urbano;2005;3324
13;Bolívar;13006;Achi;rural;2005;16320
13;Bolívar;13030;Altos del Rosario;urbano;2005;5373
13;Bolívar;13030;Altos del Rosario;rural;2005;5984
13;Bolívar;13042;Arenal;urbano;2005;3963
13;Bolívar;13042;Arenal;rural;2005;11451
13;Bolívar;13052;Arjona;urbano;2005;47451
13;Bolívar;13052;Arjona;rural;2005;12956
13;Bolívar;13062;Arroyohondo;urbano;2005;5216
13;Bolívar;13062;Arroyohondo;rural;2005;3588
13;Bolívar;13074;Barranco de Loba;urbano;2005;4913
13;Bolívar;13074;Barranco de Loba;rural;2005;10235
13;Bolívar;13140;Calamar;urbano;2005;11196
13;Bolívar;13140;Calamar;rural;2005;9526
13;Bolívar;13160;Cantagallo;urbano;2005;3197
13;Bolívar;13160;Cantagallo;rural;2005;4614
13;Bolívar;13188;Cicuco;urbano;2005;6819
13;Bolívar;13188;Cicuco;rural;2005;4275
13;Bolívar;13212;Cordoba;urbano;2005;3444
13;Bolívar;13212;Cordoba;rural;2005;9669
13;Bolívar;13222;Clemencia;urbano;2005;8820
13;Bolívar;13222;Clemencia;rural;2005;2894
13;Bolívar;13244;El Carmen de Bolivar;urbano;2005;49423
13;Bolívar;13244;El Carmen de Bolivar;rural;2005;18529
13;Bolívar;13248;El Guamo;urbano;2005;4121
13;Bolívar;13248;El Guamo;rural;2005;3705
13;Bolívar;13268;El Peñon;urbano;2005;2712
13;Bolívar;13268;El Peñon;rural;2005;5095
13;Bolívar;13300;Hatillo de Loba;urbano;2005;2736
13;Bolívar;13300;Hatillo de Loba;rural;2005;8734
13;Bolívar;13430;Magangue;urbano;2005;79645
13;Bolívar;13430;Magangue;rural;2005;41870
13;Bolívar;13433;Mahates;urbano;2005;8627
13;Bolívar;13433;Mahates;rural;2005;14302
13;Bolívar;13440;Margarita;urbano;2005;1645
13;Bolívar;13440;Margarita;rural;2005;7761
13;Bolívar;13442;Maria La Baja;urbano;2005;17851
13;Bolívar;13442;Maria La Baja;rural;2005;27544
13;Bolívar;13458;Montecristo;urbano;2005;7080
13;Bolívar;13458;Montecristo;rural;2005;9893
13;Bolívar;13468;Mompos;urbano;2005;22591
13;Bolívar;13468;Mompos;rural;2005;18974
13;Bolívar;13473;Morales;urbano;2005;4903
13;Bolívar;13473;Morales;rural;2005;13620
13;Bolívar;13490;Norosi;urbano;2005;0
13;Bolívar;13490;Norosi;rural;2005;0
13;Bolívar;13549;Pinillos;urbano;2005;2408
13;Bolívar;13549;Pinillos;rural;2005;20393
13;Bolívar;13580;Regidor;urbano;2005;2965
13;Bolívar;13580;Regidor;rural;2005;5831
13;Bolívar;13600;Rio Viejo;urbano;2005;6255
13;Bolívar;13600;Rio Viejo;rural;2005;14805
13;Bolívar;13620;San Cristobal;urbano;2005;4826
13;Bolívar;13620;San Cristobal;rural;2005;1735
13;Bolívar;13647;San Estanislao;urbano;2005;10931
13;Bolívar;13647;San Estanislao;rural;2005;4381
13;Bolívar;13650;San Fernando;urbano;2005;2740
13;Bolívar;13650;San Fernando;rural;2005;10225
13;Bolívar;13654;San Jacinto;urbano;2005;19317
13;Bolívar;13654;San Jacinto;rural;2005;2276
13;Bolívar;13655;San Jacinto del Cauca;urbano;2005;2593
13;Bolívar;13655;San Jacinto del Cauca;rural;2005;8342
13;Bolívar;13657;San Juan Nepomuceno;urbano;2005;23727
13;Bolívar;13657;San Juan Nepomuceno;rural;2005;8787
13;Bolívar;13667;San Martin de Loba;urbano;2005;5881
13;Bolívar;13667;San Martin de Loba;rural;2005;8367
13;Bolívar;13670;San Pablo;urbano;2005;20952
13;Bolívar;13670;San Pablo;rural;2005;6058
13;Bolívar;13673;Santa Catalina;urbano;2005;4314
13;Bolívar;13673;Santa Catalina;rural;2005;7744
13;Bolívar;13683;Santa Rosa;urbano;2005;12489
13;Bolívar;13683;Santa Rosa;rural;2005;5706
13;Bolívar;13688;Santa Rosa del Sur;urbano;2005;13992
13;Bolívar;13688;Santa Rosa del Sur;rural;2005;20023
13;Bolívar;13744;Simiti;urbano;2005;6684
13;Bolívar;13744;Simiti;rural;2005;11734
13;Bolívar;13760;Soplaviento;urbano;2005;7960
13;Bolívar;13760;Soplaviento;rural;2005;321
13;Bolívar;13780;Talaigua Nuevo;urbano;2005;4867
13;Bolívar;13780;Talaigua Nuevo;rural;2005;6219
13;Bolívar;13810;Tiquisio;urbano;2005;4426
13;Bolívar;13810;Tiquisio;rural;2005;14360
13;Bolívar;13836;Turbaco;urbano;2005;57714
13;Bolívar;13836;Turbaco;rural;2005;5332
13;Bolívar;13838;Turbana;urbano;2005;11935
13;Bolívar;13838;Turbana;rural;2005;1558
13;Bolívar;13873;Villanueva;urbano;2005;15588
13;Bolívar;13873;Villanueva;rural;2005;1988
13;Bolívar;13894;Zambrano;urbano;2005;9824
13;Bolívar;13894;Zambrano;rural;2005;1286
15;Boyacá;15001;Tunja;urbano;2005;146621
15;Boyacá;15001;Tunja;rural;2005;7475
15;Boyacá;15022;Almeida;urbano;2005;309
15;Boyacá;15022;Almeida;rural;2005;1985
15;Boyacá;15047;Aquitania;urbano;2005;5830
15;Boyacá;15047;Aquitania;rural;2005;10762
15;Boyacá;15051;Arcabuco;urbano;2005;1796
15;Boyacá;15051;Arcabuco;rural;2005;3402
15;Boyacá;15087;Belen;urbano;2005;4188
15;Boyacá;15087;Belen;rural;2005;4853
15;Boyacá;15090;Berbeo;urbano;2005;412
15;Boyacá;15090;Berbeo;rural;2005;1501
15;Boyacá;15092;Beteitiva;urbano;2005;395
15;Boyacá;15092;Beteitiva;rural;2005;2084
15;Boyacá;15097;Boavita;urbano;2005;2861
15;Boyacá;15097;Boavita;rural;2005;5935
15;Boyacá;15104;Boyaca;urbano;2005;433
15;Boyacá;15104;Boyaca;rural;2005;4641
15;Boyacá;15106;Briceño;urbano;2005;554
15;Boyacá;15106;Briceño;rural;2005;2194
15;Boyacá;15109;Buenavista;urbano;2005;732
15;Boyacá;15109;Buenavista;rural;2005;5157
15;Boyacá;15114;Busbanza;urbano;2005;301
15;Boyacá;15114;Busbanza;rural;2005;584
15;Boyacá;15131;Caldas;urbano;2005;245
15;Boyacá;15131;Caldas;rural;2005;3805
15;Boyacá;15135;Campohermoso;urbano;2005;853
15;Boyacá;15135;Campohermoso;rural;2005;3212
15;Boyacá;15162;Cerinza;urbano;2005;1502
15;Boyacá;15162;Cerinza;rural;2005;2810
15;Boyacá;15172;Chinavita;urbano;2005;1184
15;Boyacá;15172;Chinavita;rural;2005;2557
15;Boyacá;15176;Chiquinquira;urbano;2005;47498
15;Boyacá;15176;Chiquinquira;rural;2005;8288
15;Boyacá;15180;Chiscas;urbano;2005;1035
15;Boyacá;15180;Chiscas;rural;2005;4337
15;Boyacá;15183;Chita;urbano;2005;1931
15;Boyacá;15183;Chita;rural;2005;8913
15;Boyacá;15185;Chitaraque;urbano;2005;1067
15;Boyacá;15185;Chitaraque;rural;2005;5644
15;Boyacá;15187;Chivata;urbano;2005;1675
15;Boyacá;15187;Chivata;rural;2005;3374
15;Boyacá;15189;Cienega;urbano;2005;1254
15;Boyacá;15189;Cienega;rural;2005;3988
15;Boyacá;15204;Combita;urbano;2005;834
15;Boyacá;15204;Combita;rural;2005;12147
15;Boyacá;15212;Coper;urbano;2005;711
15;Boyacá;15212;Coper;rural;2005;3490
15;Boyacá;15215;Corrales;urbano;2005;1573
15;Boyacá;15215;Corrales;rural;2005;971
15;Boyacá;15218;Covarachia;urbano;2005;496
15;Boyacá;15218;Covarachia;rural;2005;2828
15;Boyacá;15223;Cubara;urbano;2005;1738
15;Boyacá;15223;Cubara;rural;2005;4876
15;Boyacá;15224;Cucaita;urbano;2005;1596
15;Boyacá;15224;Cucaita;rural;2005;2972
15;Boyacá;15226;Cuitiva;urbano;2005;207
15;Boyacá;15226;Cuitiva;rural;2005;1804
15;Boyacá;15232;Chiquiza;urbano;2005;103
15;Boyacá;15232;Chiquiza;rural;2005;5970
15;Boyacá;15236;Chivor;urbano;2005;518
15;Boyacá;15236;Chivor;rural;2005;1714
15;Boyacá;15238;Duitama;urbano;2005;93003
15;Boyacá;15238;Duitama;rural;2005;14403
15;Boyacá;15244;El Cocuy;urbano;2005;2680
15;Boyacá;15244;El Cocuy;rural;2005;2902
15;Boyacá;15248;El Espino;urbano;2005;1230
15;Boyacá;15248;El Espino;rural;2005;2767
15;Boyacá;15272;Firavitoba;urbano;2005;2087
15;Boyacá;15272;Firavitoba;rural;2005;4229
15;Boyacá;15276;Floresta;urbano;2005;1534
15;Boyacá;15276;Floresta;rural;2005;3350
15;Boyacá;15293;Gachantiva;urbano;2005;390
15;Boyacá;15293;Gachantiva;rural;2005;2695
15;Boyacá;15296;Gameza;urbano;2005;1564
15;Boyacá;15296;Gameza;rural;2005;4105
15;Boyacá;15299;Garagoa;urbano;2005;12301
15;Boyacá;15299;Garagoa;rural;2005;4219
15;Boyacá;15317;Guacamayas;urbano;2005;586
15;Boyacá;15317;Guacamayas;rural;2005;1546
15;Boyacá;15322;Guateque;urbano;2005;7135
15;Boyacá;15322;Guateque;rural;2005;3036
15;Boyacá;15325;Guayata;urbano;2005;1344
15;Boyacá;15325;Guayata;rural;2005;5024
15;Boyacá;15332;Güican;urbano;2005;1667
15;Boyacá;15332;Güican;rural;2005;6202
15;Boyacá;15362;Iza;urbano;2005;901
15;Boyacá;15362;Iza;rural;2005;1215
15;Boyacá;15367;Jenesano;urbano;2005;1607
15;Boyacá;15367;Jenesano;rural;2005;5829
15;Boyacá;15368;Jerico;urbano;2005;617
15;Boyacá;15368;Jerico;rural;2005;4099
15;Boyacá;15377;Labranzagrande;urbano;2005;1050
15;Boyacá;15377;Labranzagrande;rural;2005;4295
15;Boyacá;15380;La Capilla;urbano;2005;1030
15;Boyacá;15380;La Capilla;rural;2005;2148
15;Boyacá;15401;La Victoria;urbano;2005;704
15;Boyacá;15401;La Victoria;rural;2005;970
15;Boyacá;15403;La Uvita;urbano;2005;1199
15;Boyacá;15403;La Uvita;rural;2005;2422
15;Boyacá;15407;Villa de Leyva;urbano;2005;6819
15;Boyacá;15407;Villa de Leyva;rural;2005;5213
15;Boyacá;15425;Macanal;urbano;2005;941
15;Boyacá;15425;Macanal;rural;2005;3764
15;Boyacá;15442;Maripi;urbano;2005;904
15;Boyacá;15442;Maripi;rural;2005;7010
15;Boyacá;15455;Miraflores;urbano;2005;4694
15;Boyacá;15455;Miraflores;rural;2005;4967
15;Boyacá;15464;Mongua;urbano;2005;1802
15;Boyacá;15464;Mongua;rural;2005;3462
15;Boyacá;15466;Mongui;urbano;2005;2681
15;Boyacá;15466;Mongui;rural;2005;2321
15;Boyacá;15469;Moniquira;urbano;2005;10006
15;Boyacá;15469;Moniquira;rural;2005;11846
15;Boyacá;15476;Motavita;urbano;2005;624
15;Boyacá;15476;Motavita;rural;2005;6148
15;Boyacá;15480;Muzo;urbano;2005;5545
15;Boyacá;15480;Muzo;rural;2005;4692
15;Boyacá;15491;Nobsa;urbano;2005;5224
15;Boyacá;15491;Nobsa;rural;2005;9970
15;Boyacá;15494;Nuevo Colon;urbano;2005;1045
15;Boyacá;15494;Nuevo Colon;rural;2005;5030
15;Boyacá;15500;Oicata;urbano;2005;287
15;Boyacá;15500;Oicata;rural;2005;2535
15;Boyacá;15507;Otanche;urbano;2005;3918
15;Boyacá;15507;Otanche;rural;2005;6545
15;Boyacá;15511;Pachavita;urbano;2005;469
15;Boyacá;15511;Pachavita;rural;2005;2633
15;Boyacá;15514;Paez;urbano;2005;1164
15;Boyacá;15514;Paez;rural;2005;2205
15;Boyacá;15516;Paipa;urbano;2005;15428
15;Boyacá;15516;Paipa;rural;2005;12338
15;Boyacá;15518;Pajarito;urbano;2005;890
15;Boyacá;15518;Pajarito;rural;2005;1520
15;Boyacá;15522;Panqueba;urbano;2005;645
