Año;Edad;Hombres;Mujeres
1993;80;15713;22936
1993;81;13416;20194
1993;82;11213;17415
1993;83;9285;14900
1993;84;7428;12339
1993;85;5863;10073
1993;86;4560;8112
1993;87;3448;6392
1993;88;2513;4890
1993;89;1799;3693
1993;90;1244;2758
1993;91;835;2032
1993;92;550;1471
1993;93;359;1040
1993;94;229;716
1993;95;145;471
1993;96;90;298
1993;97;54;182
1993;98;32;108
1993;99;18;62
1993;100;20;74
1997;0;445003;428230
1997;1;444745;428648
1997;2;445133;429489
1997;3;445048;429777
1997;4;443114;428144
1997;5;440917;425853
1997;6;436943;421837
1997;7;432023;417364
1997;8;426808;412562
1997;9;422220;408131
1997;10;417847;403846
1997;11;413154;399292
1997;12;408932;395448
1997;13;404142;390895
1997;14;400432;387578
1997;15;394211;381902
1997;16;386957;375535
1997;17;379872;369221
1997;18;369737;360276
1997;19;360097;351927
1997;20;350499;343879
1997;21;341197;336164
1997;22;333174;329829
1997;23;327333;325544
1997;24;322838;322437
1997;25;320710;321294
1997;26;319223;320482
1997;27;318346;320567
1997;28;317814;320945
1997;29;316831;320617
1997;30;314333;318789
1997;31;310811;316117
1997;32;305980;312084
1997;33;298454;305318
1997;34;290118;297712
1997;35;280798;288966
1997;36;270557;279201
1997;37;260000;269009
1997;38;249535;258673
1997;39;238755;247913
1997;40;227945;237113
1997;41;217560;226531
1997;42;207473;216102
1997;43;197843;206137
1997;44;188296;196204
1997;45;179093;186600
1997;46;171235;178356
1997;47;162788;169529
1997;48;147650;156666
1997;49;142057;150610
1997;50;135096;143517
1997;51;128119;136500
1997;52;121401;129770
1997;53;114945;123283
1997;54;108747;117038
1997;55;102980;111165
1997;56;97643;105705
1997;57;92571;100508
1997;58;87650;95508
1997;59;83609;91426
1997;60;80154;87989
1997;61;76915;84815
1997;62;73645;81661
1997;63;70857;79023
1997;64;67483;75806
1997;65;63732;72196
1997;66;59951;68571
1997;67;56691;65483
1997;68;53395;62353
1997;69;49942;59017
1997;70;46479;55615
1997;71;43031;52182
1997;72;39708;48852
1997;73;36404;45465
1997;74;33231;42155
1997;75;30188;38929
1997;76;27247;35767
1997;77;24341;32585
1997;78;21507;29438
1997;79;19127;26844
1997;80;17063;24621
1997;81;15049;22410
1997;82;13011;20060
1997;83;11158;17859
1997;84;9203;15314
1997;85;7285;12630
1997;86;5591;10119
1997;87;4217;8002
1997;88;3057;6115
1997;89;2180;4614
1997;90;1533;3444
1997;91;1051;2520
1997;92;698;1789
1997;93;458;1247
1997;94;291;852
1997;95;178;568
1997;96;105;369
1997;97;61;233
1997;98;35;143
1997;99;19;84
1997;100;23;100
2000;0;437175;419814
2000;1;437392;420523
2000;2;438916;422545
2000;3;441376;425286
2000;4;442712;427084
2000;5;443635;428350
2000;6;443677;428742
2000;7;441890;427213
2000;8;439899;425063
2000;9;436140;421191
2000;10;431384;416829
2000;11;426241;412082
2000;12;421615;407635
2000;13;417080;403258
2000;14;412078;398539
2000;15;407360;394456
2000;16;401873;389620
2000;17;397276;386000
2000;18;390051;380043
2000;19;381766;373434
2000;20;373734;366932
2000;21;362902;357859
2000;22;352855;349431
2000;23;343141;341349
2000;24;333942;333635
2000;25;326125;327322
2000;26;320492;323072
2000;27;316170;320004
2000;28;314158;318899
2000;29;312770;318127
2000;30;312002;318253
2000;31;311607;318675
2000;32;310806;318397
2000;33;308530;316621
2000;34;305235;314002
2000;35;300614;310016
2000;36;293280;303293
2000;37;285083;295714
2000;38;275867;286986
2000;39;265718;277232
2000;40;255262;267046
2000;41;244923;256721
2000;42;234315;245981
2000;43;223711;235208
2000;44;213542;224654
2000;45;203656;214252
2000;46;194195;204300
2000;47;184778;194367
2000;48;175661;184746
2000;49;167835;176460
2000;50;159410;167590
2000;51;144424;154726
2000;52;138795;148602
2000;53;131833;141458
2000;54;124857;134395
2000;55;118131;127617
2000;56;111650;121076
2000;57;105406;114768
2000;58;99567;108813
2000;59;94131;103255
2000;60;88919;97923
2000;61;83852;92773
2000;62;79641;88515
2000;63;76047;84915
2000;64;72664;81566
2000;65;69253;78237
2000;66;66286;75404
2000;67;62751;72021
2000;68;58853;68275
2000;69;54929;64527
2000;70;51526;61319
2000;71;48111;58077
2000;72;44589;54648
2000;73;41071;51140
2000;74;37613;47610
2000;75;34304;44182
2000;76;31040;40711
2000;77;27909;37314
2000;78;24907;33997
2000;79;22008;30737
2000;80;19163;27460
2000;81;16414;24212
2000;82;14053;21410
2000;83;11971;18896
2000;84;9991;16408
2000;85;8098;13897
2000;86;6458;11634
2000;87;4920;9353
2000;88;3584;7237
2000;89;2527;5457
2000;90;1753;4075
2000;91;1173;2946
2000;92;777;2102
2000;93;511;1478
2000;94;329;1010
2000;95;203;665
2000;96;122;426
2000;97;70;267
2000;98;39;164
2000;99;21;97
2000;100;22;121
2007;0;400771;383862
2007;1;406906;389970
2007;2;412698;395502
2007;3;418332;400844
2007;4;422942;405776
2007;5;426670;409657
2007;6;429656;412934
2007;7;432116;415695
2007;8;433830;417710
2007;9;436006;420258
2007;10;438747;423232
2007;11;440328;425224
2007;12;441465;426655
2007;13;441645;427161
2007;14;439839;425646
2007;15;437543;423345
2007;16;433181;419161
2007;17;427511;414348
2007;18;421150;409045
2007;19;415022;403984
2007;20;408769;398977
2007;21;401964;393659
2007;22;395478;389046
2007;23;388433;383790
2007;24;382572;379863
2007;25;374552;373732
2007;26;365912;367059
2007;27;357874;360582
2007;28;347367;351610
2007;29;337746;343317
2007;30;328492;335395
2007;31;319744;327852
2007;32;312330;321701
2007;33;307046;317599
2007;34;303080;314671
2007;35;301405;313691
2007;36;300384;313036
2007;37;299989;313261
2007;38;299940;313758
2007;39;299441;313530
2007;40;297434;311791
2007;41;294356;309186
2007;42;289906;305196
2007;43;282758;298467
2007;44;274727;290868
2007;45;265682;282113
2007;46;255713;272332
2007;47;245438;262111
2007;48;235262;251743
2007;49;224805;240956
2007;50;214333;230129
2007;51;204273;219517
2007;52;194484;209050
2007;53;185099;199024
2007;54;175759;189012
2007;55;166700;179305
2007;56;158856;170890
2007;57;150423;161910
2007;58;135764;149063
2007;59;129924;142724
2007;60;122768;135376
2007;61;115583;128100
2007;62;108587;121067
2007;63;101822;114259
2007;64;95273;107656
2007;65;89117;101386
2007;66;83359;95483
2007;67;77860;89814
2007;68;72523;84312
2007;69;67955;79627
2007;70;63936;75539
2007;71;60130;71709
2007;72;56329;67919
2007;73;52920;64584
2007;74;49100;60801
2007;75;45058;56740
2007;76;41061;52703
2007;77;37478;49091
2007;78;33914;45434
2007;79;30299;41610
2007;80;26719;37711
2007;81;23220;33782
2007;82;19880;29917
2007;83;16668;26039
2007;84;13685;22273
2007;85;10978;18687
2007;86;8582;15344
2007;87;6515;12289
2007;88;4804;9604
2007;89;3504;7462
2007;90;2529;5754
2007;91;1785;4352
2007;92;1227;3207
2007;93;832;2330
2007;94;542;1619
2007;95;336;1075
2007;96;199;689
2007;97;114;433
2007;98;62;261
2007;99;35;153
2007;100;50;207
2011;0;380504;364878
2011;1;382552;366836
2011;2;386078;370142
2011;3;391047;374999
2011;4;396627;380211
2011;5;403668;387129
2011;6;409730;392933
2011;7;415433;398374
2011;8;420157;403415
2011;9;424043;407420
2011;10;427162;410816
2011;11;429684;413662
2011;12;431360;415712
2011;13;433417;418253
2011;14;435985;421208
2011;15;437324;423166
2011;16;438114;424540
2011;17;437780;424928
2011;18;435290;423228
2011;19;432216;420727
2011;20;427079;416357
2011;21;420725;411384
2011;22;413826;405936
2011;23;407323;400732
2011;24;400862;395590
2011;25;393978;390148
2011;26;387499;385443
2011;27;380528;380134
2011;28;374763;376187
2011;29;366903;370081
2011;30;358467;363457
2011;31;350659;357048
2011;32;340442;348160
2011;33;331103;339952
2011;34;322109;332110
2011;35;313576;324637
2011;36;306327;318546
2011;37;301158;314496
2011;38;297269;311610
2011;39;295630;310651
2011;40;294628;310006
2011;41;294248;310235
2011;42;294220;310731
2011;43;293753;310509
2011;44;291791;308775
2011;45;288735;306153
2011;46;284272;302119
2011;47;277089;295328
2011;48;268976;287637
2011;49;259827;278773
2011;50;249743;268880
2011;51;239354;258551
2011;52;229073;248085
2011;53;218541;237218
2011;54;208025;226322
2011;55;197937;215641
2011;56;188121;205099
2011;57;178708;194992
2011;58;169336;184898
2011;59;160237;175101
2011;60;152220;166518
2011;61;143686;157414
2011;62;129164;144537
2011;63;123079;137986
2011;64;115746;130463
2011;65;108386;123005
2011;66;101207;115778
2011;67;94265;108764
2011;68;87549;101941
2011;69;81232;95436
2011;70;75329;89286
2011;71;69718;83378
2011;72;64325;77672
2011;73;59690;72776
2011;74;55596;68471
2011;75;51721;64431
2011;76;47859;60437
2011;77;44310;56837
2011;78;40386;52809
2011;79;36260;48503
2011;80;32168;44184
2011;81;28413;40181
2011;82;24703;36107
2011;83;21039;31894
2011;84;17535;27672
2011;85;14287;23557
2011;86;11392;19708
2011;87;8872;16152
2011;88;6771;13002
2011;89;5072;10284
2011;90;3733;7986
2011;91;2697;6064
2011;92;1915;4499
2011;93;1351;3303
2011;94;942;2385
2011;95;633;1669
2011;96;406;1128
2011;97;248;744
2011;98;144;468
2011;99;80;284
2011;100;123;412
2017;0;369394;354301
2017;1;369041;353999
2017;2;369625;354661
2017;3;370978;356002
2017;4;372227;357408
2017;5;373606;358655
2017;6;375704;360650
2017;7;378534;363319
2017;8;382320;366888
2017;9;387401;371870
2017;10;393108;377208
2017;11;400275;384253
2017;12;406418;390180
2017;13;412129;395730
2017;14;416790;400886
2017;15;420570;405040
2017;16;423502;408599
2017;17;425689;411578
2017;18;426843;413704
2017;19;428154;416232
2017;20;429795;419081
2017;21;430204;420893
2017;22;430194;422098
2017;23;429284;422302
2017;24;426488;420402
2017;25;423316;417681
2017;26;418242;413087
2017;27;412013;407895
2017;28;405245;402256
2017;29;398846;396898
2017;30;392456;391635
2017;31;385640;386106
2017;32;379245;381344
2017;33;372400;376006
2017;34;366767;372042
2017;35;359098;365947
2017;36;350863;359350
2017;37;343224;352976
2017;38;333186;344140
2017;39;323985;335989
2017;40;315086;328190
2017;41;306611;320748
2017;42;299383;314673
2017;43;294199;310618
2017;44;290274;307712
2017;45;288561;306705
2017;46;287465;305985
2017;47;286957;306089
2017;48;286761;306416
2017;49;286098;305990
2017;50;283924;304029
2017;51;280617;301151
2017;52;275867;296850
2017;53;268382;289805
2017;54;259916;281849
2017;55;250376;272715
2017;56;239883;262547
2017;57;229077;251937
2017;58;218392;241191
2017;59;207516;230071
2017;60;196674;218901
2017;61;186364;208010
2017;62;176343;197255
2017;63;166731;186924
2017;64;157176;176604
2017;65;147898;166582
2017;66;139700;157765
2017;67;130967;148422
2017;68;116717;135492
2017;69;110136;128509
2017;70;102382;120583
2017;71;94613;112708
2017;72;87079;105077
2017;73;79869;97696
2017;74;73004;90567
2017;75;66623;83807
2017;76;60707;77436
2017;77;55106;71333
2017;78;49710;65434
2017;79;44887;60214
2017;80;40429;55436
2017;81;36086;50787
2017;82;31736;46067
2017;83;27625;41533
2017;84;23412;36621
2017;85;19337;31559
2017;86;15638;26671
2017;87;12513;22280
2017;88;9840;18267
2017;89;7601;14672
2017;90;5777;11574
2017;91;4322;8977
2017;92;3183;6862
2017;93;2295;5146
2017;94;1618;3781
2017;95;1108;2697
2017;96;737;1855
2017;97;474;1233
2017;98;295;793
2017;99;179;497
2017;100;246;731
2020;0;374089;358731
2020;1;373414;358434
2020;2;374462;359601
2020;3;375735;360889
2020;4;374926;360003
2020;5;374676;359813
2020;6;375193;360324
2020;7;375753;361035
2020;8;376599;361720
2020;9;378278;363262
2020;10;380790;365593
2020;11;384382;368981
2020;12;389481;374052
2020;13;395562;379914
2020;14;403602;388080
2020;15;411191;395825
2020;16;418895;403855
2020;17;425954;411988
2020;18;432320;419361
2020;19;437793;426085
2020;20;442289;431914
2020;21;445402;436383
2020;22;448251;440642
2020;23;450986;444581
2020;24;452048;446881
2020;25;452255;448043
2020;26;451160;447770
2020;27;447843;445055
2020;28;443871;441268
2020;29;437807;435437
2020;30;430466;428900
2020;31;422521;421857
2020;32;414915;415075
2020;33;407327;408398
2020;34;399342;401492
2020;35;391816;395406
2020;36;383894;388812
2020;37;377228;383664
2020;38;368600;376471
2020;39;359469;368854
2020;40;350987;361534
2020;41;340182;351824
2020;42;330260;342859
2020;43;320681;334301
2020;44;311559;326146
2020;45;303700;319398
2020;46;297890;314702
2020;47;293341;311183
2020;48;290996;309585
2020;49;289276;308300
2020;50;288155;307862
2020;51;287370;307671
2020;52;286150;306754
2020;53;283461;304340
2020;54;279659;301026
2020;55;274420;296304
2020;56;266452;288858
2020;57;257471;280491
2020;58;247385;270941
2020;59;236339;260363
2020;60;225009;249375
2020;61;213835;238280
2020;62;202523;226843
2020;63;191364;215438
2020;64;180793;204351
2020;65;170546;193418
2020;66;160700;182895
2020;67;150888;172354
2020;68;141309;162066
2020;69;132730;152919
2020;70;123652;143260
2020;71;109486;130204
2020;72;102565;122906
2020;73;94645;114775
2020;74;86806;106758
2020;75;79258;99018
2020;76;72053;91536
2020;77;65187;84281
2020;78;58755;77339
2020;79;52721;70707
2020;80;46945;64254
2020;81;41323;57911
2020;82;36160;52069
2020;83;31298;46514
2020;84;26600;41013
2020;85;22080;35501
2020;86;18021;30311
2020;87;14279;25174
2020;88;11043;20387
2020;89;8399;16203
2020;90;6355;12765
2020;91;4750;9912
2020;92;3502;7582
2020;93;2549;5724
2020;94;1831;4259
2020;95;1298;3098
2020;96;907;2183
2020;97;635;1506
2020;98;448;1020
2020;99;323;683
2020;100;463;990
2024;0;360006;345132
2024;1;362515;347501
2024;2;367846;352688
2024;3;371210;356025
2024;4;374028;358954
2024;5;373685;358901
2024;6;374674;359989
2024;7;375911;361214
2024;8;375079;360272
2024;9;374799;360022
2024;10;375257;360452
2024;11;375704;361037
2024;12;376355;361521
2024;13;377734;362771
2024;14;379837;364734
2024;15;382937;367734
2024;16;387516;372486
2024;17;393109;378176
2024;18;400721;386358
2024;19;407976;394306
2024;20;415452;402685
2024;21;422412;411252
2024;22;428803;419082
2024;23;434404;426237
2024;24;439083;432435
2024;25;442392;437195
2024;26;445395;441654
2024;27;448224;445703
2024;28;449338;448035
2024;29;449559;449160
2024;30;448454;448792
2024;31;445123;445943
2024;32;441121;441992
2024;33;435022;435980
2024;34;427629;429254
2024;35;419605;422017
2024;36;411885;415039
2024;37;404157;408161
2024;38;396019;401048
2024;39;388327;394739
2024;40;380239;387913
2024;41;373395;382514
2024;42;364618;375081
2024;43;355344;367229
2024;44;346707;359688
2024;45;335773;349793
2024;46;325692;340652
2024;47;315930;331922
2024;48;306597;323587
2024;49;298479;316626
2024;50;292347;311666
2024;51;287421;307835
2024;52;284625;305867
2024;53;282413;304176
2024;54;280756;303293
2024;55;279388;302634
2024;56;277541;301238
2024;57;274195;298339
2024;58;269675;294511
2024;59;263651;289247
2024;60;254899;281264
2024;61;245092;272334
2024;62;234206;262244
2024;63;222418;251155
2024;64;210476;239739
2024;65;198818;228294
2024;66;187178;216592
2024;67;175789;204960
2024;68;164999;193636
2024;69;154509;182428
2024;70;144352;171563
2024;71;134197;160650
2024;72;124254;149979
2024;73;115226;140406
2024;74;105843;130446
2024;75;92295;117528
2024;76;85034;109916
2024;77;77039;101590
2024;78;69207;93344
2024;79;61688;85269
2024;80;54512;77310
2024;81;47623;69357
2024;82;41111;61499
2024;83;35039;53872
2024;84;29459;46608
2024;85;24383;39796
2024;86;19967;33720
2024;87;16123;28283
2024;88;12764;23361
2024;89;9859;18920
2024;90;7474;15095
2024;91;5518;11712
2024;92;3965;8847
2024;93;2774;6529
2024;94;1914;4732
2024;95;1291;3333
2024;96;857;2288
2024;97;564;1547
2024;98;368;1032
2024;99;239;672
2024;100;370;995
2027;0;345560;331189
2027;1;348708;334350
2027;2;352528;337973
2027;3;356900;342279
2027;4;360278;345402
2027;5;365974;350940
2027;6;369544;354491
2027;7;372555;357607
2027;8;372416;357732
2027;9;373598;358980
2027;10;374992;360334
2027;11;374252;359466
2027;12;373966;359204
2027;13;374281;359493
2027;14;374403;359771
2027;15;374510;359756
2027;16;375115;360324
2027;17;376242;361469
2027;18;378232;363582
2027;19;381651;367454
2027;20;386138;372340
2027;21;392792;379843
2027;22;399319;387268
2027;23;406318;395290
2027;24;413033;403657
2027;25;419356;411430
2027;26;425008;418648
2027;27;429812;425004
2027;28;433293;429993
2027;29;436498;434728
2027;30;439555;439079
2027;31;440934;441728
2027;32;441452;443170
2027;33;440670;443113
2027;34;437684;440564
2027;35;434025;436900
2027;36;428269;431163
2027;37;421203;424698
2027;38;413485;417706
2027;39;406042;410953
2027;40;398564;404276
2027;41;390655;397343
2027;42;383163;391184
2027;43;375253;384483
2027;44;368551;379177
2027;45;359901;371820
2027;46;350728;364023
2027;47;342156;356515
2027;48;331277;346646
2027;49;321218;337512
2027;50;311452;328774
2027;51;302091;320416
2027;52;293914;313415
2027;53;287678;308387
2027;54;282602;304462
2027;55;279585;302358
2027;56;277087;300495
2027;57;275067;299387
2027;58;273259;298452
2027;59;270918;296746
2027;60;267069;293527
2027;61;262062;289382
2027;62;255613;283829
2027;63;246552;275623
2027;64;236504;266501
2027;65;225420;256233
2027;66;213438;244954
2027;67;201249;233300
2027;68;189264;221552
2027;69;177247;209504
2027;70;165462;197503
2027;71;154284;185815
2027;72;143474;174291
2027;73;133085;163166
2027;74;122807;152069
2027;75;112807;141251
2027;76;103679;131485
2027;77;94238;121339
2027;78;81124;108427
2027;79;73572;100371
2027;80;65361;91575
2027;81;57293;82754
2027;82;49517;73980
2027;83;42110;65235
2027;84;35110;56504
2027;85;28695;48002
2027;86;23004;40003
2027;87;18126;32750
2027;88;14054;26381
2027;89;10799;21075
2027;90;8203;16685
2027;91;6132;13037
2027;92;4477;10015
2027;93;3207;7602
2027;94;2215;5591
2027;95;1476;3964
2027;96;949;2707
2027;97;599;1797
2027;98;369;1156
2027;99;224;724
2027;100;288;1000
2031;0;331191;317406
2031;1;334451;320584
2031;2;336845;323003
2031;3;340675;326632
2031;4;343727;329608
2031;5;347480;333275
2031;6;351495;337081
2031;7;355953;341474
2031;8;359426;344677
2031;9;365233;350298
2031;10;368911;353925
2031;11;371997;357092
2031;12;371878;357230
2031;13;372999;358430
2031;14;374230;359661
2031;15;373208;358591
2031;16;372504;358046
2031;17;372267;357988
2031;18;371729;357881
2031;19;371113;357477
2031;20;370996;357679
2031;21;371474;358501
2031;22;372944;360350
2031;23;376001;364021
2031;24;380280;368772
2031;25;386836;376195
2031;26;393344;383594
2031;27;400356;391631
2031;28;407091;400045
2031;29;413433;407889
2031;30;419108;415189
2031;31;423949;421634
2031;32;427494;426712
2031;33;430784;431527
2031;34;433943;435950
2031;35;435444;438663
2031;36;436085;440165
2031;37;435427;440163
2031;38;432566;437670
2031;39;429016;434057
2031;40;423366;428369
2031;41;416399;421941
2031;42;408765;414972
2031;43;401384;408221
2031;44;393947;401527
2031;45;386056;394556
2031;46;378550;388336
2031;47;370600;381559
2031;48;363812;376152
2031;49;355067;368691
2031;50;345779;360781
2031;51;337061;353148
2031;52;326049;343170
2031;53;315828;333914
2031;54;305873;325041
2031;55;296284;316530
2031;56;287813;309335
2031;57;281187;304053
2031;58;275632;299816
2031;59;272018;297328
2031;60;268853;295036
2031;61;266119;293461
2031;62;263580;292043
2031;63;260535;289867
2031;64;256048;286210
2031;65;250441;281628
2031;66;243397;275624
2031;67;233767;266956
2031;68;223088;257300
2031;69;211327;246440
2031;70;198667;234540
2031;71;185831;222263
2031;72;173268;209930
2031;73;160807;197385
2031;74;148709;184972
2031;75;137286;172927
2031;76;126270;161072
2031;77;115650;149576
2031;78;105113;138054
2031;79;94783;126706
2031;80;85147;116187
2031;81;75220;105187
2031;82;62483;91700
2031;83;54210;82241
2031;84;45618;72080
2031;85;37491;61990
2031;86;30110;52264
2031;87;23642;43126
2031;88;18145;34761
2031;89;13655;27410
2031;90;10101;21198
2031;91;7362;16120
2031;92;5284;12091
2031;93;3753;9018
2031;94;2619;6651
2031;95;1780;4798
2031;96;1170;3359
2031;97;747;2289
2031;98;458;1497
2031;99;269;939
2031;100;301;1218
2034;0;320856;307399
2034;1;323406;309955
2034;2;326936;313499
2034;3;329992;316391
2034;4;333740;319966
2034;5;336262;322506
2034;6;340124;326176
2034;7;343216;329189
2034;8;347031;332900
2034;9;351115;336752
2034;10;355630;341182
2034;11;359131;344403
2034;12;364923;350012
2034;13;368533;353588
2034;14;371485;356661
2034;15;371156;356660
2034;16;371982;357684
2034;17;372840;358716
2034;18;371395;357443
2034;19;370248;356706
2034;20;369590;356477
2034;21;368705;356229
2034;22;367852;355717
2034;23;367607;355844
2034;24;368045;356621
2034;25;369527;358451
2034;26;372609;362123
2034;27;376906;366890
2034;28;383458;374337
2034;29;389954;381767
2034;30;396949;389835
2034;31;403675;398277
2034;32;410022;406144
2034;33;415719;413462
2034;34;420595;419917
2034;35;424183;425001
2034;36;427511;429818
2034;37;430699;434239
2034;38;432226;436949
2034;39;432885;438445
2034;40;432238;438432
2034;41;429388;435925
2034;42;425841;432287
2034;43;420192;426568
2034;44;413218;420096
2034;45;405562;413073
2034;46;398136;406253
2034;47;390630;399479
2034;48;382651;392418
2034;49;375033;386096
2034;50;366953;379210
2034;51;360009;373681
2034;52;351112;366105
2034;53;341661;358079
2034;54;332751;350317
2034;55;321546;340214
2034;56;311086;330808
2034;57;300846;321755
2034;58;290928;313034
2034;59;282077;305592
2034;60;275020;300027
2034;61;269011;295486
2034;62;264913;292674
2034;63;261269;290058
2034;64;258045;288139
2034;65;254978;286342
2034;66;251342;283738
2034;67;246196;279589
2034;68;239832;274428
2034;69;231971;267776
2034;70;221578;258470
2034;71;210189;248183
2034;72;197843;236756
2034;73;184764;224385
2034;74;171636;211712
2034;75;158850;199026
2034;76;146199;186139
2034;77;133875;173340
2034;78;122125;160813
2034;79;110690;148365
2034;80;99561;136133
2034;81;88468;123734
2034;82;77545;111335
2034;83;67253;99529
2034;84;56926;87268
2034;85;44974;73170
2034;86;36887;62705
2034;87;29237;52251
2034;88;22611;42589
2034;89;17109;33998
2034;90;12678;26576
2034;91;9196;20311
2034;92;6535;15207
2034;93;4553;11184
2034;94;3106;8067
2034;95;2068;5685
2034;96;1351;3928
2034;97;862;2656
2034;98;534;1750
2034;99;319;1117
2034;100;362;1503
2037;0;312632;299477
2037;1;315054;301887
2037;2;316502;303332
2037;3;319782;306482
2037;4;322768;309394
2037;5;326411;313047
2037;6;329497;315978
2037;7;333281;319587
2037;8;335859;322168
2037;9;339782;325879
2037;10;342925;328926
2037;11;346765;332653
2037;12;350835;336494
2037;13;355289;340877
2037;14;358669;344012
2037;15;364265;349490
2037;16;367603;352903
2037;17;370212;355790
2037;18;369493;355603
2037;19;369907;356448
2037;20;370373;357321
2037;21;368613;355921
2037;22;367248;355085
2037;23;366475;354787
2037;24;365559;354500
2037;25;364727;353973
2037;26;364521;354105
2037;27;364994;354902
2037;28;366496;356763
2037;29;369584;360468
2037;30;373879;365269
2037;31;380424;372744
2037;32;386923;380196
2037;33;393929;388279
2037;34;400674;396728
2037;35;407043;404595
2037;36;412759;411909
2037;37;417650;418357
2037;38;421248;423432
2037;39;424575;428235
2037;40;427750;432633
2037;41;429259;435313
2037;42;429893;436769
2037;43;429212;436706
2037;44;426324;434141
2037;45;422723;430435
2037;46;417010;424640
2037;47;409958;418084
2037;48;402205;410967
2037;49;394659;404045
2037;50;387014;397160
2037;51;378883;389985
2037;52;371093;383538
2037;53;362829;376526
2037;54;355662;370850
2037;55;346528;363125
2037;56;336807;354930
2037;57;327574;346969
2037;58;316039;336661
2037;59;305209;327022
2037;60;294588;317724
2037;61;284297;308756
2037;62;275083;301064
2037;63;267651;295232
2037;64;261253;290407
2037;65;256688;287254
2037;66;252491;284235
2037;67;248582;281805
2037;68;244678;279379
2037;69;240085;276049
2037;70;233941;271124
2037;71;226587;265160
2037;72;217824;257738
2037;73;206741;247781
2037;74;194810;236916
2037;75;182055;224979
2037;76;168648;212124
2037;77;155177;198923
2037;78;141965;185612
2037;79;128818;171993
2037;80;115913;158316
2037;81;103459;144713
2037;82;91247;130983
2037;83;79338;117277
2037;84;67656;103364
2037;85;56508;89585
2037;86;46422;76659
2037;87;37084;64021
2037;88;27618;50967
2037;89;21372;41424
2037;90;16004;32744
2037;91;11705;25336
2037;92;8367;19219
2037;93;5841;14293
2037;94;3966;10365
2037;95;2616;7295
2037;96;1677;4975
2037;97;1046;3292
2037;98;635;2119
2037;99;377;1334
2037;100;433;1811
2040;0;303127;290282
2040;1;305860;292988
2040;2;308356;295445
2040;3;311659;298636
2040;4;314473;301369
2040;5;316023;302914
2040;6;319331;306102
2040;7;322352;309047
2040;8;326045;312737
2040;9;329186;315706
2040;10;333016;319346
2040;11;335616;321942
2040;12;339527;325643
2040;13;342616;328647
2040;14;346346;332294
2040;15;350241;336016
2040;16;354447;340246
2040;17;357515;343209
2040;18;362743;348508
2040;19;365695;351751
2040;20;367936;354488
2040;21;366922;354179
2040;22;367126;354929
2040;23;367478;355737
2040;24;365691;354300
2040;25;364346;353450
2040;26;363610;353158
2040;27;362732;352890
2040;28;361929;352395
2040;29;361744;352563
2040;30;362234;353398
2040;31;363755;355294
2040;32;366863;359028
2040;33;371182;363850
2040;34;377744;371334
2040;35;384260;378790
2040;36;391277;386869
2040;37;398025;395309
2040;38;404389;403163
2040;39;410091;410458
2040;40;414959;416882
2040;41;418529;421924
2040;42;421816;426681
2040;43;424936;431019
2040;44;426383;433629
2040;45;426937;435001
2040;46;426160;434844
2040;47;423165;432179
2040;48;419435;428366
2040;49;413585;422462
2040;50;406385;415793
2040;51;398473;408560
2040;52;390750;401516
2040;53;382909;394503
2040;54;374561;387191
2040;55;366514;380585
2040;56;357954;373394
2040;57;350424;367497
2040;58;340908;359538
2040;59;330781;351090
2040;60;321119;342860
2040;61;309215;332312
2040;62;298037;322440
2040;63;287103;312920
2040;64;276517;303732
2040;65;266971;295782
2040;66;259101;289611
2040;67;252136;284346
2040;68;246814;280616
2040;69;241714;276909
2040;70;236784;273684
2040;71;231786;270392
2040;72;226103;266185
2040;73;218968;260423
2040;74;210722;253656
2040;75;201170;245469
2040;76;189443;234805
2040;77;176868;223178
2040;78;163448;210402
2040;79;149349;196605
2040;80;135118;182307
2040;81;121043;167689
2040;82;106984;152547
2040;83;93178;137145
2040;84;79938;121704
2040;85;67301;106262
2040;86;55539;91225
2040;87;44784;76720
2040;88;35322;63246
2040;89;27417;51411
2040;90;20716;40788
2040;91;14599;30858
2040;92;10678;23851
2040;93;7536;17947
2040;94;5161;13182
2040;95;3426;9405
2040;96;2202;6490
2040;97;1367;4321
2040;98;821;2779
2040;99;478;1726
2040;100;532;2262
2043;0;295577;282982
2043;1;298215;285527
2043;2;300382;287666
2043;3;302247;289512
2043;4;305330;292509
2043;5;307917;295058
2043;6;311248;298285
2043;7;314094;301049
2043;8;315690;302630
2043;9;319049;305853
2043;10;322110;308826
2043;11;325823;312529
2043;12;328954;315489
2043;13;332734;319090
2043;14;335236;321612
2043;15;338988;325203
2043;16;341853;328066
2043;17;345300;331553
2043;18;348866;335108
2043;19;352721;339180
2043;20;355454;342001
2043;21;360391;347181
2043;22;363138;350332
2043;23;365263;353005
2043;24;364220;352660
2043;25;364434;353395
2043;26;364813;354206
2043;27;363063;352789
2043;28;361748;351969
2043;29;361032;351711
2043;30;360176;351480
2043;31;359400;351021
2043;32;359249;351221
2043;33;359779;352083
2043;34;361339;353998
2043;35;364478;357743
2043;36;368818;362569
2043;37;375383;370049
2043;38;381894;377495
2043;39;388891;385558
2043;40;395610;393971
2043;41;401933;401790
2043;42;407586;409037
2043;43;412395;415401
2043;44;415894;420372
2043;45;419091;425041
2043;46;422097;429276
2043;47;423414;431773
