Año;Edad;Hombres;Mujeres
2043;48;423816;433023
2043;49;422871;432735
2043;50;419698;429941
2043;51;415776;425994
2043;52;409731;419962
2043;53;402327;413162
2043;54;394191;405791
2043;55;386204;398591
2043;56;378055;391397
2043;57;369354;383878
2043;58;360901;377028
2043;59;351904;369573
2043;60;343902;363381
2043;61;333956;355147
2043;62;323438;346439
2043;63;313409;337957
2043;64;301212;327194
2043;65;289719;317081
2043;66;278416;307270
2043;67;267367;297714
2043;68;257223;289285
2043;69;248597;282509
2043;70;240761;276545
2043;71;234444;272016
2043;72;228314;267472
2043;73;222342;263371
2043;74;216303;259177
2043;75;209592;254052
2043;76;201448;247346
2043;77;192140;239531
2043;78;181460;230174
2043;79;168639;218262
2043;80;154906;205208
2043;81;140290;190800
2043;82;124992;175148
2043;83;109598;158766
2043;84;94521;141939
2043;85;79898;124731
2043;86;66179;107696
2043;87;53794;91353
2043;88;42847;75998
2043;89;33459;62076
2043;90;25550;49663
2043;91;19086;38949
2043;92;14011;30135
2043;93;9981;22771
2043;94;6591;16360
2043;95;4480;11901
2043;96;2912;8317
2043;97;1824;5612
2043;98;1103;3660
2043;99;642;2300
2043;100;705;3011
2046;0;289124;276780
2046;1;289582;277246
2046;2;291976;279549
2046;3;294782;282276
2046;4;297733;285085
2046;5;299982;287308
2046;6;301874;289189
2046;7;304987;292216
2046;8;307616;294798
2046;9;310990;298057
2046;10;313873;300846
2046;11;315488;302440
2046;12;318838;305655
2046;13;321855;308592
2046;14;325478;312227
2046;15;328465;315086
2046;16;332042;318556
2046;17;334290;320930
2046;18;337745;324367
2046;19;340296;327083
2046;20;343440;330438
2046;21;346747;333883
2046;22;350413;337868
2046;23;353038;340630
2046;24;357921;345770
2046;25;360665;348905
2046;26;362806;351579
2046;27;361794;351250
2046;28;362027;352011
2046;29;362420;352852
2046;30;360694;351470
2046;31;359405;350684
2046;32;358722;350456
2046;33;357907;350251
2046;34;357177;349813
2046;35;357067;350030
2046;36;357632;350903
2046;37;359217;352824
2046;38;362365;356569
2046;39;366699;361387
2046;40;373237;368846
2046;41;379711;376261
2046;42;386656;384280
2046;43;393311;392635
2046;44;399556;400381
2046;45;405113;407542
2046;46;409806;413805
2046;47;413173;418663
2046;48;416213;423207
2046;49;419036;427303
2046;50;420155;429655
2046;51;420342;430754
2046;52;419168;430313
2046;53;415759;427368
2046;54;411575;423264
2046;55;405247;417068
2046;56;397525;410085
2046;57;389029;402506
2046;58;380630;395067
2046;59;372033;387608
2046;60;362875;379812
2046;61;353964;372675
2046;62;344540;364943
2046;63;336115;358466
2046;64;325801;349970
2046;65;314914;340984
2046;66;304446;332171
2046;67;291783;321040
2046;68;279702;310463
2046;69;267718;300104
2046;70;255927;289938
2046;71;244987;280838
2046;72;235504;273327
2046;73;226796;266594
2046;74;219532;261228
2046;75;212418;255798
2046;76;205359;250688
2046;77;198071;245316
2046;78;189939;238827
2046;79;180251;230564
2046;80;169257;220937
2046;81;156779;209485
2046;82;142213;195269
2046;83;126771;179623
2046;84;110703;162507
2046;85;94502;144301
2046;86;78962;125823
2046;87;64650;107705
2046;88;51796;90336
2046;89;40660;74328
2046;90;31338;60060
2046;91;23663;47587
2046;92;17489;37029
2046;93;12597;28232
2046;94;8823;21038
2046;95;6023;15329
2046;96;3954;10767
2046;97;2389;7114
2046;98;1478;4731
2046;99;870;3011
2046;100;966;4049
2049;0;282917;270786
2049;1;284881;272711
2049;2;286076;273840
2049;3;288401;276129
2049;4;289142;276837
2049;5;291610;279217
2049;6;294441;281976
2049;7;297420;284815
2049;8;299707;287068
2049;9;301640;288979
2049;10;304786;292030
2049;11;307431;294623
2049;12;310797;297874
2049;13;313640;300631
2049;14;315174;302162
2049;15;318393;305282
2049;16;321227;308098
2049;17;324617;311594
2049;18;327336;314309
2049;19;330627;317641
2049;20;332603;319892
2049;21;335823;323226
2049;22;338206;325863
2049;23;341249;329161
2049;24;344512;332572
2049;25;348169;336541
2049;26;350806;339303
2049;27;355694;344454
2049;28;358447;347610
2049;29;360595;350310
2049;30;359601;350013
2049;31;359852;350803
2049;32;360270;351671
2049;33;358585;350315
2049;34;357339;349549
2049;35;356697;349337
2049;36;355920;349144
2049;37;355220;348716
2049;38;355132;348939
2049;39;355707;349812
2049;40;357288;351726
2049;41;360416;355451
2049;42;364716;360238
2049;43;371197;367647
2049;44;377598;374999
2049;45;384451;382938
2049;46;390991;391196
2049;47;397100;398833
2049;48;402500;405871
2049;49;407015;411999
2049;50;410186;416715
2049;51;413008;421104
2049;52;415590;425037
2049;53;416452;427221
2049;54;416352;428141
2049;55;414857;427508
2049;56;411095;424358
2049;57;406507;420024
2049;58;399746;413582
2049;59;391570;406332
2049;60;382610;398477
2049;61;373748;390756
2049;62;364709;383019
2049;63;355142;374955
2049;64;345824;367535
2049;65;335983;359503
2049;66;327049;352649
2049;67;316172;343725
2049;68;304625;334225
2049;69;293382;324807
2049;70;279966;313063
2049;71;267098;301831
2049;72;254348;290806
2049;73;241834;279982
2049;74;230175;270193
2049;75;219898;261910
2049;76;210287;254289
2049;77;201874;247818
2049;78;193386;241061
2049;79;184687;234316
2049;80;175480;226966
2049;81;165174;218125
2049;82;153151;207128
2049;83;139736;194352
2049;84;124998;179499
2049;85;108834;162065
2049;86;92629;143623
2049;87;76945;124619
2049;88;62368;105791
2049;89;49466;88039
2049;90;38451;71887
2049;91;29231;57491
2049;92;21735;45103
2049;93;15812;34754
2049;94;11201;26179
2049;95;7703;19198
2049;96;5118;13619
2049;97;3281;9341
2049;98;2037;6226
2049;99;1212;3983
2049;100;1319;5355
2052;0;276900;264921
2052;1;279061;267058
2052;2;279849;267808
2052;3;282245;270169
2052;4;284464;272317
2052;5;285728;273519
2052;6;288080;275841
2052;7;288850;276579
2052;8;291353;278989
2052;9;294221;281778
2052;10;297231;284638
2052;11;299533;286902
2052;12;301459;288806
2052;13;304567;291825
2052;14;307136;294357
2052;15;310380;297516
2052;16;313051;300155
2052;17;314371;301551
2052;18;317339;304530
2052;19;319909;307211
2052;20;323045;310586
2052;21;325548;313200
2052;22;328680;316453
2052;23;330563;318651
2052;24;333741;321951
2052;25;336119;324575
2052;26;339170;327875
2052;27;342444;331298
2052;28;346107;335289
2052;29;348751;338079
2052;30;353638;343256
2052;31;356401;346439
2052;32;358568;349165
2052;33;357611;348893
2052;34;357899;349703
2052;35;358352;350586
2052;36;356707;349245
2052;37;355493;348491
2052;38;354873;348287
2052;39;354112;348098
2052;40;353419;347669
2052;41;353326;347882
2052;42;353886;348736
2052;43;355437;350619
2052;44;358516;354297
2052;45;362744;359022
2052;46;369124;366348
2052;47;375403;373604
2052;48;382108;381431
2052;49;388478;389562
2052;50;394393;397059
2052;51;399579;403947
2052;52;403862;409917
2052;53;406782;414468
2052;54;409318;418676
2052;55;411567;422405
2052;56;412054;424364
2052;57;411527;425031
2052;58;409557;424119
2052;59;405300;420678
2052;60;400197;416042
2052;61;392949;409309
2052;62;384320;401779
2052;63;374940;393652
2052;64;365659;385650
2052;65;356178;377606
2052;66;346111;369180
2052;67;336179;361304
2052;68;325614;352726
2052;69;315813;345208
2052;70;304059;335590
2052;71;291629;325366
2052;72;279499;315204
2052;73;265342;302792
2052;74;251760;290887
2052;75;238320;279170
2052;76;225071;267584
2052;77;212522;256866
2052;78;201088;247391
2052;79;190052;238289
2052;80;179841;229939
2052;81;169234;220893
2052;82;158068;211318
2052;83;146112;200590
2052;84;133017;187969
2052;85;118593;173108
2052;86;103510;156715
2052;87;88247;139036
2052;88;73088;120202
2052;89;59139;101821
2052;90;46698;84386
2052;91;35954;68382
2052;92;27032;54311
2052;93;19848;42317
2052;94;14166;32192
2052;95;9809;23820
2052;96;6587;17094
2052;97;4273;11862
2052;98;2674;7962
2052;99;1607;5145
2052;100;1866;7213
2055;0;270160;258442
2055;1;272143;260386
2055;2;273481;261642
2055;3;276268;264331
2055;4;278663;266675
2055;5;279515;267496
2055;6;281939;269892
2055;7;284186;272068
2055;8;285485;273300
2055;9;287871;275651
2055;10;288670;276411
2055;11;291188;278831
2055;12;294049;281612
2055;13;297024;284442
2055;14;299254;286647
2055;15;301065;288461
2055;16;304012;291364
2055;17;306378;293764
2055;18;309387;296783
2055;19;311811;299288
2055;20;312896;300566
2055;21;315663;303445
2055;22;318085;306049
2055;23;321129;309370
2055;24;323592;311953
2055;25;326715;315193
2055;26;328609;317394
2055;27;331798;320709
2055;28;334188;323356
2055;29;337247;326684
2055;30;340528;330138
2055;31;344201;334157
2055;32;346864;336974
2055;33;351768;342172
2055;34;354558;345374
2055;35;356754;348113
2055;36;355833;347857
2055;37;356147;348678
2055;38;356619;349568
2055;39;354992;348235
2055;40;353787;347481
2055;41;353167;347271
2055;42;352396;347067
2055;43;351686;346615
2055;44;351562;346794
2055;45;352072;347602
2055;46;353553;349425
2055;47;356538;353027
2055;48;360647;357663
2055;49;366875;364879
2055;50;372980;372012
2055;51;379485;379702
2055;52;385633;387683
2055;53;391301;395018
2055;54;396208;401729
2055;55;400172;407502
2055;56;402727;411833
2055;57;404841;415788
2055;58;406606;419228
2055;59;406576;420876
2055;60;405505;421215
2055;61;402994;419972
2055;62;398229;416217
2055;63;392637;411274
2055;64;384930;404245
2055;65;375838;396397
2055;66;365937;387902
2055;67;356022;379442
2055;68;345781;370840
2055;69;334856;361769
2055;70;323981;353163
2055;71;312450;343818
2055;72;301639;335475
2055;73;288980;325077
2055;74;275712;314088
2055;75;262738;303130
2055;76;247819;289938
2055;77;233342;277112
2055;78;218851;264291
2055;79;204366;251375
2055;80;190327;239008
2055;81;177038;227431
2055;82;163799;215724
2055;83;150975;204152
2055;84;137612;191422
2055;85;123804;177821
2055;86;109683;163090
2055;87;95352;147037
2055;88;81014;129869
2055;89;67334;112548
2055;90;54646;95501
2055;91;43042;78904
2055;92;33048;63847
2055;93;24671;50529
2055;94;17850;38974
2055;95;12511;29217
2055;96;8488;21224
2055;97;5552;14889
2055;98;3499;10091
2055;99;2126;6598
2055;100;2540;9511
2058;0;264169;252736
2058;1;266486;254971
2058;2;267186;255613
2058;3;269564;257878
2058;4;271761;260015
2058;5;273160;261338
2058;6;275975;264062
2058;7;278398;266435
2058;8;279283;267286
2058;9;281740;269708
2058;10;284014;271906
2058;11;285327;273148
2058;12;287707;275491
2058;13;288474;276222
2058;14;290923;278585
2058;15;293676;281279
2058;16;296497;283995
2058;17;298535;286069
2058;18;300126;287747
2058;19;302840;290517
2058;20;304984;292798
2058;21;307802;295718
2058;22;310086;298148
2058;23;311090;299374
2058;24;313817;302222
2058;25;316231;304815
2058;26;319281;308139
2058;27;321758;310738
2058;28;324892;314002
2058;29;326800;316234
2058;30;329998;319580
2058;31;332405;322259
2058;32;335483;325616
2058;33;338788;329094
2058;34;342486;333133
2058;35;345176;335967
2058;36;350096;341174
2058;37;352904;344385
2058;38;355113;347131
2058;39;354209;346882
2058;40;354527;347702
2058;41;354995;348586
2058;42;353364;347241
2058;43;352145;346468
2058;44;351497;346227
2058;45;350686;345983
2058;46;349920;345481
2058;47;349722;345600
2058;48;350141;346338
2058;49;351509;348079
2058;50;354354;351584
2058;51;358299;356109
2058;52;364329;363194
2058;53;370210;370185
2058;54;376454;377712
2058;55;382299;385506
2058;56;387612;392628
2058;57;392110;399094
2058;58;395613;404591
2058;59;397669;408621
2058;60;399247;412248
2058;61;400457;415344
2058;62;399883;416648
2058;63;398277;416643
2058;64;395232;415049
2058;65;389929;410931
2058;66;383727;405573
2058;67;375333;398064
2058;68;365452;389645
2058;69;354663;380492
2058;70;343775;371300
2058;71;332520;361914
2058;72;320589;352039
2058;73;308714;342598
2058;74;296228;332423
2058;75;284414;323173
2058;76;270786;311849
2058;77;256459;299810
2058;78;242229;287600
2058;79;226013;273036
2058;80;210012;258553
2058;81;193774;243736
2058;82;177303;228421
2058;83;161021;213160
2058;84;145283;198172
2058;85;129689;182753
2058;86;114777;167348
2058;87;100090;151203
2058;88;85966;134925
2058;89;72642;118642
2058;90;60199;102445
2058;91;48700;86577
2058;92;38449;71745
2058;93;29530;58180
2058;94;21879;45789
2058;95;15677;35005
2058;96;10826;25859
2058;97;7184;18415
2058;98;4586;12656
2058;99;2814;8381
2058;100;3435;12417
2062;0;253537;242530
2062;1;255718;244606
2062;2;258425;247252
2062;3;260452;249169
2062;4;263502;252098
2062;5;266025;254524
2062;6;266793;255241
2062;7;269210;257551
2062;8;271446;259726
2062;9;272886;261086
2062;10;275738;263839
2062;11;278184;266231
2062;12;279074;267083
2062;13;281505;269481
2062;14;283714;271621
2062;15;284914;272769
2062;16;287130;274983
2062;17;287683;275557
2062;18;289877;277746
2062;19;292349;280264
2062;20;294890;282816
2062;21;296676;284748
2062;22;298066;286312
2062;23;300635;288998
2062;24;302696;291224
2062;25;305478;294117
2062;26;307759;296542
2062;27;308781;297784
2062;28;311524;300660
2062;29;313958;303290
2062;30;317026;306655
2062;31;319525;309298
2062;32;322683;312605
2062;33;324626;314876
2062;34;327859;318256
2062;35;330303;320964
2062;36;333414;324343
2062;37;336745;327840
2062;38;340461;331891
2062;39;343164;334733
2062;40;348078;339938
2062;41;350878;343141
2062;42;353071;345872
2062;43;352153;345603
2062;44;352439;346390
2062;45;352859;347227
2062;46;351173;345831
2062;47;349878;344993
2062;48;349132;344674
2062;49;348205;344343
2062;50;347303;343746
2062;51;346948;343757
2062;52;347183;344376
2062;53;348337;345983
2062;54;350923;349330
2062;55;354555;353669
2062;56;360194;360523
2062;57;365618;367246
2062;58;371326;374459
2062;59;376567;381891
2062;60;381221;388616
2062;61;385026;394656
2062;62;387817;399709
2062;63;389163;403285
2062;64;390005;406428
2062;65;390422;408994
2062;66;388990;409709
2062;67;386394;409016
2062;68;382212;406619
2062;69;375651;401601
2062;70;368056;395239
2062;71;358237;386679
2062;72;346930;377167
2062;73;334740;366903
2062;74;322448;356566
2062;75;309791;345990
2062;76;296429;334844
2062;77;282959;323932
2062;78;268695;312073
2062;79;254737;300747
2062;80;238819;287092
2062;81;221933;272309
2062;82;204749;256812
2062;83;185588;238644
2062;84;166469;220033
2062;85;147288;200776
2062;86;128418;181047
2062;87;110535;161654
2062;88;94160;143120
2062;89;79172;125268
2062;90;65899;108625
2062;91;53959;92768
2062;92;43404;78160
2062;93;34203;64825
2062;94;26253;52586
2062;95;19494;41424
2062;96;13978;31620
2062;97;9635;23285
2062;98;6340;16442
2062;99;3995;11166
2062;100;5091;17388
2065;0;247447;236740
2065;1;248166;237424
2065;2;251204;240313
2065;3;253006;242016
2065;4;255366;244257
2065;5;258128;246964
2065;6;260183;248917
2065;7;263261;251875
2065;8;265814;254330
2065;9;266612;255073
2065;10;269053;257402
2065;11;271302;259586
2065;12;272736;260939
2065;13;275558;263665
2065;14;277944;266002
2065;15;278736;266771
2065;16;281028;269059
2065;17;283065;271072
2065;18;284070;272088
2065;19;286080;274172
2065;20;286439;274630
2065;21;288466;276722
2065;22;290814;279167
2065;23;293276;281668
2065;24;295026;283571
2065;25;296409;285126
2065;26;298985;287818
2065;27;301061;290063
2065;28;303857;292982
2065;29;306154;295440
2065;30;307197;296718
2065;31;309959;299628
2065;32;312417;302291
2065;33;315512;305686
2065;34;318041;308355
2065;35;321226;311683
2065;36;323196;313973
2065;37;326448;317367
2065;38;328907;320087
2065;39;332025;323473
2065;40;335355;326970
2065;41;339061;331015
2065;42;341750;333846
2065;43;346634;339025
2065;44;349400;342198
2065;45;351548;344889
2065;46;350582;344579
2065;47;350803;345313
2065;48;351142;346089
2065;49;349371;344632
2065;50;347976;343725
2065;51;347114;343330
2065;52;346060;342917
2065;53;345014;342233
2065;54;344488;342145
2065;55;344518;342648
2065;56;345422;344115
2065;57;347703;347289
2065;58;350975;351424
2065;59;356189;358031
2065;60;361153;364482
2065;61;366367;371397
2065;62;371098;378510
2065;63;375226;384899
2065;64;378479;390576
2065;65;380671;395225
2065;66;381342;398337
2065;67;381377;400917
2065;68;380830;402801
2065;69;378319;402741
2065;70;374542;401188
2065;71;369122;397875
2065;72;361333;391931
2065;73;352508;384628
2065;74;341525;375145
2065;75;329084;364680
2065;76;315708;353382
2065;77;302064;341841
2065;78;287846;329838
2065;79;272708;317009
2065;80;257184;304068
2065;81;240604;289818
2065;82;223921;275548
2065;83;205191;258603
2065;84;185489;240179
2065;85;165661;220830
2065;86;144719;199201
2065;87;124672;177609
2065;88;105701;156243
2065;89;88200;135548
2065;90;72586;116285
2065;91;59027;98788
2065;92;47255;82882
2065;93;37302;68824
2065;94;28794;56095
2065;95;21667;44756
2065;96;15832;34751
2065;97;11168;26106
2065;98;7562;18900
2065;99;4908;13174
2065;100;6616;21694
2068;0;240152;229755
2068;1;241883;231393
2068;2;243903;233301
2068;3;246937;236244
2068;4;247825;237083
2068;5;250915;240031
2068;6;252747;241771
2068;7;255134;244041
2068;8;257925;246776
2068;9;260009;248754
2068;10;263109;251731
2068;11;265675;254194
2068;12;266468;254931
2068;13;268881;257233
2068;14;271071;259363
2068;15;272411;260636
2068;16;275100;263253
2068;17;277319;265465
2068;18;277924;266101
2068;19;280020;268261
2068;20;281869;270158
2068;21;282716;271078
2068;22;284608;273089
2068;23;284896;273499
2068;24;286887;275563
2068;25;289226;277998
2068;26;291694;280507
2068;27;293460;282430
2068;28;294861;284013
2068;29;297454;286738
2068;30;299549;289019
2068;31;302367;291974
2068;32;304690;294466
2068;33;305765;295776
2068;34;308558;298715
2068;35;311045;301402
2068;36;314164;304816
2068;37;316715;307503
2068;38;319915;310843
2068;39;321896;313144
2068;40;325149;316541
2068;41;327604;319259
2068;42;330710;322636
2068;43;334018;326115
2068;44;337691;330131
2068;45;340337;332927
2068;46;345158;338058
2068;47;347853;341177
2068;48;349919;343807
2068;49;348870;343437
2068;50;348989;344102
2068;51;349213;344803
2068;52;347324;343273
2068;53;345795;342285
2068;54;344774;341798
2068;55;343533;341281
2068;56;342267;340476
2068;57;341479;340246
2068;58;341207;340582
2068;59;341766;341857
2068;60;343663;344810
2068;61;346517;348701
2068;62;351271;355027
2068;63;355752;361179
2068;64;360442;367758
2068;65;364590;374484
2068;66;368044;380418
2068;67;370497;385546
2068;68;371749;389537
2068;69;371354;391891
2068;70;370202;393610
2068;71;368363;394547
2068;72;364526;393492
2068;73;359395;390905
2068;74;352622;386530
2068;75;343505;379512
2068;76;333266;371044
2068;77;320776;360277
2068;78;306660;348321
2068;79;291387;335275
2068;80;275560;321656
2068;81;258845;307174
2068;82;240905;291408
2068;83;222266;274987
2068;84;202500;256868
2068;85;182682;238358
2068;86;161578;217434
2068;87;140499;195561
2068;88;120422;173601
2068;89;100818;150876
2068;90;83143;129419
2068;91;67366;109374
2068;92;53574;91049
2068;93;41854;74864
2068;94;32119;60749
2068;95;24082;48316
2068;96;17648;37610
2068;97;12533;28427
2068;98;8607;20869
2068;99;5696;14810
2068;100;8143;25841
2071;0;234911;224707
2071;1;236416;226167
2071;2;237948;227625
2071;3;239663;229277
2071;4;241551;231061
2071;5;243621;233026
2071;6;246685;236004
2071;7;247601;236874
2071;8;250719;239849
2071;9;252578;241613
2071;10;254987;243901
2071;11;257790;246645
2071;12;259869;248617
2071;13;262942;251567
2071;14;265451;253978
2071;15;266154;254635
2071;16;268439;256829
2071;17;270469;258837
2071;18;271629;259976
2071;19;274129;262466
2071;20;276169;264563
2071;21;276623;265105
2071;22;278605;267192
2071;23;280382;269040
2071;24;281197;269934
2071;25;283079;271937
2071;26;283379;272355
2071;27;285384;274440
2071;28;287740;276903
2071;29;290227;279446
2071;30;292015;281406
2071;31;293442;283027
2071;32;296061;285788
2071;33;298188;288102
2071;34;301035;291086
2071;35;303388;293604
2071;36;304494;294938
2071;37;307308;297895
2071;38;309813;300598
2071;39;312942;304023
2071;40;315497;306716
2071;41;318693;310056
2071;42;320668;312351
2071;43;323902;315734
2071;44;326332;318431
2071;45;329398;321776
2071;46;332654;325215
2071;47;336260;329182
2071;48;338829;331923
2071;49;343550;336986
2071;50;346139;340035
2071;51;348089;342590
2071;52;346925;342148
2071;53;346908;342731
2071;54;346973;343342
2071;55;344911;341717
2071;56;343175;340618
2071;57;341909;339999
2071;58;340391;339331
2071;59;338820;338360
2071;60;337704;337946
2071;61;337085;338084
2071;62;337278;339143
2071;63;338774;341853
2071;64;341184;345467
2071;65;345405;351451
2071;66;349262;357192
2071;67;353191;363263
2071;68;356433;369364
2071;69;358836;374564
2071;70;360120;378859
2071;71;360110;381935
2071;72;358397;383311
2071;73;355862;383982
2071;74;352577;383798
2071;75;347267;381564
2071;76;340551;377679
2071;77;332025;371835
2071;78;320980;363159
2071;79;308540;352759
2071;80;293652;339798
2071;81;276870;325265
2071;82;258611;309184
2071;83;239466;292013
2071;84;219291;273530
2071;85;198084;253531
2071;86;176648;232832
2071;87;155035;210905
2071;88;134418;189221
2071;89;114090;166532
2071;90;95082;144282
2071;91;77965;123188
2071;92;62271;102835
2071;93;48796;84618
2071;94;37348;68364
2071;95;27849;54004
2071;96;20222;41679
2071;97;14294;31406
2071;98;9790;23009
2071;99;6502;16384
2071;100;9598;29630
2077;0;223317;213616
2077;1;225305;215563
2077;2;226745;216896
2077;3;228301;218371
2077;4;230685;220661
2077;5;232731;222608
2077;6;234198;224014
2077;7;235880;225642
2077;8;237489;227183
2077;9;239259;228894
2077;10;241195;230725
2077;11;243304;232726
2077;12;246390;235722
2077;13;247303;236585
2077;14;250379;239517
2077;15;252149;241197
2077;16;254412;243356
2077;17;257011;245925
2077;18;258834;247688
2077;19;261608;250406
2077;20;263797;252580
2077;21;264188;253013
2077;22;266185;255010
2077;23;267976;256855
2077;24;268958;257875
2077;25;271337;260285
2077;26;273314;262342
2077;27;273755;262881
2077;28;275747;264990
2077;29;277554;266883
2077;30;278412;267837
2077;31;280341;269909
2077;32;280698;270404
2077;33;282759;272562
2077;34;285172;275097
2077;35;287718;277705
2077;36;289567;279726
2077;37;291054;281402
2077;38;293722;284209
2077;39;295892;286562
2077;40;298768;289577
2077;41;301143;292117
2077;42;302263;293468
2077;43;305071;296425
2077;44;307557;299116
2077;45;310646;302513
2077;46;313146;305166
2077;47;316263;308449
2077;48;318144;310677
2077;49;321252;313973
2077;50;323538;316573
2077;51;326430;319805
2077;52;329485;323118
2077;53;332856;326942
2077;54;335166;329533
2077;55;339563;334409
2077;56;341800;337263
2077;57;343347;339598
2077;58;341763;338932
2077;59;341252;339251
2077;60;340770;339566
2077;61;338156;337644
2077;62;335831;336217
2077;63;333938;335241
2077;64;331766;334187
2077;65;329494;332795
2077;66;327583;331889
2077;67;326032;331437
2077;68;325103;331771
2077;69;325234;333579
2077;70;326016;336106
2077;71;328281;340756
2077;72;329944;344976
2077;73;331436;349323
2077;74;332047;353498
2077;75;331626;356590
2077;76;329869;358546
2077;77;326544;359001
2077;78;321202;357422
2077;79;314535;354631
2077;80;306480;350353
2077;81;295796;343337
2077;82;282940;333820
2077;83;267591;321452
2077;84;249319;305489
2077;85;229313;287023
2077;86;207245;265674
2077;87;184180;242722
2077;88;161084;218766
2077;89;138877;194747
2077;90;117843;171057
2077;91;98203;147979
2077;92;80428;126362
2077;93;64474;106093
2077;94;50671;87773
2077;95;38593;70631
2077;96;28500;55294
2077;97;20401;42065
2077;98;13999;30805
2077;99;9266;21837
2077;100;13677;39634
2080;0;218316;208798
2080;1;220485;210912
2080;2;221807;212158
2080;3;222873;213178
2080;4;224994;215249
2080;5;226481;216635
2080;6;228067;218147
2080;7;230479;220466
2080;8;232552;222439
2080;9;234044;223868
2080;10;235745;225513
2080;11;237365;227063
2080;12;239132;228768
2080;13;241043;230575
2080;14;243102;232526
2080;15;246104;235444
2080;16;246901;236204
2080;17;249833;239015
2080;18;251441;240566
2080;19;253537;242600
2080;20;255976;245056
2080;21;257664;246725
2080;22;260334;249373
2080;23;262457;251499
2080;24;262816;251907
2080;25;264804;253898
2080;26;266602;255752
2080;27;267601;256795
2080;28;270000;259236
2080;29;272000;261329
2080;30;272469;261908
2080;31;274489;264058
2080;32;276327;265990
2080;33;277221;266982
2080;34;279183;269088
2080;35;279576;269615
2080;36;281666;271800
2080;37;284104;274359
2080;38;286670;276987
2080;39;288535;279025
2080;40;290034;280715
2080;41;292705;283528
2080;42;294873;285883
2080;43;297740;288893
2080;44;300098;291421
2080;45;301196;292755
2080;46;303966;295686
2080;47;306403;298344
2080;48;309432;301702
2080;49;311863;304310
2080;50;314897;307542
2080;51;316688;309716
2080;52;319691;312950
2080;53;321859;315484
2080;54;324611;318639
2080;55;327498;321863
2080;56;330669;325581
2080;57;332752;328054
2080;58;336873;332786
2080;59;338822;335488
2080;60;340067;337659
2080;61;338197;336835
2080;62;337382;336982
2080;63;336582;337112
2080;64;333651;335000
2080;65;330965;333349
2080;66;328637;332098
2080;67;325941;330704
2080;68;323041;328902
2080;69;320392;327507
2080;70;318002;326492
2080;71;316135;326187
2080;72;315214;327262
2080;73;314838;328971
2080;74;315794;332670
2080;75;316040;335832
2080;76;315923;338947
2080;77;314685;341652
2080;78;312111;342992
2080;79;307857;342855
2080;80;301663;340827
2080;81;293050;336310
2080;82;282589;329982
2080;83;270221;321520
2080;84;254964;309790
2080;85;237498;295157
2080;86;217924;277573
2080;87;196374;256796
2080;88;174266;234223
2080;89;151694;210002
2080;90;129637;185513
2080;91;108797;161374
2080;92;89736;138414
2080;93;72553;116944
2080;94;57283;96975
2080;95;44135;78836
2080;96;33004;62379
2080;97;23974;48133
2080;98;16730;35820
2080;99;11225;25736
2080;100;16941;47700
2086;0;209532;200380
2086;1;211241;202045
2086;2;212536;203290
2086;3;214704;205342
2086;4;215023;205641
2086;5;216474;207045
2086;6;217660;208154
2086;7;219982;210415
2086;8;221376;211740
2086;9;222497;212818
2086;10;224664;214935
2086;11;226188;216355
2086;12;227794;217885
2086;13;230203;220197
2086;14;232238;222129
2086;15;233648;223477
2086;16;235216;224997
2086;17;236651;226378
2086;18;238184;227880
2086;19;239827;229461
2086;20;241598;231180
2086;21;244315;233878
2086;22;244857;234444
2086;23;247571;237096
2086;24;249017;238530
2086;25;251004;240488
2086;26;253384;242908
2086;27;255056;244575
2086;28;257736;247248
2086;29;259890;249422
2086;30;260298;249895
2086;31;262337;251959
2086;32;264192;253891
2086;33;265256;255014
2086;34;267717;257531
2086;35;269781;259697
2086;36;270320;260346
2086;37;272401;262558
2086;38;274295;264546
2086;39;275240;265588
2086;40;277242;267735
2086;41;277670;268298
2086;42;279780;270508
2086;43;282224;273079
2086;44;284783;275710
2086;45;286630;277740
2086;46;288097;279411
2086;47;290713;282190
2086;48;292811;284500
2086;49;295584;287451
2086;50;297831;289911
2086;51;298807;291172
2086;52;301425;294013
2086;53;303689;296573
2086;54;306511;299815
2086;55;308707;302298
2086;56;311460;305383
2086;57;312935;307394
2086;58;315558;310435
2086;59;317305;312754
2086;60;319580;315663
2086;61;321945;318614
2086;62;324548;322028
2086;63;326045;324181
2086;64;329492;328531
2086;65;330749;330829
2086;66;331226;332540
2086;67;328553;331216
2086;68;326760;330747
2086;69;324813;330143
2086;70;320637;327220
2086;71;316528;324627
2086;72;312602;322300
2086;73;308183;319722
2086;74;303439;316634
2086;75;298784;313810
2086;76;294173;311177
2086;77;289769;308981
2086;78;285856;307768
2086;79;281931;306708
2086;80;278536;306914
2086;81;273670;305855
2086;82;267489;303804
2086;83;259255;300270
2086;84;248783;294282
2086;85;235919;285716
2086;86;220757;274325
2086;87;203429;259916
2086;88;184947;243461
2086;89;165829;225232
2086;90;146000;205034
2086;91;126309;183699
2086;92;107113;161791
2086;93;88692;139664
2086;94;71765;118223
2086;95;56400;97564
2086;96;42983;78435
2086;97;31697;61254
2086;98;22608;46456
2086;99;15539;34094
2086;100;24971;67710
2092;0;199285;190583
2092;1;200208;191460
2092;2;202320;193496
2092;3;204567;195603
2092;4;205712;196737
2092;5;206711;197656
