dpnom;año;area_geografica;sexo;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Nacional;2027;Cabecera;total;3205;2303;3052;488999;497497;505894;513081;518933;524129;531549;541584;545651;555574;562543;568652;575124;582179;589914;599425;608618;618503;629191;640837;653300;658788;663866;668811;674667;681664;690619;694686;697791;699811;698799;697484;695239;687910;674626;657996;640296;622576;604724;588053;575067;564316;555286;550129;544988;537702;529459;518091;502237;485888;469679;453740;442258;435629;430773;427148;425468;423629;419070;413869;408251;401348;392826;382722;369904;354190;337331;319541;302362;286428;270770;255092;239641;224218;208634;193625;179437;165469;151713;138307;124804;111856;99808;88934;79391;71103;63322;55670;48258;41171;34529;28548;23342;18765;14891;11613;8897;6655
Nacional;2027;Centros Poblados y Rural Disperso;total;771;563;747;204730;207742;211391;215188;218650;222536;225409;228455;228666;229985;231983;233462;234816;235319;235400;233927;233054;231921;230602;229311;228196;224269;220412;216576;212975;209624;206133;200960;195833;191168;186539;184024;182408;180168;176653;172648;168814;165290;161980;159100;157144;155544;154221;153746;152968;151226;149082;145981;141469;136529;131879;127215;123674;121419;119744;118468;117707;116932;115606;114045;112293;110164;107963;105559;102606;99024;95114;90799;86508;82398;78351;74225;70153;66017;61843;57693;53586;49423;45286;41156;36953;32946;29237;25867;22995;20508;18168;15844;13607;11473;9505;7781;6299;5027;3953;3073;2331;1758
Nacional;2027;Total;total;3976;2866;3799;693729;705239;717285;728269;737583;746665;756958;770039;774317;785559;794526;802114;809940;817498;825314;833352;841672;850424;859793;870148;881496;883057;884278;885387;887642;891288;896752;895646;893624;890979;885338;881508;877647;868078;851279;830644;809110;787866;766704;747153;732211;719860;709507;703875;697956;688928;678541;664072;643706;622417;601558;580955;565932;557048;550517;545616;543175;540561;534676;527914;520544;511512;500789;488281;472510;453214;432445;410340;388870;368826;349121;329317;309794;290235;270477;251318;233023;214892;196999;179463;161757;144802;129045;114801;102386;91611;81490;71514;61865;52644;44034;36329;29641;23792;18844;14686;11228;8413
Nacional;2028;Cabecera;total;3290;2361;3192;480130;488797;496894;504877;511823;517252;523611;531399;542130;545967;555827;562843;569208;576471;584108;593507;602511;612033;622143;632894;644417;656591;661689;666308;670705;675928;682302;690581;694037;696637;698332;697168;695788;693444;686014;672669;656009;638284;620517;602660;586095;573194;562496;553551;548552;543598;536462;528326;517032;501187;484727;468354;452302;440684;433807;428629;424681;422665;420478;415613;410170;404241;396987;388073;377636;364521;348618;331576;313626;296244;280101;264237;248421;232829;217287;201598;186469;172161;158123;144321;130913;117490;104636;92714;81992;72659;64483;56874;49487;42385;35705;29526;24055;19374;15316;11924;9130;6833
Nacional;2028;Centros Poblados y Rural Disperso;total;794;582;788;201064;204244;207928;212078;216139;220057;222783;225284;227613;228067;229431;231375;232577;233097;232964;231311;230251;228923;227420;225876;224543;223510;219820;216290;212895;209836;207080;204178;199602;194990;190654;186209;183781;182256;180125;176688;172745;168971;165515;162223;159252;157209;155524;154087;153391;152331;150352;148003;144709;140105;135186;130597;125947;122414;120231;118661;117470;116771;116029;114690;113054;111247;109110;106913;104467;101430;97704;93660;89209;84829;80609;76447;72155;67919;63645;59332;55096;50921;46698;42519;38393;34253;30322;26722;23436;20645;18257;16009;13805;11745;9802;8028;6480;5174;4062;3150;2399;1808
Nacional;2028;Total;total;4084;2943;3980;681194;693041;704822;716955;727962;737309;746394;756683;769743;774034;785258;794218;801785;809568;817072;824818;832762;840956;849563;858770;868960;880101;881509;882598;883600;885764;889382;894759;893639;891627;888986;883377;879569;875700;866139;849357;828754;807255;786032;764883;745347;730403;718020;707638;701943;695929;686814;676329;661741;641292;619913;598951;578249;563098;554038;547290;542151;539436;536507;530303;523224;515488;506097;494986;482103;465951;446322;425236;402835;381073;360710;340684;320576;300748;280932;260930;241565;223082;204821;186840;169306;151743;134958;119436;105428;93304;82740;72883;63292;54130;45507;37554;30535;24548;19378;15074;11529;8641
Nacional;2029;Cabecera;total;3370;2423;3320;471083;479888;488168;495849;503618;510126;516733;523457;531934;542406;546212;556100;563369;570521;578358;587642;596525;605844;615575;625724;636352;647627;659412;664060;668146;671928;676517;682306;689962;692919;695208;696738;695466;694013;691543;684031;670632;653939;636159;618383;600622;584172;571322;560723;551955;547151;542349;535312;527254;515958;499999;483366;466872;450702;438846;431669;426169;421905;419548;417058;411928;406192;399891;392241;382983;372206;358855;342735;325513;307366;289766;273432;257409;241457;225725;210056;194241;179007;164611;150511;136698;123320;109985;97269;85556;75101;65958;57979;50613;43517;36796;30568;24911;19995;15830;12294;9380;7028
Nacional;2029;Centros Poblados y Rural Disperso;total;819;601;825;197274;200581;204405;208588;212996;217516;220269;222636;224432;226997;227487;228807;230473;230860;230750;228906;227662;226155;224476;222756;221178;219932;219084;215717;212616;209749;207260;205066;202734;198665;194382;190225;185917;183584;182191;180144;176773;172889;169195;165760;162383;159313;157194;155378;153729;152751;151449;149264;146725;143314;138720;133883;129289;124664;121220;119145;117666;116541;115872;115111;113705;112005;110194;108058;105812;103284;100101;96233;92038;87487;83021;78672;74334;69885;65490;61084;56689;52374;48133;43874;39684;35606;31542;27734;24224;21063;18385;16092;13962;11930;10040;8284;6696;5323;4187;3231;2472;1854
Nacional;2029;Total;total;4189;3024;4145;668357;680469;692573;704437;716614;727642;737002;746093;756366;769403;773699;784907;793842;801381;809108;816548;824187;831999;840051;848480;857530;867559;878496;879777;880762;881677;883777;887372;892696;891584;889590;886963;881383;877597;873734;864175;847405;826828;805354;784143;763005;743485;728516;716101;705684;699902;693798;684576;673979;659272;638719;617249;596161;575366;560066;550814;543835;538446;535420;532169;525633;518197;510085;500299;488795;475490;458956;438968;417551;394853;372787;352104;331743;311342;291215;271140;250930;231381;212744;194385;176382;158926;141527;125003;109780;96164;84343;74071;64575;55447;46836;38852;31607;25318;20017;15525;11852;8882
Nacional;2030;Cabecera;total;3464;2484;3446;461955;470850;479268;487146;494632;501955;509621;516576;524014;532246;542647;546496;556619;564674;572397;581847;590630;599808;609328;619097;629112;639492;650431;661783;665908;669384;672553;676553;681787;688926;691574;693709;695131;693751;692161;689601;681997;668546;651794;633998;616315;598656;582276;569531;559100;550565;545904;541209;534253;526188;514754;498616;481867;465224;448842;436711;429212;423419;418829;416176;413410;407976;401873;395177;387154;377547;366492;352889;336552;319095;300728;282955;266453;250278;234186;218313;202500;186567;171250;156787;142661;128847;115526;102327;89828;78432;68246;59367;51649;44561;37813;31541;25823;20733;16364;12722;9691;7235
Nacional;2030;Centros Poblados y Rural Disperso;total;839;620;861;193412;196797;200734;205054;209480;214346;217715;220116;221774;223810;226406;226856;227907;228757;228525;226724;225288;223621;221768;219877;218127;216647;215606;215005;212063;209488;207164;205236;203586;201733;197989;193875;189846;185674;183496;182194;180223;176915;173118;169442;165927;162442;159298;157055;155027;153083;151867;150356;147980;145309;141918;137385;132548;127985;123448;120130;118157;116732;115653;114957;114127;112657;110957;109133;106967;104631;101955;98605;94588;90284;85644;81041;76528;72022;67415;62884;58378;53908;49530;45242;40962;36832;32809;28862;25164;21783;18771;16217;14042;12063;10215;8494;6918;5505;4311;3336;2535;1917
Nacional;2030;Total;total;4303;3104;4307;655367;667647;680002;692200;704112;716301;727336;736692;745788;756056;769053;773352;784526;793431;800922;808571;815918;823429;831096;838974;847239;856139;866037;876788;877971;878872;879717;881789;885373;890659;889563;887584;884977;879425;875657;871795;862220;845461;824912;803440;782242;761098;741574;726586;714127;703648;697771;691565;682233;671497;656672;636001;614415;593209;572290;556841;547369;540151;534482;531133;527537;520633;512830;504310;494121;482178;468447;451494;431140;409379;386372;363996;342981;322300;301601;281197;260878;240475;220780;202029;183623;165679;148335;131189;114992;100215;87017;75584;65691;56624;48028;40035;32741;26238;20675;16058;12226;9152
Nacional;2031;Cabecera;total;3559;2560;3565;452808;461725;470245;478274;485960;493006;501468;509491;517137;524340;532515;542930;547030;557915;566532;575849;584813;593876;603243;612802;622418;632197;642226;652814;663631;667162;670040;672620;676068;680852;687666;690158;692195;693490;691959;690273;687612;679925;666388;649605;631906;614318;596719;580454;567908;557695;549320;544776;540157;533197;524990;513357;497093;480195;463333;446678;434253;426472;420363;415508;412576;409488;403692;397193;390108;381729;371829;360477;346609;329998;312291;293745;275816;259165;242839;226601;210565;194602;178585;163204;148704;134561;120796;107566;94564;82425;71336;61484;52937;45523;38763;32462;26685;21518;16991;13173;10041;7483
Nacional;2031;Centros Poblados y Rural Disperso;total;864;638;894;189502;192950;196953;201367;205919;210801;214535;217549;219259;221151;223217;225767;225944;226203;226437;224533;223139;221288;219281;217223;215320;213667;212400;211613;211380;208957;206922;205147;203739;202550;200990;197417;193429;189539;185538;183477;182259;180356;177132;173376;169611;165994;162436;159163;156688;154379;152206;150775;149061;146558;143899;140553;136024;131212;126743;122340;119139;117225;115851;114747;113985;113084;111607;109900;108049;105789;103293;100455;96942;92805;88407;83628;78857;74170;69491;64754;60118;55549;51005;46580;42261;38037;33952;30035;26205;22637;19432;16567;14165;12146;10340;8643;7093;5692;4460;3441;2624;1968
Nacional;2031;Total;total;4423;3198;4459;642310;654675;667198;679641;691879;703807;716003;727040;736396;745491;755732;768697;772974;784118;792969;800382;807952;815164;822524;830025;837738;845864;854626;864427;875011;876119;876962;877767;879807;883402;888656;887575;885624;883029;877497;873750;869871;860281;843520;822981;801517;780312;759155;739617;724596;712074;701526;695551;689218;679755;668889;653910;633117;611407;590076;569018;553392;543697;536214;530255;526561;522572;515299;507093;498157;487518;475122;460932;443551;422803;400698;377373;354673;333335;312330;291355;270683;250151;229590;209784;190965;172598;154748;137601;120769;105062;90768;78051;67102;57669;49103;41105;33778;27210;21451;16614;12665;9451
Nacional;2032;Cabecera;total;3693;2636;3693;443690;452592;461148;469274;477119;484376;492553;501355;510057;517472;524631;532831;543469;548323;559754;569962;578783;588023;597277;606671;616079;625451;634892;644569;654677;664904;667848;670143;672181;675167;679696;686331;688736;690646;691776;690122;688341;685578;677774;664199;647491;629886;612361;594864;578811;566488;556461;548205;543728;539111;532011;523594;511821;495394;478272;461116;444192;431515;423435;417063;411945;408722;405237;399049;392152;384701;376020;365804;354148;339949;323054;305127;286435;268365;251553;235071;218660;202452;186376;170312;154882;140359;126243;112552;99488;86845;75026;64334;54880;46713;39646;33315;27505;22259;17657;13690;10415;7773
Nacional;2032;Centros Poblados y Rural Disperso;total;899;655;927;185598;189054;193095;197578;202216;207221;210975;214371;216696;218638;220556;222579;224851;224246;223909;222474;220980;219179;216999;214796;212734;210932;209490;208474;208077;208302;206411;204916;203663;202694;201780;200369;196899;193063;189339;185489;183518;182382;180575;177388;173543;169686;165986;162303;158801;156038;153485;151107;149493;147634;145137;142526;139169;134659;129943;125617;121340;118204;116347;114949;113785;112952;112046;110554;108816;106876;104456;101795;98776;95138;90898;86348;81398;76444;71596;66775;61930;57232;52578;47979;43541;39256;35089;31101;27289;23588;20203;17167;14482;12256;10414;8755;7224;5853;4614;3568;2702;2033
Nacional;2032;Total;total;4592;3291;4620;629288;641646;654243;666852;679335;691597;703528;715726;726753;736110;745187;755410;768320;772569;783663;792436;799763;807202;814276;821467;828813;836383;844382;853043;862754;873206;874259;875059;875844;877861;881476;886700;885635;883709;881115;875611;871859;867960;858349;841587;821034;799572;778347;757167;737612;722526;709946;699312;693221;686745;677148;666120;650990;630053;608215;586733;565532;549719;539782;532012;525730;521674;517283;509603;500968;491577;480476;467599;452924;435087;413952;391475;367833;344809;323149;301846;280590;259684;238954;218291;198423;179615;161332;143653;126777;110433;95229;81501;69362;58969;50060;42070;34729;28112;22271;17258;13117;9806
Nacional;2033;Cabecera;total;3851;2738;3827;434667;443497;452034;460213;468149;475584;483940;492464;501945;510398;517785;524959;533389;544756;550163;563152;572870;581968;591394;600663;609915;619063;628121;637190;646399;655991;665615;667990;669745;671337;674049;678463;684987;687263;689028;690021;688245;686361;683472;675592;662071;645459;627917;610485;593194;577385;565245;555334;547170;542709;537931;530625;522056;510111;493434;476019;458582;441411;428479;420149;413529;408147;404526;400638;394034;386797;379009;370006;359456;347444;332884;315736;297624;278789;260580;243607;226929;210345;194007;177844;161727;146294;131766;117718;104186;91437;79120;67723;57482;48472;40732;34112;28258;22983;18291;14246;10845;8062
Nacional;2033;Centros Poblados y Rural Disperso;total;934;684;958;181724;185159;189204;193706;198409;203485;207390;210817;213520;216077;218042;219921;221677;223164;221962;219990;218957;217062;214935;212565;210361;208415;206815;205638;205017;205062;205793;204422;203441;202618;201916;201131;199812;196480;192805;189222;185499;183626;182592;180827;177563;173612;169674;165851;161938;158147;155138;152387;149826;148056;146207;143763;141132;137776;133368;128798;124588;120402;117321;115453;113998;112752;111927;111002;109479;107645;105543;102955;100118;96961;93208;88803;84065;78936;73813;68820;63889;58978;54192;49490;44869;40462;36239;32159;28270;24579;21066;17858;15015;12545;10516;8830;7326;5954;4747;3696;2800;2102
Nacional;2033;Total;total;4785;3422;4785;616391;628656;641238;653919;666558;679069;691330;703281;715465;726475;735827;744880;755066;767920;772125;783142;791827;799030;806329;813228;820276;827478;834936;842828;851416;861053;871408;872412;873186;873955;875965;879594;884799;883743;881833;879243;873744;869987;866064;856419;839634;819071;797591;776336;755132;735532;720383;707721;696996;690765;684138;674388;663188;647887;626802;604817;583170;561813;545800;535602;527527;520899;516453;511640;503513;494442;484552;472961;459574;444405;426092;404539;381689;357725;334393;312427;290818;269323;248199;227334;206596;186756;168005;149877;132456;116016;100186;85581;72497;61017;51248;42942;35584;28937;23038;17942;13645;10164
Nacional;2034;Cabecera;total;3996;2859;3980;425780;434496;442955;451125;459123;466663;475175;483864;493059;502299;510718;518116;525538;534691;546593;553543;566026;576030;585310;594746;603868;612869;621702;630382;639005;647693;656735;665787;667624;668946;670266;672861;677210;683597;685723;687336;688217;686317;684314;681320;673480;660032;643474;626024;608791;591750;576137;564118;554305;546162;541545;536550;529102;520339;508128;491140;473438;455742;438346;425185;416631;409766;404000;399989;395665;388709;381132;373021;363671;352734;340313;325446;308073;289774;270796;252445;235276;218400;201682;185221;168996;152855;137438;122955;109059;95827;83374;71477;60563;50828;42319;35088;28976;23636;18906;14786;11294;8413
Nacional;2034;Centros Poblados y Rural Disperso;total;967;711;994;177898;181300;185313;189806;194527;199645;203659;207232;209976;212909;215493;217414;219030;220008;220884;218085;216518;215074;212856;210556;208188;206101;204357;203040;202236;202068;202625;203827;202974;202405;201849;201264;200555;199342;196172;192652;189181;185579;183819;182837;180992;177626;173606;169537;165484;161273;157238;154035;151088;148392;146633;144826;142362;139735;136459;132202;127755;123633;119507;116433;114500;112975;111741;110887;109941;108314;106329;104043;101275;98299;95014;91082;86486;81546;76249;70974;65866;60869;55870;51035;46298;41725;37365;33231;29246;25484;21966;18630;15638;13006;10779;8917;7391;6047;4843;3795;2906;2178
Nacional;2034;Total;total;4963;3570;4974;603678;615796;628268;640931;653650;666308;678834;691096;703035;715208;726211;735530;744568;754699;767477;771628;782544;791104;798166;805302;812056;818970;826059;833422;841241;849761;859360;869614;870598;871351;872115;874125;877765;882939;881895;879988;877398;871896;868133;864157;854472;837658;817080;795561;774275;753023;733375;718153;705393;694554;688178;681376;671464;660074;644587;623342;601193;579375;557853;541618;531131;522741;515741;510876;505606;497023;487461;477064;464946;451033;435327;416528;394559;371320;347045;323419;301142;279269;257552;236256;215294;194580;174803;156186;138305;121311;105340;90107;76201;63834;53098;44005;36367;29683;23749;18581;14200;10591
Nacional;2035;Cabecera;total;4155;2970;4156;417071;425618;433975;442078;450074;457675;466267;475110;484475;493419;502633;511057;518709;526830;536526;549958;556409;569147;579331;588631;597927;606785;615477;623933;632172;640276;648439;656960;665461;666862;667909;669127;671642;675906;682111;684112;685616;686344;684325;682211;679240;671449;658039;641565;624323;607335;590485;575003;563093;553299;545010;540187;535030;527395;518356;505798;488510;470545;452603;435013;421673;412876;405649;399516;395081;390381;383083;375183;366706;356953;345588;332803;317646;300045;281572;262450;243909;226536;209503;192661;176111;159826;143705;128336;113999;100392;87449;75386;63984;53607;44413;36503;29834;24265;19477;15303;11735;8772
Nacional;2035;Centros Poblados y Rural Disperso;total;988;735;1036;174149;177494;181454;185907;190606;195741;199824;203499;206404;209383;212332;214877;216525;217388;217772;217027;214638;212687;210921;208527;206230;203985;202112;200638;199698;199356;199674;200719;202394;201964;201652;201197;200683;200068;199012;195972;192559;189217;185734;184055;182998;181057;177620;173468;169160;164805;160357;156120;152726;149644;146971;145247;143426;140956;138409;135275;131141;126789;122728;118606;115478;113489;111967;110723;109844;108781;107003;104835;102365;99459;96346;92878;88722;83926;78790;73337;67956;62779;57686;52633;47770;43076;38549;34288;30240;26378;22784;19438;16320;13564;11180;9143;7483;6098;4918;3874;2992;2266
Nacional;2035;Total;total;5143;3705;5192;591220;603112;615429;627985;640680;653416;666091;678609;690879;702802;714965;725934;735234;744218;754298;766985;771047;781834;790252;797158;804157;810770;817589;824571;831870;839632;848113;857679;867855;868826;869561;870324;872325;875974;881123;880084;878175;875561;870059;866266;862238;852506;835659;815033;793483;772140;750842;731123;715819;702943;691981;685434;678456;668351;656765;641073;619651;597334;575331;553619;537151;526365;517616;510239;504925;499162;490086;480018;469071;456412;441934;425681;406368;383971;360362;335787;311865;289315;267189;245294;223881;202902;182254;162624;144239;126770;110233;94824;80304;67171;55593;45646;37317;30363;24395;19177;14727;11038
Nacional;2036;Cabecera;total;4314;3088;4344;408558;416918;425126;433114;441067;448668;457300;466228;475718;484839;493757;502989;511653;519999;528665;539870;552801;559516;572412;582619;591774;600826;609362;617681;625702;633430;641011;648665;656685;664725;665872;666805;667950;670377;674512;680570;682436;683824;684403;682264;680187;677246;669468;656123;639860;622855;606068;589334;573976;562086;552153;543657;538681;533338;525409;516015;503136;485572;467347;449202;431456;417913;408780;401200;394665;389857;384796;377164;368919;360002;349811;338064;324925;309480;291656;272985;253684;234957;217414;200239;183290;166668;150351;134284;119082;105022;91687;79144;67547;56677;46890;38356;31072;25017;20024;15794;12157;9124
Nacional;2036;Centros Poblados y Rural Disperso;total;1025;752;1079;170498;173762;177648;182044;186688;191800;195913;199665;202689;205824;208821;211721;214000;214909;215179;213973;213610;210841;208592;206640;204258;202071;200054;198447;197360;196866;197015;197816;199341;201404;201220;201018;200623;200198;199712;198772;195855;192550;189339;185947;184199;183054;181036;177478;173075;168476;163861;159225;154797;151269;148210;145593;143850;142013;139629;137217;134198;130150;125870;121811;117644;114471;112487;110957;109693;108704;107479;105521;103160;100547;97504;94201;90498;86119;81110;75813;70242;64786;59521;54371;49291;44457;39824;35400;31208;27289;23604;20176;17037;14165;11665;9502;7673;6179;4962;3936;3058;2333
Nacional;2036;Total;total;5339;3840;5423;579056;590680;602774;615158;627755;640468;653213;665893;678407;690663;702578;714710;725653;734908;743844;753843;766411;770357;781004;789259;796032;802897;809416;816128;823062;830296;838026;846481;856026;866129;867092;867823;868573;870575;874224;879342;878291;876374;873742;868211;864386;860300;850504;833601;812935;791331;769929;748559;728773;713355;700363;689250;682531;675351;665038;653232;637334;615722;593217;571013;549100;532384;521267;512157;504358;498561;492275;482685;472079;460549;447315;432265;415423;395599;372766;348798;323926;299743;276935;254610;232581;211125;190175;169684;150290;132311;115291;99320;84584;70842;58555;47858;38745;31196;24986;19730;15215;11457
Nacional;2037;Cabecera;total;4482;3213;4538;400284;408412;416448;424297;432136;439687;448316;457274;466826;476086;485185;494128;503573;512939;521814;531975;542700;555891;562761;575661;585731;594640;603360;611555;619429;626947;634154;641236;648398;656005;663764;664800;665671;666730;669016;673035;678943;680708;681936;682408;680272;678232;675279;667570;654418;638389;621582;604912;588299;572963;560945;550798;542165;536996;531357;523081;513338;500143;482308;463872;445571;427651;413817;404342;396384;389504;384346;378922;370926;362257;352896;342280;330157;316675;300929;282873;263977;244470;225601;207910;190603;173566;156892;140600;124691;109785;95992;83048;70974;59892;49633;40534;32686;26088;20668;16251;12570;9470
Nacional;2037;Centros Poblados y Rural Disperso;total;1050;779;1121;166947;170131;173914;178227;182810;187871;191966;195761;198879;202121;205271;208224;210874;212404;212737;211437;210614;209846;206790;204371;202418;200161;198193;196443;195218;194582;194573;195200;196475;198395;200680;200606;200452;200147;199840;199471;198630;195809;192641;189513;186074;184244;183040;180883;177067;172375;167521;162713;157867;153334;149820;146825;144191;142444;140684;138436;136137;133195;129218;124946;120832;116631;113467;111487;109935;108571;107419;106009;103857;101348;98585;95356;91812;87867;83267;78062;72640;66999;61448;56122;50933;45905;41126;36579;32240;28187;24433;20916;17691;14799;12193;9914;7977;6350;5031;3981;3106;2385
Nacional;2037;Total;total;5532;3992;5659;567231;578543;590362;602524;614946;627558;640282;653035;665705;678207;690456;702352;714447;725343;734551;743412;753314;765737;769551;780032;788149;794801;801553;807998;814647;821529;828727;836436;844873;854400;864444;865406;866123;866877;868856;872506;877573;876517;874577;871921;866346;862476;858319;848453;831485;810764;789103;767625;746166;726297;710765;697623;686356;679440;672041;661517;649475;633338;611526;588818;566403;544282;527284;515829;506319;498075;491765;484931;474783;463605;451481;437636;421969;404542;384196;360935;336617;311469;287049;264032;241536;219471;198018;177179;156931;137972;120425;103964;88665;74691;61826;50448;40663;32438;25699;20232;15676;11855
Nacional;2038;Cabecera;total;4655;3344;4748;392251;400159;407954;415638;423341;430805;439356;448290;457872;467200;476435;485548;494710;504857;514740;525090;534779;545771;559114;565998;578726;588561;597152;605531;613286;620662;627658;634370;640968;647739;655113;662716;663695;664477;665399;667577;671487;677269;678862;679982;680467;678359;676315;673417;665856;652947;637117;620433;603868;587279;571816;559589;549306;540495;535038;529028;520401;510324;496831;478764;460176;441688;423503;409371;399541;391254;384062;378540;372732;364304;355180;345373;334377;321871;308040;291974;273646;254495;234856;215836;198020;180585;163501;146812;130652;115043;100432;87026;74530;62992;52505;42941;34577;27480;21581;16797;12951;9798
Nacional;2038;Centros Poblados y Rural Disperso;total;1078;799;1164;163509;166592;170289;174493;178982;183961;188034;191823;194990;198328;201587;204694;207390;209312;210263;209055;208133;206919;205820;202621;200215;198368;196333;194636;193260;192487;192342;192805;193897;195557;197706;200085;200059;199990;199800;199596;199314;198563;195877;192790;189603;186100;184216;182878;180475;176354;171391;166335;161340;156375;151868;148424;145420;142788;141116;139489;137354;135133;132254;128278;123956;119792;115620;112478;110469;108830;107300;105964;104355;102049;99401;96442;92961;89167;84980;80169;74822;69306;63568;57967;52600;47456;42475;37797;33339;29133;25248;21659;18360;15379;12740;10379;8335;6601;5169;4038;3147;2425
Nacional;2038;Total;total;5733;4143;5912;555760;566751;578243;590131;602323;614766;627390;640113;652862;665528;678022;690242;702100;714169;725003;734145;742912;752690;764934;768619;778941;786929;793485;800167;806546;813149;820000;827175;834865;843296;852819;862801;863754;864467;865199;867173;870801;875832;874739;872772;870070;864459;860531;856295;846331;829301;808508;786768;765208;743654;723684;708013;694726;683283;676154;668517;657755;645457;629085;607042;584132;561480;539123;521849;510010;500084;491362;484504;477087;466353;454581;441815;427338;411038;393020;372143;348468;323801;298424;273803;250620;228041;205976;184609;163991;144176;125680;108685;92890;78371;65245;53320;42912;34081;26750;20835;16098;12223
Nacional;2039;Cabecera;total;4811;3473;4967;384483;392137;399704;407183;414703;422046;430485;439343;448887;458239;467549;476797;486135;495972;506639;517974;527871;537836;548975;562306;569048;581519;591056;599295;607246;614493;621370;627873;634115;640316;646845;654123;661645;662538;663178;663994;666049;669872;675472;676959;678089;678592;676482;674483;671739;664409;651676;635962;619393;602847;586121;570455;558097;547626;538548;532724;526349;517389;506986;493226;475002;456210;437449;419009;404561;394431;385835;378327;372415;366158;357257;347716;337485;326087;313193;298992;282562;263935;244585;224805;205677;187720;170215;153098;136518;120642;105318;91117;78173;66222;55267;45466;36679;29100;22761;17559;13405;10108
Nacional;2039;Centros Poblados y Rural Disperso;total;1095;823;1205;160178;163166;166762;170848;175243;180113;184124;187895;191072;194463;197804;201026;203886;205869;207213;206638;205800;204490;202972;201696;198509;196233;194586;192820;191500;190582;190285;190608;191534;193013;194903;197144;199555;199607;199657;199567;199440;199240;198615;195998;192862;189599;186053;184045;182460;179736;175352;170187;164930;159815;154890;150457;147009;144009;141460;139929;138407;136349;134191;131306;127263;122904;118770;114616;111467;109376;107575;105866;104333;102565;100105;97248;94044;90312;86261;81843;76866;71414;65791;59987;54347;49032;43933;39061;34468;30137;26112;22404;19019;15964;13256;10848;8726;6905;5384;4155;3190;2460
Nacional;2039;Total;total;5906;4296;6172;544661;555303;566466;578031;589946;602159;614609;627238;639959;652702;665353;677823;690021;701841;713852;724612;733671;742326;751947;764002;767557;777752;785642;792115;798746;805075;811655;818481;825649;833329;841748;851267;861200;862145;862835;863561;865489;869112;874087;872957;870951;868191;862535;858528;854199;844145;827028;806149;784323;762662;741011;720912;705106;691635;680008;672653;664756;653738;641177;624532;602265;579114;556219;533625;516028;503807;493410;484193;476748;468723;457362;444964;431529;416399;399454;380835;359428;335349;310376;284792;260024;236752;214148;192159;170986;150779;131430;113521;97192;82186;68523;56314;45405;36005;28145;21714;16595;12568
Nacional;2040;Cabecera;total;4961;3598;5200;376974;384378;391704;398948;406277;413446;421741;430477;439938;449247;458584;467908;477382;487375;497730;509828;520726;530888;541015;552169;565332;571825;583978;593161;600994;608444;615198;621576;627617;633467;639444;645879;653103;660506;661262;661802;662511;664463;668138;673594;675095;676268;676754;674684;672845;670311;663154;650540;634924;618368;601689;584739;568956;556415;545677;536243;530059;523337;514043;503370;489390;470959;451892;432848;414138;399447;389033;380132;372272;365919;359165;349819;339860;329212;317411;304096;289464;272661;253766;234238;214329;195087;177040;159490;142462;126149;110527;95630;81930;69509;58159;47913;38871;30902;24126;18542;14032;10479
Nacional;2040;Centros Poblados y Rural Disperso;total;1109;836;1243;156957;159856;163338;167314;171585;176348;180276;183996;187154;190567;193957;197263;200241;202394;203824;203658;203434;202225;200613;198916;197617;194579;192507;191130;189731;188856;188418;188594;189367;190685;192377;194362;196649;199122;199298;199430;199415;199373;199278;198732;196056;192832;189517;185871;183619;181713;178718;174103;168757;163379;158295;153459;149023;145587;142678;140279;138844;137410;135409;133232;130282;126199;121867;117752;113599;110373;108134;106158;104251;102561;100629;97968;94860;91378;87390;83108;78497;73384;67822;62107;56275;50682;45409;40418;35638;31174;27038;23177;19680;16553;13770;11293;9139;7228;5639;4329;3283;2497
Nacional;2040;Total;total;6070;4434;6443;533931;544234;555042;566262;577862;589794;602017;614473;627092;639814;652541;665171;677623;689769;701554;713486;724160;733113;741628;751085;762949;766404;776485;784291;790725;797300;803616;810170;816984;824152;831821;840241;849752;859628;860560;861232;861926;863836;867416;872326;871151;869100;866271;860555;856464;852024;841872;824643;803681;781747;759984;738198;717979;702002;688355;676522;668903;660747;649452;636602;619672;597158;573759;550600;527737;509820;497167;486290;476523;468480;459794;447787;434720;420590;404801;387204;367961;346045;321588;296345;270604;245769;222449;199908;178100;157323;137565;118807;101610;86062;71929;59206;48010;38130;29765;22871;17315;12976
