dpnom;año;area_geografica;sexo;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
Nacional;1990;Centros Poblados y Rural Disperso;Hombres;156702;152872;149820;147176;144735;142801;140835;139071;136932;134191;130858;127028;122828;118926;115298;112295;109713;107640;105803;103867;101714;99346;97051;94765;92667;90346;87943;85414;82936;80550;78252;76076;73847;71490;69051;66845;64595;62694;61063;59691;58323;57036;55614;53955;52111;50344;48622;46827;44969;43188;41638;40141;38954;38026;37441;36348;35504;34586;33508;32331;31180;30070;28906;27725;26447;25164;23836;22485;21149;20006;18946;17754;16049;14918;13799;12737;11743;10712;9608;8528;7543;6645;5816;5192;4733;4028;3668;3322;2990;2672;2381;2105;1865;1632;1417;1207;1018;886;635;575;1134
Nacional;1990;Total;Hombres;424466;415219;407644;401312;396016;393222;390067;387536;383794;378290;370672;361476;351500;342061;334060;328186;324250;322470;322122;322302;322266;322010;320974;318716;315474;310860;304980;297733;289348;280246;270760;261068;251216;241577;232112;223062;214270;205980;198029;190414;183063;176013;169066;162354;155773;149433;143288;137248;131542;126090;121422;117061;113158;109785;106918;103442;100485;97316;93699;89838;86025;82371;78509;74443;70213;66025;61709;57557;53735;50619;47617;44630;40164;37118;34112;31287;28686;25987;23112;20374;17875;15642;13646;12123;10965;9312;8418;7562;6754;6013;5323;4694;4093;3575;3090;2658;2245;1918;1621;1339;3386
Nacional;1991;Cabecera;Hombres;273824;268818;264131;259941;256414;253698;252679;251593;250814;249265;246539;242242;236928;231018;225485;220991;218086;216771;217154;218645;220597;222574;224214;224908;224447;223144;220639;216839;211798;205712;198847;191620;184124;176796;169658;162582;155809;149122;142511;136030;129806;123762;118137;112914;108058;103308;98710;94358;90228;86398;82737;79607;76582;73723;71109;68817;66375;64221;61963;59421;56699;54038;51454;48697;45807;42853;39908;36945;34176;31696;29698;27799;25994;23040;21124;19246;17494;15881;14224;12508;10893;9423;8155;7023;6148;5475;4595;4082;3600;3168;2771;2420;2083;1794;1542;1327;1129;945;901;706;2237
Nacional;1991;Centros Poblados y Rural Disperso;Hombres;155693;152067;148959;146177;143667;141352;139615;137614;135915;133784;131048;127746;123847;119712;115696;112020;108871;106054;103671;101607;99615;97387;95313;93415;91506;89474;87339;85269;83124;80924;78816;76705;74646;72266;69891;67595;65407;63389;61770;60358;59010;57727;56331;54622;52788;50954;49216;47423;45497;43614;41811;40256;38898;37834;37047;36417;35361;34515;33595;32524;31400;30263;29199;28104;26925;25640;24397;23016;21591;20189;19067;17983;16817;15062;13933;12830;11777;10817;9821;8746;7714;6768;5896;5126;4531;4079;3442;3097;2776;2460;2182;1911;1699;1464;1274;1083;924;773;561;527;1100
Nacional;1991;Total;Hombres;429517;420885;413090;406118;400081;395050;392294;389207;386729;383049;377587;369988;360775;350730;341181;333011;326957;322825;320825;320252;320212;319961;319527;318323;315953;312618;307978;302108;294922;286636;277663;268325;258770;249062;239549;230177;221216;212511;204281;196388;188816;181489;174468;167536;160846;154262;147926;141781;135725;130012;124548;119863;115480;111557;108156;105234;101736;98736;95558;91945;88099;84301;80653;76801;72732;68493;64305;59961;55767;51885;48765;45782;42811;38102;35057;32076;29271;26698;24045;21254;18607;16191;14051;12149;10679;9554;8037;7179;6376;5628;4953;4331;3782;3258;2816;2410;2053;1718;1462;1233;3337
Nacional;1992;Cabecera;Hombres;279520;275131;270705;266261;262183;258747;256043;255018;253911;253194;251695;248967;244730;239290;233374;227702;223169;220283;219031;219395;220720;222524;224022;225108;225309;224684;223166;220343;216211;211002;204760;197856;190678;183474;176318;169142;162139;155224;148319;141556;135090;128805;122904;117600;112572;107702;102928;98401;94167;90053;86233;82550;79262;76089;73070;70446;68081;65604;63416;61145;58555;55835;53132;50487;47732;44832;41836;38928;36017;33265;30733;28773;26857;25025;21928;20011;18150;16404;14798;13179;11503;9940;8547;7315;6240;5411;4766;3955;3474;3040;2636;2285;1951;1685;1427;1228;1035;873;822;649;2179
Nacional;1992;Centros Poblados y Rural Disperso;Hombres;154778;151408;148354;145425;142711;140267;138133;136427;134498;132787;130656;127939;124557;120731;116476;112433;108617;105239;102139;99539;97421;95355;93407;91713;90168;88329;86471;84662;82980;81108;79194;77273;75276;73059;70653;68435;66163;64206;62480;61073;59690;58438;57039;55347;53457;51640;49830;48008;46093;44128;42230;40427;39015;37776;36856;36031;35418;34371;33515;32589;31572;30456;29367;28369;27272;26104;24856;23577;22121;20641;19234;18083;17036;15906;14076;12958;11869;10850;9916;8942;7911;6929;6008;5196;4475;3907;3484;2905;2591;2281;2009;1753;1547;1335;1150;974;838;712;490;470;1053
Nacional;1992;Total;Hombres;434298;426539;419059;411686;404894;399014;394176;391445;388409;385981;382351;376906;369287;360021;349850;340135;331786;325522;321170;318934;318141;317879;317429;316821;315477;313013;309637;305005;299191;292110;283954;275129;265954;256533;246971;237577;228302;219430;210799;202629;194780;187243;179943;172947;166029;159342;152758;146409;140260;134181;128463;122977;118277;113865;109926;106477;103499;99975;96931;93734;90127;86291;82499;78856;75004;70936;66692;62505;58138;53906;49967;46856;43893;40931;36004;32969;30019;27254;24714;22121;19414;16869;14555;12511;10715;9318;8250;6860;6065;5321;4645;4038;3498;3020;2577;2202;1873;1585;1312;1119;3232
Nacional;1993;Cabecera;Hombres;286256;281682;277562;273169;268691;264589;261102;258574;257127;256363;255665;254175;251519;247198;241729;235653;229929;225388;222556;221272;221435;222631;223979;224959;225557;225588;224726;222887;219725;215445;210067;203770;196946;190085;183121;175914;168835;161727;154596;147521;140756;134222;128072;122506;117373;112345;107430;102703;98308;94064;89985;86102;82275;78814;75487;72449;69759;67410;64832;62623;60272;57683;54936;52167;49507;46753;43822;40867;38016;35150;32362;29830;27840;25919;24113;20853;18963;17100;15362;13793;12203;10573;9083;7733;6568;5546;4779;4175;3410;2983;2581;2222;1892;1617;1379;1181;988;833;800;636;2079
Nacional;1993;Centros Poblados y Rural Disperso;Hombres;155343;151281;147985;144875;141887;139151;136868;134812;133062;131347;129650;127498;124723;121397;117456;113206;109001;104988;101299;97981;95335;93111;91287;89692;88336;86860;85221;83712;82326;80932;79407;77720;75898;73764;71488;69238;67027;64981;63309;61800;60420;59134;57754;56049;54169;52309;50503;48633;46661;44686;42740;40816;39181;37890;36822;35838;35040;34403;33360;32506;31613;30609;29534;28523;27517;26429;25291;24011;22657;21158;19685;18214;17087;16114;14981;13071;11975;10921;9936;9010;8077;7088;6135;5282;4526;3843;3321;2929;2410;2123;1865;1611;1412;1206;1041;889;757;647;450;424;940
Nacional;1993;Total;Hombres;441599;432963;425547;418044;410578;403740;397970;393386;390189;387710;385315;381673;376242;368595;359185;348859;338930;330376;323855;319253;316770;315742;315266;314651;313893;312448;309947;306599;302051;296377;289474;281490;272844;263849;254609;245152;235862;226708;217905;209321;201176;193356;185826;178555;171542;164654;157933;151336;144969;138750;132725;126918;121456;116704;112309;108287;104799;101813;98192;95129;91885;88292;84470;80690;77024;73182;69113;64878;60673;56308;52047;48044;44927;42033;39094;33924;30938;28021;25298;22803;20280;17661;15218;13015;11094;9389;8100;7104;5820;5106;4446;3833;3304;2823;2420;2070;1745;1480;1250;1060;3019
Nacional;1994;Cabecera;Hombres;288787;287364;283485;279686;275411;270996;266836;263437;260888;259492;258769;258081;256664;253893;249575;243962;237813;232071;227549;224654;223158;223148;223870;224679;225194;225630;225448;224274;222119;218781;214356;208940;202684;196179;189493;182503;175390;168177;160850;153570;146532;139713;133341;127525;122167;117026;111972;107128;102521;98149;93897;89801;85747;81762;78116;74793;71688;68949;66564;63961;61667;59301;56656;53843;51068;48399;45601;42713;39828;37017;34126;31360;28776;26738;24835;23026;19666;17772;15940;14235;12687;11140;9590;8152;6873;5779;4835;4122;3555;2879;2492;2132;1799;1533;1289;1105;928;771;737;588;2013
Nacional;1994;Centros Poblados y Rural Disperso;Hombres;153358;150922;147570;144561;141566;138644;136042;133712;131733;129974;128255;126565;124317;121603;118153;114188;109829;105444;101189;97333;94001;91303;89341;87862;86578;85260;83929;82584;81434;80302;79178;77841;76273;74290;72128;70031;67809;65837;64107;62662;61180;59896;58497;56805;54909;53044;51212;49312;47313;45291;43301;41354;39585;38079;36943;35839;34878;34078;33417;32357;31536;30641;29687;28686;27676;26673;25627;24452;23101;21702;20222;18704;17244;16168;15211;14080;12114;11062;10028;9067;8170;7271;6310;5427;4625;3919;3296;2818;2461;1992;1741;1512;1307;1117;953;808;692;589;411;385;894
Nacional;1994;Total;Hombres;442145;438286;431055;424247;416977;409640;402878;397149;392621;389466;387024;384646;380981;375496;367728;358150;347642;337515;328738;321987;317159;314451;313211;312541;311772;310890;309377;306858;303553;299083;293534;286781;278957;270469;261621;252534;243199;234014;224957;216232;207712;199609;191838;184330;177076;170070;163184;156440;149834;143440;137198;131155;125332;119841;115059;110632;106566;103027;99981;96318;93203;89942;86343;82529;78744;75072;71228;67165;62929;58719;54348;50064;46020;42906;40046;37106;31780;28834;25968;23302;20857;18411;15900;13579;11498;9698;8131;6940;6016;4871;4233;3644;3106;2650;2242;1913;1620;1360;1148;973;2907
Nacional;1995;Cabecera;Hombres;292485;289893;289001;285410;281738;277510;273035;268963;265524;263018;261668;260955;260356;258826;256077;251625;245949;239791;234078;229492;226392;224723;224236;224449;224803;225178;225411;224939;223444;221115;217618;213145;207774;201844;195515;188785;181914;174643;167203;159730;152480;145394;138739;132721;127118;121748;116590;111610;106893;102311;97941;93670;89403;85189;81013;77380;73984;70842;68077;65660;62981;60657;58225;55504;52685;49904;47186;44434;41608;38781;35948;33103;30291;27642;25609;23714;21918;18456;16580;14791;13114;11592;10114;8617;7255;6066;5045;4182;3529;3017;2409;2069;1737;1464;1235;1040;874;732;687;549;1941
Nacional;1995;Centros Poblados y Rural Disperso;Hombres;151573;149291;147451;144374;141466;138541;135742;133099;130843;128858;127081;125365;123561;121366;118509;115025;110937;106391;101768;97373;93513;90159;87732;86116;84943;83706;82513;81463;80465;79565;78701;77759;76521;74787;72764;70758;68683;66715;65055;63552;62137;60745;59335;57612;55734;53845;52005;50079;48037;45996;43945;41953;40168;38537;37192;36014;34940;33973;33153;32463;31429;30604;29742;28860;27862;26861;25888;24805;23563;22164;20785;19265;17767;16331;15259;14333;13193;11208;10187;9167;8245;7379;6494;5597;4769;4016;3369;2811;2380;2039;1642;1417;1234;1041;890;737;636;543;378;355;845
Nacional;1995;Total;Hombres;444058;439184;436452;429784;423204;416051;408777;402062;396367;391876;388749;386320;383917;380192;374586;366650;356886;346182;335846;326865;319905;314882;311968;310565;309746;308884;307924;306402;303909;300680;296319;290904;284295;276631;268279;259543;250597;241358;232258;223282;214617;206139;198074;190333;182852;175593;168595;161689;154930;148307;141886;135623;129571;123726;118205;113394;108924;104815;101230;98123;94410;91261;87967;84364;80547;76765;73074;69239;65171;60945;56733;52368;48058;43973;40868;38047;35111;29664;26767;23958;21359;18971;16608;14214;12024;10082;8414;6993;5909;5056;4051;3486;2971;2505;2125;1777;1510;1275;1065;904;2786
Nacional;1996;Cabecera;Hombres;295159;293697;291730;290993;287512;283894;279592;275195;271074;267670;265192;263839;263208;262504;260998;258135;253623;247953;241822;236030;231237;227947;225821;224824;224600;224818;225012;224949;224171;222498;220010;216471;212026;206965;201210;194839;188194;181173;173673;166069;158628;151327;144411;138103;132311;126706;121307;116237;111384;106690;102112;97722;93271;88845;84446;80283;76575;73151;69981;67192;64688;61981;59581;57053;54318;51495;48672;45982;43311;40531;37687;34903;32033;29157;26482;24446;22587;20782;17238;15414;13648;12013;10545;9116;7686;6417;5310;4373;3590;3009;2542;2009;1698;1422;1192;1003;831;698;657;520;1870
Nacional;1996;Centros Poblados y Rural Disperso;Hombres;149391;147592;145886;144225;141258;138395;135605;132768;130208;127935;125942;124169;122345;120590;118232;115327;111708;107425;102649;97899;93528;89678;86615;84546;83241;82104;81000;80090;79371;78618;77981;77284;76439;75026;73251;71389;69397;67571;65921;64490;63013;61693;60169;58438;56514;54649;52782;50849;48774;46696;44626;42580;40748;39113;37645;36261;35116;34035;33055;32207;31550;30495;29705;28909;28032;27030;26067;25059;23901;22606;21234;19821;18321;16870;15427;14370;13453;12336;10340;9326;8345;7455;6597;5760;4925;4148;3464;2870;2376;1983;1682;1339;1162;991;826;699;585;502;351;327;798
Nacional;1996;Total;Hombres;444550;441289;437616;435218;428770;422289;415197;407963;401282;395605;391134;388008;385553;383094;379230;373462;365331;355378;344471;333929;324765;317625;312436;309370;307841;306922;306012;305039;303542;301116;297991;293755;288465;281991;274461;266228;257591;248744;239594;230559;221641;213020;204580;196541;188825;181355;174089;167086;160158;153386;146738;140302;134019;127958;122091;116544;111691;107186;103036;99399;96238;92476;89286;85962;82350;78525;74739;71041;67212;63137;58921;54724;50354;46027;41909;38816;36040;33118;27578;24740;21993;19468;17142;14876;12611;10565;8774;7243;5966;4992;4224;3348;2860;2413;2018;1702;1416;1200;1008;847;2668
Nacional;1997;Cabecera;Hombres;296362;296230;295382;293697;292929;289501;285802;281569;277125;273025;269651;267155;265887;265148;264486;262867;259965;255464;249835;243637;237634;232650;228900;226273;224844;224493;224539;224451;224091;223140;221304;218767;215253;211120;206238;200433;194156;187344;180080;172416;164842;157360;150227;143676;137603;131804;126181;120872;115943;111114;106437;101832;97275;92657;88042;83653;79425;75690;72244;69057;66199;63651;60869;58368;55810;53061;50194;47414;44792;42172;39377;36580;33780;30854;27976;25281;23263;21409;19617;16040;14237;12510;10946;9509;8137;6809;5632;4610;3757;3065;2536;2128;1653;1396;1164;970;813;667;630;503;1800
Nacional;1997;Centros Poblados y Rural Disperso;Hombres;147372;145710;144427;142915;141279;138361;135630;132805;130041;127471;125186;123201;121316;119532;117605;115192;112134;108299;103773;98871;94154;89813;86278;83584;81836;80577;79563;78738;78157;77673;77175;76701;76099;75059;73589;71964;70119;68370;66869;65455;64040;62660;61195;59341;57397;55488;53642;51677;49592;47471;45363;43297;41416;39731;38262;36762;35419;34264;33169;32165;31342;30665;29634;28909;28107;27224;26268;25255;24167;22966;21693;20281;18900;17449;15987;14555;13488;12621;11518;9485;8511;7566;6687;5871;5086;4295;3586;2961;2439;1988;1647;1380;1107;940;791;652;557;467;329;309;756
Nacional;1997;Total;Hombres;443734;441940;439809;436612;434208;427862;421432;414374;407166;400496;394837;390356;387203;384680;382091;378059;372099;363763;353608;342508;331788;322463;315178;309857;306680;305070;304102;303189;302248;300813;298479;295468;291352;286179;279827;272397;264275;255714;246949;237871;228882;220020;211422;203017;195000;187292;179823;172549;165535;158585;151800;145129;138691;132388;126304;120415;114844;109954;105413;101222;97541;94316;90503;87277;83917;80285;76462;72669;68959;65138;61070;56861;52680;48303;43963;39836;36751;34030;31135;25525;22748;20076;17633;15380;13223;11104;9218;7571;6196;5053;4183;3508;2760;2336;1955;1622;1370;1134;959;812;2556
Nacional;1998;Cabecera;Hombres;296376;297575;298024;297456;295876;295026;291516;287888;283596;279172;275071;271685;269255;267881;267170;266405;264753;261868;257417;251730;245301;239103;233646;229381;226322;224762;224244;224003;223631;223092;221987;220097;217584;214377;210406;205485;199748;193318;186245;178802;171176;163551;156240;149478;143165;137090;131277;125755;120575;115690;110863;106170;101377;96656;91842;87246;82800;78547;74792;71329;68071;65182;62548;59662;57124;54529;51732;48909;46197;43617;40982;38239;35422;32572;29655;26759;24079;22050;20219;18463;14836;13074;11421;9892;8514;7225;5982;4902;3972;3218;2595;2136;1762;1367;1148;957;782;657;606;490;1747
Nacional;1998;Centros Poblados y Rural Disperso;Hombres;145207;143710;142516;141381;139919;138262;135469;132699;129943;127172;124601;122328;120236;118394;116449;114457;111889;108596;104507;99840;95000;90326;86328;83193;80838;79149;78026;77292;76787;76449;76214;75872;75484;74683;73583;72258;70649;69046;67625;66367;64971;63648;62134;60326;58264;56328;54442;52491;50374;48239;46099;43996;42102;40377;38866;37363;35898;34551;33385;32270;31294;30458;29800;28829;28097;27282;26439;25438;24351;23212;22031;20719;19344;18013;16564;15113;13667;12635;11800;10698;8668;7723;6794;5957;5193;4442;3722;3077;2516;2044;1651;1354;1139;894;757;628;525;449;307;290;719
Nacional;1998;Total;Hombres;441583;441285;440540;438837;435795;433288;426985;420587;413539;406344;399672;394013;389491;386275;383619;380862;376642;370464;361924;351570;340301;329429;319974;312574;307160;303911;302270;301295;300418;299541;298201;295969;293068;289060;283989;277743;270397;262364;253870;245169;236147;227199;218374;209804;201429;193418;185719;178246;170949;163929;156962;150166;143479;137033;130708;124609;118698;113098;108177;103599;99365;95640;92348;88491;85221;81811;78171;74347;70548;66829;63013;58958;54766;50585;46219;41872;37746;34685;32019;29161;23504;20797;18215;15849;13707;11667;9704;7979;6488;5262;4246;3490;2901;2261;1905;1585;1307;1106;913;780;2466
Nacional;1999;Cabecera;Hombres;295244;297409;299152;299862;299419;297896;296832;293382;289700;285414;280989;276860;273545;270992;269664;268842;268071;266457;263631;259136;253227;246610;239932;233964;229272;226083;224362;223569;223050;222508;221818;220657;218795;216586;213542;209522;204672;198769;192073;184823;177415;169744;162296;155379;148854;142551;136464;130760;125387;120250;115373;110535;105655;100698;95777;90991;86329;81851;77597;73828;70297;67011;64055;61292;58370;55800;53140;50370;47623;44967;42365;39782;37015;34157;31315;28392;25516;22818;20805;19012;17285;13631;11945;10335;8866;7562;6359;5219;4231;3405;2731;2189;1770;1468;1126;944;782;639;597;477;1702
Nacional;1999;Centros Poblados y Rural Disperso;Hombres;142980;141866;140811;139732;138618;137150;135559;132715;130014;127253;124485;121923;119549;117507;115490;113483;111315;108502;104920;100677;96058;91256;86944;83361;80567;78287;76740;75893;75478;75206;75110;75026;74765;74175;73304;72339;71028;69660;68390;67210;65964;64659;63194;61321;59303;57241;55329;53326;51220;49052;46893;44755;42829;41089;39542;37995;36532;35077;33711;32527;31439;30455;29638;29039;28049;27305;26516;25623;24550;23403;22286;21064;19783;18463;17140;15704;14246;12827;11818;10988;9915;7889;6952;6073;5287;4558;3860;3198;2623;2117;1705;1365;1124;923;725;607;512;425;296;274;692
Nacional;1999;Total;Hombres;438224;439275;439963;439594;438037;435046;432391;426097;419714;412667;405474;398783;393094;388499;385154;382325;379386;374959;368551;359813;349285;337866;326876;317325;309839;304370;301102;299462;298528;297714;296928;295683;293560;290761;286846;281861;275700;268429;260463;252033;243379;234403;225490;216700;208157;199792;191793;184086;176607;169302;162266;155290;148484;141787;135319;128986;122861;116928;111308;106355;101736;97466;93693;90331;86419;83105;79656;75993;72173;68370;64651;60846;56798;52620;48455;44096;39762;35645;32623;30000;27200;21520;18897;16408;14153;12120;10219;8417;6854;5522;4436;3554;2894;2391;1851;1551;1294;1064;893;751;2394
Nacional;2000;Cabecera;Hombres;293146;296118;298781;300783;301618;301241;299645;298517;295002;291334;287050;282594;278533;275097;272589;271152;270318;269595;268049;265192;260487;254388;247284;240084;233693;228880;225516;223527;222457;221769;221077;220327;219190;217638;215594;212492;208547;203537;197367;190486;183275;175815;168330;161288;154623;148108;141799;135836;130285;124960;119842;114965;109936;104887;99741;94833;89990;85316;80830;76568;72741;69189;65837;62766;59949;56997;54347;51705;49011;46318;43644;41095;38483;35673;32824;29993;27096;24217;21521;19558;17778;16083;12470;10817;9275;7889;6666;5551;4510;3637;2893;2307;1819;1475;1213;936;780;647;590;477;1675
Nacional;2000;Centros Poblados y Rural Disperso;Hombres;140626;139925;139229;138278;137193;136042;134657;132950;130169;127459;124683;121927;119261;116941;114723;112647;110464;108044;104937;101177;96962;92381;87948;84063;80828;78126;75997;74740;74216;74037;74007;74062;74053;73587;72920;72180;71215;70136;69103;68064;66903;65747;64292;62463;60363;58350;56298;54276;52107;49945;47753;45591;43633;41862;40306;38722;37215;35747;34281;32900;31738;30644;29681;28925;28305;27299;26580;25727;24749;23615;22495;21331;20145;18914;17601;16288;14845;13422;12015;11005;10207;9162;7121;6237;5404;4653;3977;3330;2736;2216;1774;1415;1137;922;752;582;491;413;283;260;659
Nacional;2000;Total;Hombres;433772;436043;438010;439061;438811;437283;434302;431467;425171;418793;411733;404521;397794;392038;387312;383799;380782;377639;372986;366369;357449;346769;335232;324147;314521;307006;301513;298267;296673;295806;295084;294389;293243;291225;288514;284672;279762;273673;266470;258550;250178;241562;232622;223751;214986;206458;198097;190112;182392;174905;167595;160556;153569;146749;140047;133555;127205;121063;115111;109468;104479;99833;95518;91691;88254;84296;80927;77432;73760;69933;66139;62426;58628;54587;50425;46281;41941;37639;33536;30563;27985;25245;19591;17054;14679;12542;10643;8881;7246;5853;4667;3722;2956;2397;1965;1518;1271;1060;873;737;2334
Nacional;2001;Cabecera;Hombres;290592;294082;297540;300444;302562;303465;303018;301500;300169;296658;292999;288673;284271;280080;276689;274060;272617;271826;271192;269625;266563;261669;255071;247439;239809;233284;228312;224666;222401;221175;220337;219592;218866;218034;216645;214542;211510;207386;202110;195748;188899;181642;174373;167300;160519;153864;147347;141158;135361;129868;124562;119441;114375;109169;103915;98794;93828;88970;84285;79803;75475;71630;68023;64550;61443;58568;55544;52909;50320;47675;44961;42343;39769;37106;34294;31459;28659;25757;22904;20240;18295;16538;14912;11317;9729;8276;6974;5842;4807;3883;3101;2449;1925;1520;1226;1017;778;646;596;471;1655
Nacional;2001;Centros Poblados y Rural Disperso;Hombres;137965;137613;137276;136690;135724;134595;133500;132019;130322;127521;124798;122033;119185;116573;114095;111821;109572;107134;104409;101105;97363;93176;88959;84971;81454;78306;75774;73944;73025;72734;72797;72921;73041;72824;72278;71745;71006;70269;69531;68737;67710;66643;65330;63501;61438;59345;57352;55184;52995;50770;48578;46386;44415;42624;41045;39456;37908;36402;34922;33436;32096;30924;29855;28959;28184;27545;26567;25775;24824;23787;22682;21512;20379;19247;18026;16728;15408;14006;12598;11186;10215;9436;8397;6392;5557;4762;4062;3434;2856;2317;1864;1472;1185;932;751;603;477;398;279;255;640
Nacional;2001;Total;Hombres;428557;431695;434816;437134;438286;438060;436518;433519;430491;424179;417797;410706;403456;396653;390784;385881;382189;378960;375601;370730;363926;354845;344030;332410;321263;311590;304086;298610;295426;293909;293134;292513;291907;290858;288923;286287;282516;277655;271641;264485;256609;248285;239703;230801;221957;213209;204699;196342;188356;180638;173140;165827;158790;151793;144960;138250;131736;125372;119207;113239;107571;102554;97878;93509;89627;86113;82111;78684;75144;71462;67643;63855;60148;56353;52320;48187;44067;39763;35502;31426;28510;25974;23309;17709;15286;13038;11036;9276;7663;6200;4965;3921;3110;2452;1977;1620;1255;1044;875;726;2295
Nacional;2002;Cabecera;Hombres;287465;291058;294967;298688;301702;303889;304741;304376;302805;301353;297842;294153;289888;285353;281199;277706;275071;273681;272987;272361;270605;267370;261989;254862;246809;239065;232380;227142;223224;220800;219442;218552;217847;217430;216764;215314;213282;210085;205670;200212;193886;186985;179937;173092;166301;159535;152891;146502;140502;134760;129298;124000;118688;113458;108041;102827;97650;92668;87815;83126;78596;74261;70350;66642;63129;59983;57020;54017;51438;48875;46215;43562;40918;38288;35629;32823;30032;27238;24366;21560;18908;16999;15307;13714;10184;8681;7316;6114;5065;4144;3319;2629;2053;1615;1274;1030;844;651;600;480;1647
Nacional;2002;Centros Poblados y Rural Disperso;Hombres;135542;135557;135533;135267;134681;133663;132560;131343;129882;128104;125278;122564;119694;116904;114127;111597;109144;106636;103884;100939;97632;93888;90052;86263;82634;79203;76218;73992;72500;71821;71768;71982;72166;72066;71754;71343;70801;70287;69887;69393;68600;67664;66434;64720;62645;60588;58500;56386;54035;51790;49536;47332;45331;43525;41929;40302;38751;37198;35673;34175;32723;31369;30229;29225;28311;27520;26890;25842;24944;23922;22892;21743;20605;19526;18393;17186;15878;14588;13208;11788;10412;9462;8675;7687;5716;4919;4181;3527;2961;2428;1952;1554;1233;970;767;604;489;391;265;260;621
Nacional;2002;Total;Hombres;423007;426615;430500;433955;436383;437552;437301;435719;432687;429457;423120;416717;409582;402257;395326;389303;384215;380317;376871;373300;368237;361258;352041;341125;329443;318268;308598;301134;295724;292621;291210;290534;290013;289496;288518;286657;284083;280372;275557;269605;262486;254649;246371;237812;228946;220123;211391;202888;194537;186550;178834;171332;164019;156983;149970;143129;136401;129866;123488;117301;111319;105630;100579;95867;91440;87503;83910;79859;76382;72797;69107;65305;61523;57814;54022;50009;45910;41826;37574;33348;29320;26461;23982;21401;15900;13600;11497;9641;8026;6572;5271;4183;3286;2585;2041;1634;1333;1042;865;740;2268
Nacional;2003;Cabecera;Hombres;284301;287826;291760;295906;299766;302855;304978;305931;305518;303967;302386;298829;295212;290811;286322;282054;278559;275984;274698;274022;273223;271301;267598;261687;254135;245969;238073;231119;225610;221545;218991;217595;216741;216345;216084;215361;213993;211782;208306;203679;198275;191883;185183;178572;172023;165252;158496;151990;145791;139858;134149;128698;123204;117723;112286;106912;101639;96451;91464;86619;81872;77337;72945;68929;65180;61643;58422;55456;52517;49960;47363;44757;42081;39385;36759;34099;31333;28544;25784;22962;20183;17569;15728;14059;12529;9102;7689;6423;5315;4375;3546;2823;2205;1722;1351;1075;856;703;609;486;1661
Nacional;2003;Centros Poblados y Rural Disperso;Hombres;133142;133417;133740;133774;133481;132851;131854;130613;129392;127866;126011;123187;120364;117553;114598;111770;109072;106354;103529;100557;97588;94267;90859;87448;84009;80464;77199;74527;72642;71393;70948;71049;71320;71284;71092;70901;70476;70162;69982;69822;69335;68641;67527;65902;63923;61846;59797;57580;55272;52861;50587;48321;46308;44478;42865;41220;39633;38072;36501;34957;33486;32028;30710;29633;28623;27680;26903;26199;25036;24059;23038;21959;20841;19752;18673;17549;16330;15055;13785;12405;11015;9650;8700;7961;7007;5079;4321;3646;3050;2523;2056;1632;1310;1020;801;623;500;405;270;246;613
Nacional;2003;Total;Hombres;417443;421243;425500;429680;433247;435706;436832;436544;434910;431833;428397;422016;415576;408364;400920;393824;387631;382338;378227;374579;370811;365568;358457;349135;338144;326433;315272;305646;298252;292938;289939;288644;288061;287629;287176;286262;284469;281944;278288;273501;267610;260524;252710;244474;235946;227098;218293;209570;201063;192719;184736;177019;169512;162201;155151;148132;141272;134523;127965;121576;115358;109365;103655;98562;93803;89323;85325;81655;77553;74019;70401;66716;62922;59137;55432;51648;47663;43599;39569;35367;31198;27219;24428;22020;19536;14181;12010;10069;8365;6898;5602;4455;3515;2742;2152;1698;1356;1108;879;732;2274
Nacional;2004;Cabecera;Hombres;281132;284654;288506;292616;296869;300835;303869;306078;306992;306622;305077;303322;299823;296087;291724;287133;282862;279437;276960;275705;274866;273914;271526;267294;260966;253302;244986;236826;229602;223933;219740;217144;215788;215239;215005;214680;214029;212483;209983;206309;201710;196255;190058;183802;177488;170956;164194;157586;151272;145144;139237;133547;127899;122220;116532;111130;105701;100414;95232;90248;85349;80589;75994;71500;67449;63672;60058;56847;53931;51029;48428;45861;43230;40488;37802;35172;32545;29783;27032;24331;21538;18789;16253;14452;12830;11393;8080;6762;5596;4603;3751;3024;2373;1860;1446;1147;898;723;657;501;1681
Nacional;2004;Centros Poblados y Rural Disperso;Hombres;130871;131249;131788;132159;132173;131809;131221;130082;128824;127506;125920;124023;121077;118304;115330;112323;109333;106376;103345;100298;97303;94320;91313;88322;85264;81895;78515;75570;73244;71619;70610;70318;70478;70532;70397;70326;70122;69921;69945;70006;69844;69446;68585;67054;65162;63186;61107;58924;56508;54130;51697;49403;47330;45490;43865;42194;40589;38997;37403;35808;34299;32814;31392;30148;29062;28030;27103;26246;25423;24171;23192;22108;21061;19999;18907;17829;16693;15506;14244;12964;11624;10250;8886;7972;7268;6345;4482;3775;3160;2609;2142;1725;1380;1085;842;648;518;416;278;245;610
