depto_nom;cod_mp;municipio;area_geografica;año;Poblacion;region
Antioquia;5002;Abejorral;urbano;2005;6271;oriente
Antioquia;5002;Abejorral;rural;2005;13978;oriente
Antioquia;5002;Abejorral;urbano;2006;6291;oriente
Antioquia;5002;Abejorral;rural;2006;13822;oriente
Antioquia;5002;Abejorral;urbano;2007;6317;oriente
Antioquia;5002;Abejorral;rural;2007;13705;oriente
Antioquia;5002;Abejorral;urbano;2008;6351;oriente
Antioquia;5002;Abejorral;rural;2008;13579;oriente
Antioquia;5002;Abejorral;urbano;2009;6391;oriente
Antioquia;5002;Abejorral;rural;2009;13462;oriente
Antioquia;5002;Abejorral;urbano;2010;6439;oriente
Antioquia;5002;Abejorral;rural;2010;13311;oriente
Antioquia;5002;Abejorral;urbano;2011;6493;oriente
Antioquia;5002;Abejorral;rural;2011;13179;oriente
Antioquia;5002;Abejorral;urbano;2012;6540;oriente
Antioquia;5002;Abejorral;rural;2012;13030;oriente
Antioquia;5002;Abejorral;urbano;2013;6587;oriente
Antioquia;5002;Abejorral;rural;2013;12891;oriente
Antioquia;5002;Abejorral;urbano;2014;6636;oriente
Antioquia;5002;Abejorral;rural;2014;12746;oriente
Antioquia;5002;Abejorral;urbano;2015;6681;oriente
Antioquia;5002;Abejorral;rural;2015;12609;oriente
Antioquia;5002;Abejorral;urbano;2016;6724;oriente
Antioquia;5002;Abejorral;rural;2016;12471;oriente
Antioquia;5002;Abejorral;urbano;2017;6765;oriente
Antioquia;5002;Abejorral;rural;2017;12331;oriente
Antioquia;5002;Abejorral;urbano;2018;6802;oriente
Antioquia;5002;Abejorral;rural;2018;12189;oriente
Antioquia;5002;Abejorral;urbano;2019;6835;oriente
Antioquia;5002;Abejorral;rural;2019;12047;oriente
Antioquia;5002;Abejorral;urbano;2020;6865;oriente
Antioquia;5002;Abejorral;rural;2020;11914;oriente
Norte de Santander;54003;Abrego;urbano;2005;14373;
Norte de Santander;54003;Abrego;rural;2005;20119;
Norte de Santander;54003;Abrego;urbano;2006;14642;
Norte de Santander;54003;Abrego;rural;2006;20205;
Norte de Santander;54003;Abrego;urbano;2007;14887;
Norte de Santander;54003;Abrego;rural;2007;20290;
Norte de Santander;54003;Abrego;urbano;2008;15142;
Norte de Santander;54003;Abrego;rural;2008;20377;
Norte de Santander;54003;Abrego;urbano;2009;15399;
Norte de Santander;54003;Abrego;rural;2009;20463;
Norte de Santander;54003;Abrego;urbano;2010;15665;
Norte de Santander;54003;Abrego;rural;2010;20550;
Norte de Santander;54003;Abrego;urbano;2011;15927;
Norte de Santander;54003;Abrego;rural;2011;20637;
Norte de Santander;54003;Abrego;urbano;2012;16205;
Norte de Santander;54003;Abrego;rural;2012;20724;
Norte de Santander;54003;Abrego;urbano;2013;16467;
Norte de Santander;54003;Abrego;rural;2013;20812;
Norte de Santander;54003;Abrego;urbano;2014;16739;
Norte de Santander;54003;Abrego;rural;2014;20900;
Norte de Santander;54003;Abrego;urbano;2015;17009;
Norte de Santander;54003;Abrego;rural;2015;20988;
Norte de Santander;54003;Abrego;urbano;2016;17287;
Norte de Santander;54003;Abrego;rural;2016;21076;
Norte de Santander;54003;Abrego;urbano;2017;17568;
Norte de Santander;54003;Abrego;rural;2017;21165;
Norte de Santander;54003;Abrego;urbano;2018;17836;
Norte de Santander;54003;Abrego;rural;2018;21254;
Norte de Santander;54003;Abrego;urbano;2019;18100;
Norte de Santander;54003;Abrego;rural;2019;21343;
Norte de Santander;54003;Abrego;urbano;2020;18372;
Norte de Santander;54003;Abrego;rural;2020;21433;
Antioquia;5004;Abriaquí;urbano;2005;858;occidente
Antioquia;5004;Abriaquí;rural;2005;1832;occidente
Antioquia;5004;Abriaquí;urbano;2006;849;occidente
Antioquia;5004;Abriaquí;rural;2006;1787;occidente
Antioquia;5004;Abriaquí;urbano;2007;840;occidente
Antioquia;5004;Abriaquí;rural;2007;1730;occidente
Antioquia;5004;Abriaquí;urbano;2008;831;occidente
Antioquia;5004;Abriaquí;rural;2008;1673;occidente
Antioquia;5004;Abriaquí;urbano;2009;821;occidente
Antioquia;5004;Abriaquí;rural;2009;1637;occidente
Antioquia;5004;Abriaquí;urbano;2010;811;occidente
Antioquia;5004;Abriaquí;rural;2010;1586;occidente
Antioquia;5004;Abriaquí;urbano;2011;800;occidente
Antioquia;5004;Abriaquí;rural;2011;1536;occidente
Antioquia;5004;Abriaquí;urbano;2012;788;occidente
Antioquia;5004;Abriaquí;rural;2012;1502;occidente
Antioquia;5004;Abriaquí;urbano;2013;776;occidente
Antioquia;5004;Abriaquí;rural;2013;1455;occidente
Antioquia;5004;Abriaquí;urbano;2014;764;occidente
Antioquia;5004;Abriaquí;rural;2014;1411;occidente
Antioquia;5004;Abriaquí;urbano;2015;751;occidente
Antioquia;5004;Abriaquí;rural;2015;1377;occidente
Antioquia;5004;Abriaquí;urbano;2016;738;occidente
Antioquia;5004;Abriaquí;rural;2016;1337;occidente
Antioquia;5004;Abriaquí;urbano;2017;724;occidente
Antioquia;5004;Abriaquí;rural;2017;1295;occidente
Antioquia;5004;Abriaquí;urbano;2018;710;occidente
Antioquia;5004;Abriaquí;rural;2018;1261;occidente
Antioquia;5004;Abriaquí;urbano;2019;695;occidente
Antioquia;5004;Abriaquí;rural;2019;1223;occidente
Antioquia;5004;Abriaquí;urbano;2020;680;occidente
Antioquia;5004;Abriaquí;rural;2020;1190;occidente
Meta;50006;Acacías;urbano;2005;44775;
Meta;50006;Acacías;rural;2005;9444;
Meta;50006;Acacías;urbano;2006;45992;
Meta;50006;Acacías;rural;2006;9532;
Meta;50006;Acacías;urbano;2007;47292;
Meta;50006;Acacías;rural;2007;9640;
Meta;50006;Acacías;urbano;2008;48612;
Meta;50006;Acacías;rural;2008;9755;
Meta;50006;Acacías;urbano;2009;49941;
Meta;50006;Acacías;rural;2009;9876;
Meta;50006;Acacías;urbano;2010;51284;
Meta;50006;Acacías;rural;2010;10004;
Meta;50006;Acacías;urbano;2011;52637;
Meta;50006;Acacías;rural;2011;10139;
Meta;50006;Acacías;urbano;2012;54005;
Meta;50006;Acacías;rural;2012;10282;
Meta;50006;Acacías;urbano;2013;55368;
Meta;50006;Acacías;rural;2013;10432;
Meta;50006;Acacías;urbano;2014;56754;
Meta;50006;Acacías;rural;2014;10593;
Meta;50006;Acacías;urbano;2015;58128;
Meta;50006;Acacías;rural;2015;10760;
Meta;50006;Acacías;urbano;2016;59528;
Meta;50006;Acacías;rural;2016;10941;
Meta;50006;Acacías;urbano;2017;60918;
Meta;50006;Acacías;rural;2017;11130;
Meta;50006;Acacías;urbano;2018;62309;
Meta;50006;Acacías;rural;2018;11331;
Meta;50006;Acacías;urbano;2019;63708;
Meta;50006;Acacías;rural;2019;11544;
Meta;50006;Acacías;urbano;2020;65104;
Meta;50006;Acacías;rural;2020;11769;
Chocó;27006;Acandí;urbano;2005;5107;
Chocó;27006;Acandí;rural;2005;5348;
Chocó;27006;Acandí;urbano;2006;5123;
Chocó;27006;Acandí;rural;2006;5236;
Chocó;27006;Acandí;urbano;2007;5139;
Chocó;27006;Acandí;rural;2007;5139;
Chocó;27006;Acandí;urbano;2008;5154;
Chocó;27006;Acandí;rural;2008;5026;
Chocó;27006;Acandí;urbano;2009;5168;
Chocó;27006;Acandí;rural;2009;4935;
Chocó;27006;Acandí;urbano;2010;5182;
Chocó;27006;Acandí;rural;2010;4832;
Chocó;27006;Acandí;urbano;2011;5195;
Chocó;27006;Acandí;rural;2011;4727;
Chocó;27006;Acandí;urbano;2012;5210;
Chocó;27006;Acandí;rural;2012;4632;
Chocó;27006;Acandí;urbano;2013;5224;
Chocó;27006;Acandí;rural;2013;4532;
Chocó;27006;Acandí;urbano;2014;5237;
Chocó;27006;Acandí;rural;2014;4431;
Chocó;27006;Acandí;urbano;2015;5249;
Chocó;27006;Acandí;rural;2015;4335;
Chocó;27006;Acandí;urbano;2016;5259;
Chocó;27006;Acandí;rural;2016;4246;
Chocó;27006;Acandí;urbano;2017;5269;
Chocó;27006;Acandí;rural;2017;4139;
Chocó;27006;Acandí;urbano;2018;5279;
Chocó;27006;Acandí;rural;2018;4056;
Chocó;27006;Acandí;urbano;2019;5288;
Chocó;27006;Acandí;rural;2019;3960;
Chocó;27006;Acandí;urbano;2020;5296;
Chocó;27006;Acandí;rural;2020;3864;
Huila;41006;Acevedo;urbano;2005;4556;
Huila;41006;Acevedo;rural;2005;21828;
Huila;41006;Acevedo;urbano;2006;4738;
Huila;41006;Acevedo;rural;2006;22248;
Huila;41006;Acevedo;urbano;2007;4922;
Huila;41006;Acevedo;rural;2007;22693;
Huila;41006;Acevedo;urbano;2008;5104;
Huila;41006;Acevedo;rural;2008;23141;
Huila;41006;Acevedo;urbano;2009;5284;
Huila;41006;Acevedo;rural;2009;23589;
Huila;41006;Acevedo;urbano;2010;5464;
Huila;41006;Acevedo;rural;2010;24056;
Huila;41006;Acevedo;urbano;2011;5641;
Huila;41006;Acevedo;rural;2011;24529;
Huila;41006;Acevedo;urbano;2012;5817;
Huila;41006;Acevedo;rural;2012;25016;
Huila;41006;Acevedo;urbano;2013;5992;
Huila;41006;Acevedo;rural;2013;25513;
Huila;41006;Acevedo;urbano;2014;6168;
Huila;41006;Acevedo;rural;2014;26031;
Huila;41006;Acevedo;urbano;2015;6341;
Huila;41006;Acevedo;rural;2015;26556;
Huila;41006;Acevedo;urbano;2016;6515;
Huila;41006;Acevedo;rural;2016;27098;
Huila;41006;Acevedo;urbano;2017;6691;
Huila;41006;Acevedo;rural;2017;27660;
Huila;41006;Acevedo;urbano;2018;6864;
Huila;41006;Acevedo;rural;2018;28225;
Huila;41006;Acevedo;urbano;2019;7042;
Huila;41006;Acevedo;rural;2019;28822;
Huila;41006;Acevedo;urbano;2020;7219;
Huila;41006;Acevedo;rural;2020;29430;
Bolívar;13006;Achí;urbano;2005;3324;
Bolívar;13006;Achí;rural;2005;16320;
Bolívar;13006;Achí;urbano;2006;3406;
Bolívar;13006;Achí;rural;2006;16596;
Bolívar;13006;Achí;urbano;2007;3476;
Bolívar;13006;Achí;rural;2007;16813;
Bolívar;13006;Achí;urbano;2008;3547;
Bolívar;13006;Achí;rural;2008;17038;
Bolívar;13006;Achí;urbano;2009;3619;
Bolívar;13006;Achí;rural;2009;17269;
Bolívar;13006;Achí;urbano;2010;3694;
Bolívar;13006;Achí;rural;2010;17517;
Bolívar;13006;Achí;urbano;2011;3774;
Bolívar;13006;Achí;rural;2011;17789;
Bolívar;13006;Achí;urbano;2012;3854;
Bolívar;13006;Achí;rural;2012;18059;
Bolívar;13006;Achí;urbano;2013;3936;
Bolívar;13006;Achí;rural;2013;18343;
Bolívar;13006;Achí;urbano;2014;4021;
Bolívar;13006;Achí;rural;2014;18645;
Bolívar;13006;Achí;urbano;2015;4106;
Bolívar;13006;Achí;rural;2015;18945;
Bolívar;13006;Achí;urbano;2016;4193;
Bolívar;13006;Achí;rural;2016;19258;
Bolívar;13006;Achí;urbano;2017;4280;
Bolívar;13006;Achí;rural;2017;19571;
Bolívar;13006;Achí;urbano;2018;4368;
Bolívar;13006;Achí;rural;2018;19891;
Bolívar;13006;Achí;urbano;2019;4456;
Bolívar;13006;Achí;rural;2019;20217;
Bolívar;13006;Achí;urbano;2020;4545;
Bolívar;13006;Achí;rural;2020;20541;
Huila;41013;Agrado;urbano;2005;4586;
Huila;41013;Agrado;rural;2005;3903;
Huila;41013;Agrado;urbano;2006;4670;
Huila;41013;Agrado;rural;2006;3872;
Huila;41013;Agrado;urbano;2007;4751;
Huila;41013;Agrado;rural;2007;3846;
Huila;41013;Agrado;urbano;2008;4830;
Huila;41013;Agrado;rural;2008;3831;
Huila;41013;Agrado;urbano;2009;4906;
Huila;41013;Agrado;rural;2009;3812;
Huila;41013;Agrado;urbano;2010;4980;
Huila;41013;Agrado;rural;2010;3786;
Huila;41013;Agrado;urbano;2011;5050;
Huila;41013;Agrado;rural;2011;3790;
Huila;41013;Agrado;urbano;2012;5119;
Huila;41013;Agrado;rural;2012;3769;
Huila;41013;Agrado;urbano;2013;5184;
Huila;41013;Agrado;rural;2013;3766;
Huila;41013;Agrado;urbano;2014;5248;
Huila;41013;Agrado;rural;2014;3753;
Huila;41013;Agrado;urbano;2015;5308;
Huila;41013;Agrado;rural;2015;3756;
Huila;41013;Agrado;urbano;2016;5366;
Huila;41013;Agrado;rural;2016;3745;
Huila;41013;Agrado;urbano;2017;5421;
Huila;41013;Agrado;rural;2017;3746;
Huila;41013;Agrado;urbano;2018;5474;
Huila;41013;Agrado;rural;2018;3749;
Huila;41013;Agrado;urbano;2019;5524;
Huila;41013;Agrado;rural;2019;3752;
Huila;41013;Agrado;urbano;2020;5572;
Huila;41013;Agrado;rural;2020;3757;
Cundinamarca;25001;Agua de Dios;urbano;2005;9072;
Cundinamarca;25001;Agua de Dios;rural;2005;2750;
Cundinamarca;25001;Agua de Dios;urbano;2006;8998;
Cundinamarca;25001;Agua de Dios;rural;2006;2722;
Cundinamarca;25001;Agua de Dios;urbano;2007;8946;
Cundinamarca;25001;Agua de Dios;rural;2007;2701;
Cundinamarca;25001;Agua de Dios;urbano;2008;8890;
Cundinamarca;25001;Agua de Dios;rural;2008;2678;
Cundinamarca;25001;Agua de Dios;urbano;2009;8838;
Cundinamarca;25001;Agua de Dios;rural;2009;2658;
Cundinamarca;25001;Agua de Dios;urbano;2010;8782;
Cundinamarca;25001;Agua de Dios;rural;2010;2637;
Cundinamarca;25001;Agua de Dios;urbano;2011;8723;
Cundinamarca;25001;Agua de Dios;rural;2011;2615;
Cundinamarca;25001;Agua de Dios;urbano;2012;8664;
Cundinamarca;25001;Agua de Dios;rural;2012;2594;
Cundinamarca;25001;Agua de Dios;urbano;2013;8600;
Cundinamarca;25001;Agua de Dios;rural;2013;2572;
Cundinamarca;25001;Agua de Dios;urbano;2014;8534;
Cundinamarca;25001;Agua de Dios;rural;2014;2549;
Cundinamarca;25001;Agua de Dios;urbano;2015;8468;
Cundinamarca;25001;Agua de Dios;rural;2015;2527;
Cundinamarca;25001;Agua de Dios;urbano;2016;8405;
Cundinamarca;25001;Agua de Dios;rural;2016;2505;
Cundinamarca;25001;Agua de Dios;urbano;2017;8340;
Cundinamarca;25001;Agua de Dios;rural;2017;2483;
Cundinamarca;25001;Agua de Dios;urbano;2018;8272;
Cundinamarca;25001;Agua de Dios;rural;2018;2461;
Cundinamarca;25001;Agua de Dios;urbano;2019;8197;
Cundinamarca;25001;Agua de Dios;rural;2019;2437;
Cundinamarca;25001;Agua de Dios;urbano;2020;8121;
Cundinamarca;25001;Agua de Dios;rural;2020;2413;
Cesar;20011;Aguachica;urbano;2005;69039;
Cesar;20011;Aguachica;rural;2005;13296;
Cesar;20011;Aguachica;urbano;2006;70323;
Cesar;20011;Aguachica;rural;2006;13085;
Cesar;20011;Aguachica;urbano;2007;71625;
Cesar;20011;Aguachica;rural;2007;12898;
Cesar;20011;Aguachica;urbano;2008;72912;
Cesar;20011;Aguachica;rural;2008;12729;
Cesar;20011;Aguachica;urbano;2009;74163;
Cesar;20011;Aguachica;rural;2009;12575;
Cesar;20011;Aguachica;urbano;2010;75383;
Cesar;20011;Aguachica;rural;2010;12438;
Cesar;20011;Aguachica;urbano;2011;76567;
Cesar;20011;Aguachica;rural;2011;12316;
Cesar;20011;Aguachica;urbano;2012;77724;
Cesar;20011;Aguachica;rural;2012;12211;
Cesar;20011;Aguachica;urbano;2013;78842;
Cesar;20011;Aguachica;rural;2013;12120;
Cesar;20011;Aguachica;urbano;2014;79933;
Cesar;20011;Aguachica;rural;2014;12044;
Cesar;20011;Aguachica;urbano;2015;80978;
Cesar;20011;Aguachica;rural;2015;11979;
Cesar;20011;Aguachica;urbano;2016;81990;
Cesar;20011;Aguachica;rural;2016;11927;
Cesar;20011;Aguachica;urbano;2017;82976;
Cesar;20011;Aguachica;rural;2017;11888;
Cesar;20011;Aguachica;urbano;2018;83924;
Cesar;20011;Aguachica;rural;2018;11858;
Cesar;20011;Aguachica;urbano;2019;84830;
Cesar;20011;Aguachica;rural;2019;11837;
Cesar;20011;Aguachica;urbano;2020;85701;
Cesar;20011;Aguachica;rural;2020;11824;
Santander;68013;Aguada;urbano;2005;233;
Santander;68013;Aguada;rural;2005;1884;
Santander;68013;Aguada;urbano;2006;234;
Santander;68013;Aguada;rural;2006;1865;
Santander;68013;Aguada;urbano;2007;233;
Santander;68013;Aguada;rural;2007;1826;
Santander;68013;Aguada;urbano;2008;233;
Santander;68013;Aguada;rural;2008;1801;
Santander;68013;Aguada;urbano;2009;232;
Santander;68013;Aguada;rural;2009;1777;
Santander;68013;Aguada;urbano;2010;232;
Santander;68013;Aguada;rural;2010;1752;
Santander;68013;Aguada;urbano;2011;229;
Santander;68013;Aguada;rural;2011;1719;
Santander;68013;Aguada;urbano;2012;229;
Santander;68013;Aguada;rural;2012;1698;
Santander;68013;Aguada;urbano;2013;228;
Santander;68013;Aguada;rural;2013;1677;
Santander;68013;Aguada;urbano;2014;226;
Santander;68013;Aguada;rural;2014;1649;
Santander;68013;Aguada;urbano;2015;225;
Santander;68013;Aguada;rural;2015;1630;
Santander;68013;Aguada;urbano;2016;222;
Santander;68013;Aguada;rural;2016;1607;
Santander;68013;Aguada;urbano;2017;220;
Santander;68013;Aguada;rural;2017;1580;
Santander;68013;Aguada;urbano;2018;219;
Santander;68013;Aguada;rural;2018;1563;
Santander;68013;Aguada;urbano;2019;217;
Santander;68013;Aguada;rural;2019;1546;
Santander;68013;Aguada;urbano;2020;213;
Santander;68013;Aguada;rural;2020;1516;
Caldas;17013;Aguadas;urbano;2005;10267;
Caldas;17013;Aguadas;rural;2005;14041;
Caldas;17013;Aguadas;urbano;2006;10376;
Caldas;17013;Aguadas;rural;2006;13687;
Caldas;17013;Aguadas;urbano;2007;10500;
Caldas;17013;Aguadas;rural;2007;13334;
Caldas;17013;Aguadas;urbano;2008;10625;
Caldas;17013;Aguadas;rural;2008;12982;
Caldas;17013;Aguadas;urbano;2009;10753;
Caldas;17013;Aguadas;rural;2009;12630;
Caldas;17013;Aguadas;urbano;2010;10886;
Caldas;17013;Aguadas;rural;2010;12279;
Caldas;17013;Aguadas;urbano;2011;11016;
Caldas;17013;Aguadas;rural;2011;11928;
Caldas;17013;Aguadas;urbano;2012;11162;
Caldas;17013;Aguadas;rural;2012;11566;
Caldas;17013;Aguadas;urbano;2013;11286;
Caldas;17013;Aguadas;rural;2013;11217;
Caldas;17013;Aguadas;urbano;2014;11405;
Caldas;17013;Aguadas;rural;2014;10888;
Caldas;17013;Aguadas;urbano;2015;11509;
Caldas;17013;Aguadas;rural;2015;10572;
Caldas;17013;Aguadas;urbano;2016;11594;
Caldas;17013;Aguadas;rural;2016;10271;
Caldas;17013;Aguadas;urbano;2017;11669;
Caldas;17013;Aguadas;rural;2017;9984;
Caldas;17013;Aguadas;urbano;2018;11730;
Caldas;17013;Aguadas;rural;2018;9709;
Caldas;17013;Aguadas;urbano;2019;11783;
Caldas;17013;Aguadas;rural;2019;9454;
Caldas;17013;Aguadas;urbano;2020;11828;
Caldas;17013;Aguadas;rural;2020;9215;
Casanare;85010;Aguazul;urbano;2005;20411;
Casanare;85010;Aguazul;rural;2005;7916;
Casanare;85010;Aguazul;urbano;2006;21237;
Casanare;85010;Aguazul;rural;2006;7999;
Casanare;85010;Aguazul;urbano;2007;22097;
Casanare;85010;Aguazul;rural;2007;8105;
Casanare;85010;Aguazul;urbano;2008;22950;
Casanare;85010;Aguazul;rural;2008;8219;
Casanare;85010;Aguazul;urbano;2009;23813;
Casanare;85010;Aguazul;rural;2009;8347;
Casanare;85010;Aguazul;urbano;2010;24684;
Casanare;85010;Aguazul;rural;2010;8488;
Casanare;85010;Aguazul;urbano;2011;25562;
Casanare;85010;Aguazul;rural;2011;8641;
Casanare;85010;Aguazul;urbano;2012;26451;
Casanare;85010;Aguazul;rural;2012;8806;
Casanare;85010;Aguazul;urbano;2013;27336;
Casanare;85010;Aguazul;rural;2013;8979;
Casanare;85010;Aguazul;urbano;2014;28238;
Casanare;85010;Aguazul;rural;2014;9164;
Casanare;85010;Aguazul;urbano;2015;29153;
Casanare;85010;Aguazul;rural;2015;9362;
Casanare;85010;Aguazul;urbano;2016;30075;
Casanare;85010;Aguazul;rural;2016;9569;
Casanare;85010;Aguazul;urbano;2017;31017;
Casanare;85010;Aguazul;rural;2017;9787;
Casanare;85010;Aguazul;urbano;2018;31964;
Casanare;85010;Aguazul;rural;2018;10013;
Casanare;85010;Aguazul;urbano;2019;32922;
Casanare;85010;Aguazul;rural;2019;10248;
Casanare;85010;Aguazul;urbano;2020;33890;
Casanare;85010;Aguazul;rural;2020;10491;
Cesar;20013;Agustín Codazzi;urbano;2005;38565;
Cesar;20013;Agustín Codazzi;rural;2005;15404;
Cesar;20013;Agustín Codazzi;urbano;2006;38634;
Cesar;20013;Agustín Codazzi;rural;2006;15016;
Cesar;20013;Agustín Codazzi;urbano;2007;38692;
Cesar;20013;Agustín Codazzi;rural;2007;14710;
Cesar;20013;Agustín Codazzi;urbano;2008;38737;
Cesar;20013;Agustín Codazzi;rural;2008;14394;
Cesar;20013;Agustín Codazzi;urbano;2009;38771;
Cesar;20013;Agustín Codazzi;rural;2009;14073;
Cesar;20013;Agustín Codazzi;urbano;2010;38793;
Cesar;20013;Agustín Codazzi;rural;2010;13749;
Cesar;20013;Agustín Codazzi;urbano;2011;38803;
Cesar;20013;Agustín Codazzi;rural;2011;13432;
Cesar;20013;Agustín Codazzi;urbano;2012;38802;
Cesar;20013;Agustín Codazzi;rural;2012;13107;
Cesar;20013;Agustín Codazzi;urbano;2013;38789;
Cesar;20013;Agustín Codazzi;rural;2013;12777;
Cesar;20013;Agustín Codazzi;urbano;2014;38764;
Cesar;20013;Agustín Codazzi;rural;2014;12431;
Cesar;20013;Agustín Codazzi;urbano;2015;38727;
Cesar;20013;Agustín Codazzi;rural;2015;12102;
Cesar;20013;Agustín Codazzi;urbano;2016;38679;
Cesar;20013;Agustín Codazzi;rural;2016;11771;
Cesar;20013;Agustín Codazzi;urbano;2017;38619;
Cesar;20013;Agustín Codazzi;rural;2017;11436;
Cesar;20013;Agustín Codazzi;urbano;2018;38547;
Cesar;20013;Agustín Codazzi;rural;2018;11107;
Cesar;20013;Agustín Codazzi;urbano;2019;38463;
Cesar;20013;Agustín Codazzi;rural;2019;10770;
Cesar;20013;Agustín Codazzi;urbano;2020;38368;
Cesar;20013;Agustín Codazzi;rural;2020;10437;
Huila;41016;Aipe;urbano;2005;12144;
Huila;41016;Aipe;rural;2005;7639;
Huila;41016;Aipe;urbano;2006;12565;
Huila;41016;Aipe;rural;2006;7829;
Huila;41016;Aipe;urbano;2007;12975;
Huila;41016;Aipe;rural;2007;8011;
Huila;41016;Aipe;urbano;2008;13396;
Huila;41016;Aipe;rural;2008;8203;
Huila;41016;Aipe;urbano;2009;13825;
Huila;41016;Aipe;rural;2009;8400;
Huila;41016;Aipe;urbano;2010;14255;
Huila;41016;Aipe;rural;2010;8599;
Huila;41016;Aipe;urbano;2011;14696;
Huila;41016;Aipe;rural;2011;8806;
Huila;41016;Aipe;urbano;2012;15145;
Huila;41016;Aipe;rural;2012;9018;
Huila;41016;Aipe;urbano;2013;15598;
Huila;41016;Aipe;rural;2013;9235;
Huila;41016;Aipe;urbano;2014;16062;
Huila;41016;Aipe;rural;2014;9460;
Huila;41016;Aipe;urbano;2015;16530;
Huila;41016;Aipe;rural;2015;9689;
Huila;41016;Aipe;urbano;2016;17008;
Huila;41016;Aipe;rural;2016;9925;
Huila;41016;Aipe;urbano;2017;17492;
Huila;41016;Aipe;rural;2017;10165;
Huila;41016;Aipe;urbano;2018;17990;
Huila;41016;Aipe;rural;2018;10416;
Huila;41016;Aipe;urbano;2019;18487;
Huila;41016;Aipe;rural;2019;10667;
Huila;41016;Aipe;urbano;2020;19007;
Huila;41016;Aipe;rural;2020;10933;
Cundinamarca;25019;Albán;urbano;2005;1591;
Nariño;52019;Albán;urbano;2005;6363;
Cundinamarca;25019;Albán;rural;2005;4361;
Nariño;52019;Albán;rural;2005;12940;
Cundinamarca;25019;Albán;urbano;2006;1593;
Nariño;52019;Albán;urbano;2006;6552;
Cundinamarca;25019;Albán;rural;2006;4359;
Nariño;52019;Albán;rural;2006;13005;
Cundinamarca;25019;Albán;urbano;2007;1596;
Nariño;52019;Albán;urbano;2007;6736;
Cundinamarca;25019;Albán;rural;2007;4357;
Nariño;52019;Albán;rural;2007;13101;
Cundinamarca;25019;Albán;urbano;2008;1599;
Nariño;52019;Albán;urbano;2008;6916;
Cundinamarca;25019;Albán;rural;2008;4354;
Nariño;52019;Albán;rural;2008;13209;
Cundinamarca;25019;Albán;urbano;2009;1601;
Nariño;52019;Albán;urbano;2009;7093;
Cundinamarca;25019;Albán;rural;2009;4353;
Nariño;52019;Albán;rural;2009;13318;
Cundinamarca;25019;Albán;urbano;2010;1603;
Nariño;52019;Albán;urbano;2010;7265;
Cundinamarca;25019;Albán;rural;2010;4351;
Nariño;52019;Albán;rural;2010;13423;
Cundinamarca;25019;Albán;urbano;2011;1606;
Nariño;52019;Albán;urbano;2011;7433;
Cundinamarca;25019;Albán;rural;2011;4349;
Nariño;52019;Albán;rural;2011;13547;
Cundinamarca;25019;Albán;urbano;2012;1607;
Nariño;52019;Albán;urbano;2012;7597;
Cundinamarca;25019;Albán;rural;2012;4348;
Nariño;52019;Albán;rural;2012;13673;
Cundinamarca;25019;Albán;urbano;2013;1609;
Nariño;52019;Albán;urbano;2013;7757;
Cundinamarca;25019;Albán;rural;2013;4346;
Nariño;52019;Albán;rural;2013;13801;
Cundinamarca;25019;Albán;urbano;2014;1610;
Nariño;52019;Albán;urbano;2014;7913;
Cundinamarca;25019;Albán;rural;2014;4346;
Nariño;52019;Albán;rural;2014;13936;
Cundinamarca;25019;Albán;urbano;2015;1612;
Nariño;52019;Albán;urbano;2015;8065;
Cundinamarca;25019;Albán;rural;2015;4344;
Nariño;52019;Albán;rural;2015;14066;
Cundinamarca;25019;Albán;urbano;2016;1612;
Nariño;52019;Albán;urbano;2016;8212;
Cundinamarca;25019;Albán;rural;2016;4344;
Nariño;52019;Albán;rural;2016;14210;
Cundinamarca;25019;Albán;urbano;2017;1613;
Nariño;52019;Albán;urbano;2017;8357;
Cundinamarca;25019;Albán;rural;2017;4343;
Nariño;52019;Albán;rural;2017;14354;
Cundinamarca;25019;Albán;urbano;2018;1614;
Nariño;52019;Albán;urbano;2018;8496;
Cundinamarca;25019;Albán;rural;2018;4343;
Nariño;52019;Albán;rural;2018;14503;
Cundinamarca;25019;Albán;urbano;2019;1615;
Nariño;52019;Albán;urbano;2019;8631;
Cundinamarca;25019;Albán;rural;2019;4342;
Nariño;52019;Albán;rural;2019;14648;
Cundinamarca;25019;Albán;urbano;2020;1615;
Nariño;52019;Albán;urbano;2020;8762;
Cundinamarca;25019;Albán;rural;2020;4342;
Nariño;52019;Albán;rural;2020;14779;
Caquetá;18029;Albania;urbano;2005;2237;
La Guajira;44035;Albania;urbano;2005;10183;
Santander;68020;Albania;urbano;2005;438;
Caquetá;18029;Albania;rural;2005;4157;
La Guajira;44035;Albania;rural;2005;10632;
Santander;68020;Albania;rural;2005;4035;
Caquetá;18029;Albania;urbano;2006;2272;
La Guajira;44035;Albania;urbano;2006;10573;
Santander;68020;Albania;urbano;2006;457;
Caquetá;18029;Albania;rural;2006;4127;
La Guajira;44035;Albania;rural;2006;10942;
Santander;68020;Albania;rural;2006;4070;
Caquetá;18029;Albania;urbano;2007;2304;
La Guajira;44035;Albania;urbano;2007;10946;
Santander;68020;Albania;urbano;2007;476;
Caquetá;18029;Albania;rural;2007;4099;
La Guajira;44035;Albania;rural;2007;11175;
Santander;68020;Albania;rural;2007;4113;
