Id-Vereda_Mpio;Municipio;Vereda;Extension_Ha;Poblacion_hab;CAR
Piedra Afilada-SAN JUAN DE URABA;SAN JUAN DE URABA;Piedra Afilada;658;380;
Placitas-SAN JUAN DE URABA;SAN JUAN DE URABA;Placitas;412;314;
Pueblito-SAN JUAN DE URABA;SAN JUAN DE URABA;Pueblito;215;244;
Sabanilla-SAN JUAN DE URABA;SAN JUAN DE URABA;Sabanilla;1.009;317;
San Juancito-SAN JUAN DE URABA;SAN JUAN DE URABA;San Juancito;2.813;318;
San Nicolás del Río-SAN JUAN DE URABA;SAN JUAN DE URABA;San Nicolas del Rio;186;1.176;
Sinaí-SAN JUAN DE URABA;SAN JUAN DE URABA;Sinai;122;;
Subterraneo-SAN JUAN DE URABA;SAN JUAN DE URABA;Subterraneo;1.369;272;
Vijagual-SAN JUAN DE URABA;SAN JUAN DE URABA;Vijagual;189;617;
Villa Fátima-SAN JUAN DE URABA;SAN JUAN DE URABA;Villa Fatima;133;241;
Altavista - Rio Claro-SAN LUIS;SAN LUIS;Altavista - Rio Claro;2.460;1.003;
Buenos Aires-SAN LUIS;SAN LUIS;Buenos Aires;213;379;
Cuba-SAN LUIS;SAN LUIS;Cuba;921;97;
El Cruce-SAN LUIS;SAN LUIS;El Cruce;305;116;
El Jordán-SAN LUIS;SAN LUIS;El Jordan;678;;
El Olivo-SAN LUIS;SAN LUIS;El Olivo;432;84;
El Palacio-SAN LUIS;SAN LUIS;El Palacio;1.530;7;
El Pescado-SAN LUIS;SAN LUIS;El Pescado;983;;
El Popal-SAN LUIS;SAN LUIS;El Popal;669;49;
El Porvenir-SAN LUIS;SAN LUIS;El Porvenir;1.021;244;
El Prodigio-SAN LUIS;SAN LUIS;El Prodigio;2.197;416;
El Silencio-SAN LUIS;SAN LUIS;El Silencio;672;127;
El Socorro-SAN LUIS;SAN LUIS;El Socorro;589;27;
El Trique-SAN LUIS;SAN LUIS;El Trique;799;;
La Arabia-SAN LUIS;SAN LUIS;La Arabia;1.273;28;
La Arauca-SAN LUIS;SAN LUIS;La Arauca;591;98;
La Aurora-SAN LUIS;SAN LUIS;La Aurora;499;49;
La Cristalina-SAN LUIS;SAN LUIS;La Cristalina;706;64;
La Cumbre-SAN LUIS;SAN LUIS;La Cumbre;1.205;76;
La Estrella-SAN LUIS;SAN LUIS;La Estrella;698;29;
La Garrucha-SAN LUIS;SAN LUIS;La Garrucha;553;131;
La Gaviota-SAN LUIS;SAN LUIS;La Gaviota;1.355;6;
La Habana - Palestina-SAN LUIS;SAN LUIS;La Habana - Palestina;1.296;71;
La Independencia-SAN LUIS;SAN LUIS;La Independencia;2.605;61;
La Josefina-SAN LUIS;SAN LUIS;La Josefina;724;540;
La Linda-SAN LUIS;SAN LUIS;La Linda;854;127;
La Merced-SAN LUIS;SAN LUIS;La Merced;298;;
La Mesa-SAN LUIS;SAN LUIS;La Mesa;793;4;
La Palma-SAN LUIS;SAN LUIS;La Palma;939;;
La Palmera-SAN LUIS;SAN LUIS;La Palmera;1.607;;
La Tebaida-SAN LUIS;SAN LUIS;La Tebaida;1.212;130;
Las Confusas-SAN LUIS;SAN LUIS;Las Confusas;3.857;136;
Las Margaritas-SAN LUIS;SAN LUIS;Las Margaritas;1.322;24;
Los Medios-SAN LUIS;SAN LUIS;Los Medios;1.607;180;
