2015-04-01;;;;;;;;23,1;21,900000000000002;;;;;;16,1;1,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-05-01;;;;;;;;39,3;26,0;;;;;;35,6;26,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-06-01;;;;;;;;18,6;43,5;;;;;;13,3;17,68;;;;;;;;;12,200000000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-07-01;;;;;;;;37,4;33,3;;;;;;42,9;23,75;;;;;3,8000000000000003;;;;46,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-08-01;;;;;;;;37,6;25,0;;;;;;;22,49;;;;;0,1;;;;26,400000000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-09-01;;;;;;;;49,0;90,8;;;25,1;;;;24,45;;;;;1,2;;;;26,5;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-10-01;;;;;;;;49,8;0,8;;;50,3;;;20,8;30,72;;;;;48,4;;;;31,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-11-01;;;;;;;;51,9;28,900000000000002;;;32,800000000000004;;;37,2;;;;;;14,5;;;;41,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-12-01;;;;;;;;9,9;31,799999999999997;;;2,8000000000000003;;;3,2;5,66;;;;;4,7;;;;18,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-01-01;;;;;;;;0,30000000000000004;;;;26,099999999999998;;;2,7;7,58;;;;;1,4000000000000001;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-02-01;;;;;;;;0,6;0,4;;;53,6;;;11,9;19,36;;;;;27,6;;;;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-03-01;;;;;;;;3,6;2,3;;;50,7;;;3,8000000000000003;15,45;;;;;27,400000000000002;;;;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-04-01;;;;;;;;49,1;43,6;;;41,8;;;0,8;24,6;;;;;45,300000000000004;;;;44,2;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-05-01;;;;;;;;68,4;48,1;;;44,1;;;16,4;66,01;;;;;62,0;;;;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-06-01;;;;19,8;;;;37,2;52,0;;;0,1;;;5,0;16,53;22,8;;;;41,5;;;;26,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-07-01;;;;41,3;;;;18,0;0,5;;;17,400000000000002;;;;18,38;50,1;;;;26,2;;;;41,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-08-01;;;;25,6;;;;20,7;;;;;;;;;4,7;;;;30,7;;;;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-09-01;;;;24,3;;;;50,6;66,5;;;;;;;;;;;;33,2;;;;74,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-10-01;;;;;;;;33,9;63,2;;;;;;;;;;;;0,5;;;;50,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016-11-01;;;;;;;;85,30000000000001;63,6;;;;;;;;;;;;;;;;41,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
